id,label,left_title,left_authors,left_venue,left_year,left_vldb,right_title,right_authors,right_venue,right_year,right_vldb
6021,0,"data management for earth system science james frew , jeff dozier",VAL -,SIGMOD Conference,1997,VAL -,business data management for business-to-business electronic commerce,"christoph quix, mareike schoop, manfred jeusfeld",ACM SIGMOD Record,2002,VAL -
6022,0,foreword : management of semistructured data dan suciu sigmod record,VAL -,SIGMOD Conference,1997,SIGMOD Conference,qursed : querying and reporting semistructured data international conference on management of data,"yannis papakonstantinou, michalis petropoulos, vasilis vassalos",SIGMOD Conference,2002,SIGMOD Conference
6023,0,"integrating reliable memory in databases peter m. chen , wee teck ng",VAL -,VLDB Journal,1998,,integrating reliable memory in databases,"wee teck ng , peter m. chen",VLDB,VAL -,
6024,0,datablitz storage manager : main memory database performance for critical applications,"p. p. s. narayan, s. sudarshan, s. gogate, j. miller, abraham silberschatz, c. gupta, jerry baulier, m. wilder, henry f. korth, peter mcilroy, s. haldar, s. seshadri, philip bohannon, c. wei, a. khivesera, s. joshi, rajeev rastogi, m. nemeth",VAL -,VAL -,,xmas : an extensible main-memory storage system for high-performance applications,"jang ho park, yong sik kwon, ki hong kim, sang ho lee, byoung dae park, sang kyun cha",SIGMOD Conference,1998,
6025,0,"partial results for online query processing joseph m. hellerstein , vijayshankar raman",VAL -,SIGMOD Conference,2002,VAL -,"query processing techniques for arrays arunprasad p. marathe , kenneth salem",VAL -,VLDB Journal,2002,VLDB Journal
6026,1,enterprise java platform data access,VAL -,SIGMOD Conference,VAL -,,enterprise java platform data access,"seth white, rick cattell, shel finkelstein",SIGMOD Conference,1998,
6027,1,content-based image indexing tzi-cker chiueh vldb,VAL -,VAL -,1994,,content-based image indexing tzi-cker chiueh,VAL -,VLDB,1994,
6028,0,query optimization for selections using bitmaps ming-chuan wu,VAL -,SIGMOD Conference,1999,VAL -,exploiting statistics on query expressions for optimization,"nicolas bruno, surajit chaudhuri",International Conference on Management of Data,2002,VAL -
6029,0,"an overview of db2 parallel edition walter g. wilson , ambuj goyal , sriram padmanabhan , gilles fecteau , anant jhingran , chaitanya k. baru , hui-i hsiao",VAL -,SIGMOD Conference,1995,VAL -,managing a db2 parallel edition database,VAL -,VLDB,1995,VLDB
6030,0,report on first international workshop on real-time database systems 1996,"sang hyuk son, kwei-jay lin, azer bestavros",ACM SIGMOD Record,VAL -,,report on fqas 2002 : fifth international conference on flexible query answering systems acm sigmod record 2003,"amihai motro, troels andreasen",ACM SIGMOD Record,VAL -,
6031,0,a close look at the ifo data model magdy s. hanna,VAL -,ACM SIGMOD Record,1995,,response to a close look at the ifo data model acm sigmod record,"serge abiteboul, richard hull",ACM SIGMOD Record,1995,
6032,0,the ecrc multi database system sigmod conference,"heribert schütz, willem jonker",SIGMOD Conference,1995,,the oasis multidatabase prototype acm sigmod record,"mark roantree, john murphy, wilhelm hasselbring",ACM SIGMOD Record,1999,
6033,0,applying database technology in the adsm mass storage system,"robert rees, luis-felipe cabrera, wayne hineman",VAL -,VAL -,,applying update streams in a soft real-time database system,"b. adelberg, h. garcia-molina, b. kao",SIGMOD Conference,1995,
6034,0,dynamic update cube for range-sum queries,VAL -,VAL -,2001,,hierarchical compact cube for range-max queries,"sin yeung lee , tok wang ling , hua-gang li",VLDB,VAL -,
6035,1,exploiting versions for handling updates in broadcast disks,VAL -,VAL -,VAL -,,exploiting versions for handling updates in broadcast disks,"evaggelia pitoura, panos k. chrysanthis",VLDB,1999,
6036,0,from the guest editors - special section on data management issues in mobile computing 1995,"margaret h. dunham, abdelsalam helal",ACM SIGMOD Record,VAL -,,special topic section on peer to peer data management acm sigmod record 2003,VAL -,ACM SIGMOD Record,2003,
6037,0,on computing correlated aggregates over continual data streams,VAL -,SIGMOD Conference,2001,VAL -,processing complex aggregate queries over data streams,VAL -,International Conference on Management of Data,2002,VAL -
6038,0,querying a multilevel database : a logical analysis,frédéric cuppens,VLDB,1996,VLDB,analysis of existing databases at the logical level : the dba companion project,VAL -,ACM SIGMOD Record,2003,VAL -
6039,0,generating efficient plans for queries using views,VAL -,SIGMOD Conference,2001,VAL -,computing iceberg queries efficiently,VAL -,VLDB,1998,VLDB
6040,0,query optimization by predicate move-around,"inderpal singh mumick, alon y. levy, yehoshua sagiv",VLDB,1994,,optimization of queries with user-defined predicates,"surajit chaudhuri, kyuseok shim",VAL -,VAL -,
6041,0,a general techniques for querying xml documents using a relational database system,VAL -,ACM SIGMOD Record,VAL -,,querying xml views of relational data,"jayavel shanmugasundaram, jerry kiernan, eugene j. shekita, catalina fan, john funderburk",VLDB,2001,
6042,0,too much middleware sigmod record 2002,michael stonebraker,SIGMOD Conference,2002,,the middleware muddle acm sigmod record 1998,david ritter,SIGMOD Conference,1998,
6043,0,report on the 1995 international workshop on temporal databases sigmod record,"arie segev, richard t. snodgrass, christian s. jensen",SIGMOD Conference,1995,,report on the acm fourth international workshop on data warehousing and olap ( dolap 2001 ) acm sigmod record 2002,joachim hammer,ACM SIGMOD Record,VAL -,
6044,0,dynamic information visualization sigmod record 1996,yannis e. ioannidis,SIGMOD Conference,1996,,a framework for information visualisation acm sigmod record,"jessie b. kennedy, kenneth j. mitchell, peter j. barclay",ACM SIGMOD Record,1996,
6045,0,minimization of tree pattern queries,"sihem amer-yahia, divesh srivastava, laks v. s. lakshmanan, sungran cho",sigmod conference,2001,VAL -,optimization of queries with user-defined predicates,"surajit chaudhuri, kyuseok shim",acm transactions on database systems (tods),1999,VAL -
6046,0,the hcc-tree : an efficient index structure for object oriented databases,VAL -,VLDB,VAL -,,a data model and data structures for moving objects databases,VAL -,SIGMOD Conference,VAL -,
6047,0,mineset (tm): a system for high-end data mining and visualization ?,VAL -,VLDB,VAL -,,lopix: a system for xml data integration and manipulation,VAL -,VLDB,2001,
6048,1,database research at ut arlington sigmod record 2003,"sharma chakravarthy, y. alp aslandogan, ramez elmasri, leonidas fegaras, jung-hwan oh",VAL -,VAL -,,"database research at ut arlington sharma chakravarthy, alp aslandogan, ramez elmasri, leonidas fegaras, junghwan oh 2003","sharma chakravarthy, alp aslandogan, ramez elmasri, leonidas fegaras, junghwan oh",ACM SIGMOD Record,2003,
6049,0,coloring away communication in parallel query optimization,VAL -,VAL -,VAL -,VAL -,optimization algorithms for exploiting the parallelism-communication tradeoff in pipelined parallelism,"waqar hasan, rajeev motwani",VLDB,1994,VLDB
6050,0,aurora : a data stream management system,"nesime tatbul, daniel j. abadi, c. erwin, anurag maskey, mitch cherniack, alex rasin, christian convey, a. singer, eduardo f. galvez, r. yan, ugur çetintemel, ying xing, stanley b. zdonik, michael stonebraker, donald carney, m. hatoun",SIGMOD Conference,2003,,a query language for a web-site management system,"mary fernandez, daniela florescu, alon levy, dan suciu",ACM SIGMOD Record,VAL -,
6051,1,"panel : is generic metadata management feasible ? gio wiederhold , erhard rahm , matthias jarke , laura m. haas , philip a. bernstein",VAL -,VAL -,2000,VAL -,panel : is generic metadata management feasible ? very large data bases,"philip a. bernstein , laura m. haas , matthias jarke , erhard rahm , gio wiederhold",VLDB,2000,VLDB
6052,0,sleepers and workaholics : caching strategies in mobile environments,VAL -,SIGMOD Conference,1994,,sleepers and workaholics : caching strategies in mobile environments ( extended version ),"daniel barbará, tomasz imieliński",VLDB Journal,1995,
6053,0,editorial richard t. snodgrass 2001,VAL -,ACM Trans. Database Syst.,VAL -,,"guest editorial paolo atzeni , alberto o. mendelzon",VAL -,VLDB Journal,2000,
6054,0,a case-based approach to information integration,VAL -,VLDB,VAL -,,information integration : the momis project demonstration,VAL -,VLDB,2000,
6055,0,infering structure in semistructured data,VAL -,SIGMOD Conference,1997,,integrating dynamically-fetched external information into a dbms for semistructured data,VAL -,ACM SIGMOD Record,VAL -,
6056,1,reordering query execution in tertiary memory databases vldb,"michael stonebraker, sunita sarawagi",VAL -,1996,,reordering query execution in tertiary memory databases,"sunita sarawagi, michael stonebraker",VAL -,1996,
6057,0,evaluating functional joins along nested reference sets in object-relational and object-oriented databases,"alfons kemper, reinhard braumandl, jens claußen",VAL -,1998,,optimizing queries with universal quantification in object-oriented and object-relational databases,"jens claußen, alfons kemper, guido moerkotte, klaus peithner",VLDB,1997,
6058,0,safe query languages for constraint databases acm trans . database syst .,peter z. revesz,VAL -,1998,,a query language and optimization techniques for unstructured data,VAL -,SIGMOD Conference,1996,
6059,0,caching strategies for data-intensive web sites,VAL -,SIGMOD Conference,2000,,caching technologies for web applications,VAL -,VLDB,2001,
6060,0,cost-based selection of path expression processing algorithms in object-oriented databases,VAL -,VAL -,VAL -,VAL -,extraction of object-oriented structures from existing relational databases,"shekar ramanathan, julia hodges",ACM SIGMOD Record,1997,VAL -
6061,0,selectivity estimation using probabilistic models sigmod conference,"daphne koller, lise getoor, benjamin taskar",SIGMOD Conference,2001,,selectivity estimation for spatio-temporal queries to moving objects international conference on management of data,"yong-jin choi, chin-wan chung",SIGMOD Conference,VAL -,
6062,0,mining fuzzy association rules in databases,VAL -,SIGMOD Conference,1998,,communication-efficient distributed mining of association rules,VAL -,SIGMOD Conference,2001,
6063,1,"cache investment : integrating query optimization and distributed data placement donald kossmann , gerhard drasch , michael j. franklin 2000",VAL -,ACM Trans . Database Syst .,VAL -,,"cache investment : integrating query optimization and distributed data placement donald kossmann , michael j. franklin , gerhard drasch , wig ag",VAL -,ACM SIGMOD Record,2000,
6064,0,projecting xml documents,VAL -,VAL -,2003,,xml document versioning,VAL -,acm sigmod record,2001,
6065,1,"control strategies for complex relational query processing in shared nothing systems lionel brunie , harald kosch",VAL -,VAL -,VAL -,VAL -,"control strategies for complex relational query processing in shared nothing systems lionel brunie , harald kosch",VAL -,ACM SIGMOD Record,1996,SIGMOD
6066,0,"modularization techniques for active rules design stefano ceri , elena baralis , stefano paraboschi","stefano ceri, elena baralis, stefano paraboschi",ACM Transactions on Database Systems,1996,VAL -,optimization techniques for queries with expensive methods,joseph m. hellerstein,ACM Transactions on Database Systems,1998,VAL -
6067,0,capability based mediation in tsimmis sigmod conference,"hector garcia-molina, murty valiveti, chen li, ramana yerneni, jeffrey d. ullman, vasilis vassalos, yannis papakonstantinou",VAL -,1998,,"information translation , mediation , and mosaic-based browsing in the tsimmis system",VAL -,SIGMOD Conference,1995,
6068,1,quantifiable data mining using ratio rules vldb j,"christos faloutsos, yannis kotidis, flip korn, alexandros labrinidis",VAL -,VAL -,,quantifiable data mining using ratio rules the vldb journal -- the international journal on very large data bases,"flip korn, alexandros labrinidis, yannis kotidis, christos faloutsos",VLDB Journal,2000,
6069,1,"exposing undergraduate students to database system internals anastassia ailamaki , joseph m. hellerstein 2003",VAL -,sigmod record,VAL -,,"exposing undergraduate students to database system internals anastassia ailamaki , joseph m. hellerstein acm sigmod record",VAL -,acm sigmod record,2003,
6070,0,an algebraic approach to static analysis of active database rules,VAL -,ACM Trans . Database Syst .,VAL -,,an algebraic approach to rule analysis in expert database systems,VAL -,VLDB,VAL -,
6071,0,implementation aspects of an object-oriented dbms 1995,"ilker durusoy, cetin ozkan, mehmet altinel, asuman dogac",SIGMOD Conference,VAL -,,lambda-db : an odmg-based object-oriented dbms international conference on management of data,"leonidas fegaras, chandrasekhar srinivasan, arvind rajendran, david maier",SIGMOD Conference,2000,
6072,0,the araneus web-base management system sigmod conference,"giansalvatore mecca, paolo merialdo, alessandro masci, paolo atzeni, giuseppe sindoni",SIGMOD Conference,1998,,the wasa2 object-oriented workflow management system,"gottfried vossen, mathias weske",international conference on management of data,VAL -,
6073,0,a fast index for semistructured data,"brian cooper, gísli r. hjaltason, michael j. franklin, neal sample, moshe shadmon",VLDB,2001,,describing semistructured data acm sigmod record 2001,luca cardelli,VAL -,VAL -,
6074,0,"description logics for semantic query optimization in object-oriented database systems claudio sartori , sonia bergamaschi , domenico beneventano",VAL -,ACM Trans . Database Syst .,VAL -,VAL -,a taxonomy for secure object-oriented databases,"martin s. olivier , sebastiaan h. von solms",ACM Transactions on Database Systems (TODS),1994,VAL -
6075,0,"changing the rules : transformations for rule-based optimizers mitch cherniack , stanley b. zdonik",VAL -,sigmod conference,VAL -,,"rate-based query optimization for streaming information sources stratis d. viglas , jeffrey f. naughton",VAL -,international conference on management of data,2002,
6076,1,a bayesian decision model for cost optimal record matching 2003,"george v. moustakides, vassilios s. verykios, mohamed g. elfeky",VLDB Journal,VAL -,,"a bayesian decision model for cost optimal record matching v. s. verykios , g. v. moustakides , m. g. elfeky 2003",VAL -,VLDB Journal,2003,
6077,0,"anatomy of a native xml base management system thorsten fiebig , till westmann , robert schiele , guido moerkotte , carl-christian kanne , julia neumann , sven helmer",VAL -,VLDB Journal,2002,,"unisql 's next-generation object-relational database management system albert d'andrea , phil janus",VAL -,ACM SIGMOD Record,1996,
6078,0,incremental computation of nested relational query expressions acm trans . database syst .,"leo mark , lars bækgaard",VAL -,VAL -,,on the computation of relational view complements,"jens lechtenb &#246; rger , gottfried vossen",ACM Transactions on Database Systems (TODS),2003,
6079,1,informix-online xps : a dynamically scalable rdbms for open parallel platforms hannes spintzik 1995,VAL -,VLDB,VAL -,,informix-online xps : a dynamically scalable rdbms for open parallel platforms hannes spintzik very large data bases 1995,VAL -,VLDB,1995,
6080,0,communication efficient distributed mining of association rules,"ran wolff, assaf schuster",sigmod conference,2001,VAL -,an effective hash-based algorithm for mining association rules,VAL -,international conference on management of data,1995,VAL -
6081,0,the demarcation protocol : a technique for maintaining constraints in distributed database systems,VAL -,VAL -,VAL -,VAL -,integrating triggers and declarative constraints in sql database systems,VAL -,VAL -,1996,VAL -
6082,0,aurora : a data stream management system,"nesime tatbul, daniel j. abadi, c. erwin, anurag maskey, mitch cherniack, alex rasin, christian convey, a. singer, eduardo f. galvez, r. yan, ugur çetintemel, ying xing, stanley b. zdonik, michael stonebraker, donald carney, m. hatoun",SIGMOD Conference,2003,VAL -,issues in data stream management 2003,"lukasz golab, m. tamer özsu",ACM SIGMOD Record,VAL -,VAL -
6083,0,chair 's message sigmod record,richard t. snodgrass,VAL -,1999,,treasurer 's message joachim hammer,VAL -,ACM SIGMOD Record,2002,
6084,0,sampling large databases for association rules 1996,hannu toivonen,VLDB,VAL -,,sonar : system for optimized numeric association rules,"takeshi fukuda, yasuhiko morimoto, shinichi morishita, takeshi tokuyama",SIGMOD Conference,1996,
6085,0,structure and value synopses for xml data graphs,VAL -,VAL -,VAL -,VAL -,a data model and data structures for moving objects databases,VAL -,SIGMOD Conference,2000,VAL -
6086,0,describing semistructured data sigmod record,luca cardelli,VAL -,2001,,meaningful change detection in structured data,"sudarshan s. chawathe, hector garcia-molina",SIGMOD Conference,VAL -,
6087,0,the merge/purge problem for large databases,VAL -,SIGMOD Conference,VAL -,,sampling large databases for association rules,hannu toivonen,VLDB,VAL -,
6088,0,information systems research at rwth aachen matthias jarke,VAL -,SIGMOD Conference,1995,VAL -,"infomaster : an information integration system michael r. genesereth , arthur m. keller , oliver m. duschka",VAL -,SIGMOD Conference,1997,VAL -
6089,1,path sharing and predicate evaluation for high-performance xml filtering acm trans . database syst .,"yanlei diao, hao zhang, peter m. fischer, michael j. franklin, mehmet altinel",VAL -,2003,,path sharing and predicate evaluation for high-performance xml filtering,VAL -,ACM Transactions on Database Systems (TODS),2003,
6090,0,transactional information systems - book review marc h. scholl,VAL -,SIGMOD Conference,VAL -,,medical information systems : characterization and challenges,"jorge c. g. ramirez, lon a. smith, lynn l. peterson",ACM SIGMOD Record,1994,
6091,0,"coalescing in temporal databases michael d. soo , richard t. snodgrass , michael h. böhlen",VAL -,VAL -,1996,VAL -,on the issue of valid time ( s ) in temporal databases,"stavros kokkotos, efstathios v. ioannidis, themis panayiotopoulos, constantine d. spyropoulos",ACM SIGMOD Record,1995,VAL -
6092,1,high-performance sorting on networks of workstations,VAL -,SIGMOD Conference,VAL -,,high-performance sorting on networks of workstations,VAL -,International Conference on Management of Data,VAL -,
6093,0,some issues in design of distributed deductive databases,VAL -,VAL -,VAL -,,belief reasoning in mls deductive databases,hasan m. jamil,SIGMOD Conference,1999,
6094,0,incremental data structures and algorithms for dynamic query interfaces,VAL -,SIGMOD Conference,VAL -,,incremental distance join algorithms for spatial databases,"g&#237;sli r. hjaltason, hanan samet",SIGMOD Conference,1998,
6095,0,improving performance with bulk-inserts in oracle r-trees,VAL -,SIGMOD Conference,2003,VAL -,improved query performance with variant indexes,"patrick o'neil , dallan quass",International Conference on Management of Data,VAL -,VAL -
6096,1,range queries in olap data cubes,"ching-tien ho, rakesh agrawal, nimrod megiddo, ramakrishnan srikant",sigmod conference,1997,VAL -,range queries in olap data cubes,VAL -,sigmod conference,1997,VAL -
6097,0,bringing order to query optimization,VAL -,SIGMOD Conference,2002,VAL -,the fittest survives : an adaptive approach to query optimization,VAL -,VLDB,1995,VLDB
6098,0,roadrunner : automatic data extraction from data-intensive web sites,VAL -,SIGMOD Conference,2002,,caching strategies for data-intensive web sites,"khaled yagoub, daniela florescu, valérie issarny, patrick valduriez",VLDB,2000,
6099,0,"analysis of locking behavior in three real database systems alan jay smith , vigyan singhal",VAL -,VLDB Journal,1997,VLDB Journal,analysis of navigation behaviour in web sites integrating multiple information systems 2000,"bettina berendt, myra spiliopoulou",VLDB Journal,VAL -,VLDB Journal
6100,0,index configuration in object-oriented databases,VAL -,VLDB Journal,VAL -,,implementation aspects of an object-oriented dbms,"asuman dogac, mehmet altinel, cetin ozkan, ilker durusoy",ACM SIGMOD Record,VAL -,
6101,1,"strudel : a web-site management system alon y. levy , mary f. fernandez , jaewoo kang , daniela florescu , dan suciu 1997",VAL -,sigmod conference,VAL -,,strudel : a web site management system 1997,"mary fernandez , daniela florescu , jaewoo kang , alon levy , dan suciu",international conference on management of data,VAL -,
6102,1,sampling-based estimation of the number of distinct values of an attribute,VAL -,VAL -,1995,VAL -,sampling-based estimation of the number of distinct values of an attribute,VAL -,VLDB,1995,VLDB
6103,0,a pictorial query language for querying geographic databases using positional and olap operators,"elaheh pourabbas, maurizio rafanelli",VAL -,VAL -,,a graphical query language for mobile information systems,ya-hui chang,ACM SIGMOD Record,VAL -,
6104,1,mobile computing and databases : anything new ?,"margaret h. dunham, abdelsalam helal",sigmod record,VAL -,,mobile computing and databases : anything new ?,"margaret h. dunham, abdelsalam helal",sigmod record,VAL -,
6105,0,vxmlr : a visual xml-relational database system,VAL -,VAL -,VAL -,VAL -,an introduction to spatial database systems,ralf hartmut g&#252;ting,VLDB Journal,1994,VLDB Journal
6106,0,efficient ir-style keyword search over relational databases,"yannis papakonstantinou, luis gravano, vagelis hristidis",VLDB,2003,,converting relational to object-oriented databases 1997,joseph fong,ACM SIGMOD Record,VAL -,
6107,1,"lh * rs : a high-availability scalable distributed data structure using reed solomon codes thomas j. e. schwarz , witold litwin",VAL -,SIGMOD Conference,2000,,lh * rs : a high-availability scalable distributed data structure using reed solomon codes,"witold litwin , thomas schwarz",International Conference on Management of Data,2000,
6108,0,efficiently instantiating view-objects from remote relational databases,"gio wiederhold, byung suk lee",VAL -,1994,VAL -,optimizing queries with universal quantification in object-oriented and object-relational databases,VAL -,VLDB,1997,VLDB
6109,1,"business process coordination : state of the art , trends , and open issues meichun hsu , rivka ladin , umeshwar dayal",VAL -,VLDB,2001,VLDB,"business process coordination : state of the art , trends , and open issues 2001","umeshwar dayal, meichun hsu, rivka ladin",VLDB,2001,VLDB
6110,0,"processing object-oriented queries with invertible late bound functions tore risch , staffan flodin",VAL -,VLDB,1995,,"procedures in object-oriented query languages kazimierz subieta , yahiko kambayashi , jacek leszczylowski 1995",VAL -,VLDB,1995,
6111,1,web caching for database applications with oracle web cache,"jordan parker, jesse anton, zheng zeng, lawrence jacobs, tie zhong, xiang liu",sigmod conference,2002,VAL -,web caching for database applications with oracle web cache,"jesse anton, lawrence jacobs, xiang liu, jordan parker, zheng zeng, tie zhong",international conference on management of data,2002,VAL -
6112,0,repositories and object oriented databases philip a. bernstein,VAL -,SIGMOD Conference,1998,VAL -,"evaluating functional joins along nested reference sets in object-relational and object-oriented databases reinhard braumandl , jens claußen , alfons kemper",VAL -,VLDB,1998,VLDB
6113,0,book review column karl aberer sigmod record,VAL -,ACM SIGMOD Record,2002,VAL -,book reviews karl aberer acm sigmod record 2002,VAL -,ACM SIGMOD Record,2002,VAL -
6114,0,the ccube constraint object-oriented database system sigmod conference,"alexander brodsky, pavel a. exarkhopoulo, victor e. segal, jia chen",SIGMOD Conference,1999,,the role of integrity constraints in database interoperation very large data bases,"mark w. w. vermeer, peter m. g. apers",VLDB,1996,
6115,0,join index hierarchies for supporting efficient navigations in object-oriented databases,VAL -,VLDB,VAL -,,converting relational to object-oriented databases,joseph fong,ACM SIGMOD Record,VAL -,
6116,0,distributed query evaluation on semistructured data dan suciu,VAL -,ACM Transactions on Database Systems,2002,,describing semistructured data,luca cardelli,ACM SIGMOD Record,VAL -,
6117,1,indexing and querying xml data for regular path expressions,VAL -,VAL -,2001,,indexing and querying xml data for regular path expressions,VAL -,VLDB,2001,
6118,0,dbcache : middle-tier database caching for highly scalable e-business architectures,VAL -,SIGMOD Conference,2003,VAL -,dbcache : database caching for web application servers,VAL -,International Conference on Management of Data,VAL -,VAL -
6119,1,"goal-oriented buffer management revisited kurt p. brown , michael j. carey , miron livny",VAL -,SIGMOD Conference,1996,VAL -,"goal-oriented buffer management revisited kurt p. brown , michael j. carey , miron livny",VAL -,SIGMOD Conference,1996,VAL -
6120,0,ACM Multimedia '94 Conference Workshop on Multimedia Database Management Systems,VAL -,ACM SIGMOD Record,VAL -,,Database Management Systems and the Internet Very Large Data Bases,susan malaika,VLDB,1996,
6121,0,new sampling-based summary statistics for improving approximate query answers,VAL -,SIGMOD Conference,1998,VAL -,congressional samples for approximate answering of group-by queries,"swarup acharya, phillip b. gibbons, viswanath poosala",International Conference on Management of Data,2000,VAL -
6122,0,graphical interaction with heterogeneous databases,"tiziana catarci, john cardiff, giuseppe santucci",VAL -,1997,,semantic integration in heterogeneous databases using neural networks,"wen-syan li, chris clifton",VLDB,VAL -,
6123,0,cost-based selection of path expression processing algorithms in object-oriented databases,VAL -,VAL -,VAL -,,accessing a relational database through an object-oriented database interface,VAL -,VLDB,VAL -,
6124,0,outerjoin simplification and reordering for query optimization,VAL -,ACM Trans . Database Syst .,VAL -,,query processing and optimization in oracle rdb,VAL -,VLDB Journal,1996,
6125,0,nd-sql : a multi-dimensional language for interoperability and olap,VAL -,VLDB,VAL -,,schemasql : an extension to sql for multidatabase interoperability,"laks v. s. lakshmanan, fereidoon sadri, subbu n. subramanian",ACM SIGMOD Record,VAL -,
6126,0,a graphical query language for mobile information systems,VAL -,ACM SIGMOD Record,VAL -,,xquery : a query language for xml,don chamberlin,International Conference on Management of Data,VAL -,
6127,1,"the drill down benchmark peter a. boncz , tim rühl , fred kwakkel",VAL -,VLDB,1998,,the drill down benchmark very large data bases 1998,"peter a. boncz , tim rühl , fred kwakkel",VLDB,1998,
6128,0,an almost-serial protocol for transaction execution in main-memory database systems,VAL -,VLDB,VAL -,,the demarcation protocol : a technique for maintaining constraints in distributed database systems,VAL -,VLDB Journal,1994,
6129,0,extraction of object-oriented structures from existing relational databases,"julia e. hodges, shekar ramanathan",ACM SIGMOD Record,1997,VAL -,storage and retrieval of xml data using relational databases,VAL -,VLDB,2001,VLDB
6130,0,minicon : a scalable algorithm for answering queries using views,"rachel pottinger, alon y. halevy",VAL -,2001,,theory of answering queries using views,VAL -,ACM SIGMOD Record,2000,
6131,0,"using extended feature objects for partial similarity retrieval hans-peter kriegel , stefan berchtold , daniel a. keim 1997",VAL -,VLDB Journal,VAL -,,using sets of feature vectors for similarity search on voxelized cad objects,"hans-peter kriegel , stefan brecheisen , peer kröger , martin pfeifle , matthias schubert",SIGMOD Conference,2003,
6132,0,the design and implementation of k : a high-level knowledge-base programming language,VAL -,VAL -,1996,VAL -,the design and implementation of a sequence database system,VAL -,VLDB,1996,VLDB
6133,1,special issue on data mining for intrusion detection and threat analysis - guest editor's introduction sigmod record,daniel barbará,VAL -,2001,,special issue on data mining for intrusion detection and threat analysis acm sigmod record,daniel barbará,ACM SIGMOD Record,2001,
6134,0,"using semantic values to falilitate interoperability among heterogeneous information systems edward sciore , michael siegel , arnon rosenthal",VAL -,ACM Trans. Database Syst.,1994,VAL -,semantic interoperability in information services : experiencing with coopware,avigdor gal,ACM SIGMOD Record,1999,VAL -
6135,0,cost-driven vertical class partitioning for methods in object oriented databases,"qing li, chi-wai fung, kamalakar karlapalem",VAL -,2003,VLDB Journal,a cost model for clustered object-oriented databases,"georges gardarin, jean-robert gruser, zhao-hui tang",VLDB,VAL -,VLDB
6136,0,report on the 5th international workshop on the design and management of data warehouses (dmdw '03),"manfred a. jeusfeld, hans-joachim lenz, panos vassiliadis, martin staudt",ACM SIGMOD Record,2003,,report on the acm fourth international workshop on data warehousing and olap (dolap 2001),joachim hammer,ACM SIGMOD Record,VAL -,
6137,0,predator : a resource for database research,VAL -,SIGMOD Conference,VAL -,VAL -,the database research group at eth zurich,"Moira C. Norrie, Stephen M. Blott, Hans-Jörg Schek, Gerhard Weikum",ACM SIGMOD Record,1994,VAL -
6138,0,query optimization in compressed database systems,VAL -,SIGMOD Conference,VAL -,,research issues for data communication in mobile ad-hoc network database systems,"leslie d. fife, le gruenwald",ACM SIGMOD Record,2003,
6139,0,semantic caching of web queries,VAL -,VLDB Journal,2000,,semantic data caching and replacement,"Shaul Dar, Michael J. Franklin, Bj&#246;rn &#222;r J&#243;nsson, Divesh Srivastava, Michael Tan",VLDB,VAL -,
6140,0,chorochronos : a research network for spatiotemporal database systems sigmod record,"enrico nardelli, timos k. sellis, andrew u. frank, stéphane grumbach, hans-jörg schek, manolis koubarakis, michel scholl, ralf hartmut güting, barbara pernici, christian s. jensen, nikos a. lorentzos, babis theodoulidis, yannis manolopoulos, peter widmayer",SIGMOD Conference,1999,,research issues for data communication in mobile ad-hoc network database systems,"leslie d. fife, le gruenwald",ACM SIGMOD Record,2003,
6141,0,the hcc-tree : an efficient index structure for object oriented databases,VAL -,VLDB,VAL -,,an efficient method for checking object-oriented database schema correctness,VAL -,TODS,VAL -,
6142,0,call for book reviews 2003,karl aberer,ACM SIGMOD Record,VAL -,,book reviews karl aberer 2002,VAL -,ACM SIGMOD Record,VAL -,
6143,0,carnot and infosleuth : database technology and the world wide web,"k. ong, christine tomlinson, darrell woelk, c. unnikrishnan, william bohrer, nigel jacobs",SIGMOD Conference,1995,,database techniques for the world-wide web : a survey acm sigmod record,"daniela florescu, alon levy, alberto mendelzon",ACM SIGMOD Record,1998,
6144,0,"active storage hierarchy , database systems and applications",VAL -,SIGMOD Conference,1999,VAL -,temporal conditions and integrity constraints in active database systems international conference on management of data,"a. prasad sistla, ouri wolfson",SIGMOD Conference,1995,VAL -
6145,0,the sr-tree : an index structure for high-dimensional nearest neighbor queries,"norio katayama, shin ` ichi satoh",sigmod conference,1997,VAL -,nearest neighbor queries,VAL -,international conference on management of data,VAL -,VAL -
6146,0,editor's notes ling liu sigmod record,VAL -,SIGMOD Conference,2003,,editorial,richard snodgrass,ACM Transactions on Database Systems (TODS),2001,
6147,0,optimizing object queries using an effective calculus 2000,"leonidas fegaras, david maier",ACM Trans. Database Syst.,VAL -,,optimizing queries across diverse data sources,"laura m. haas, donald kossmann, edward l. wimmers, jun yang",VAL -,VAL -,
6148,1,"independence is good : dependency-based histogram synopses for high-dimensional data amol deshpande , rajeev rastogi , minos n. garofalakis",VAL -,SIGMOD Conference,2001,,"independence is good : dependency-based histogram synopses for high-dimensional data amol deshpande , minos garofalakis , rajeev rastogi",VAL -,SIGMOD Conference,2001,
6149,0,continuously adaptive continuous queries over streams 2002,"samuel madden, mehul a. shah, vijayshankar raman, joseph m. hellerstein",sigmod conference,VAL -,,"processing set expressions over continuous update streams sumit ganguly, minos garofalakis, rajeev rastogi",VAL -,VAL -,VAL -,
