id,label,left_title,left_authors,left_venue,left_year,right_title,right_authors,right_venue,right_year
5117,0,The XPS Approach to Loading and Unloading Terabyte Databases,Sanket Atal,VLDB,1996,Petabyte Databases International Conference on Management of Data,Dirk D. Üllmann,SIGMOD Conference,1999
5118,0,Including Group-by in Query Optimization,"Surajit Chaudhuri, Kyuseok Shim",VLDB,1994,Outerjoin Simplification and Reordering for Query Optimization,"C. É. Sar Galindo-Legaria, Arnon Rosenthal",TODS,1997
5119,1,Database Research at the University of Oklahoma,"Sirirut Vanichayobon, Leonard Brown, Ravi A. Dirckze, Sylvain Guinepain, Carlos Sánchez, Le Gruenwald, Brian Summers",ACM SIGMOD Record,1999,Database Research at the University of Oklahoma,"Le Gruenwald, Leonard Brown, Ravi Dirckze, Sylvain Guinepain, Carlos Sanchez, Brian Summers, Sirirut Vanichayobon",ACM SIGMOD Record,1999
5120,0,The Network Is the Database: Data Management for Highly Distributed Systems,"Michael J. Wynblatt, Julio C. Navas",SIGMOD Conference,2001,Database Management Systems and the Internet,Susan Malaika,VLDB,1996
5121,0,Lore: A Lightweight Object Repository for Semistructured Data,"Janet L. Wiener, Jason McHugh, Serge Abiteboul, Qingshan Luo, Anand Rajaraman, Dallan Quass, Jeffrey D. Ullman, Roy Goldman, Hugo Rivero, Jennifer Widom, Svetlozar Nestorov, Kevin Haas",SIGMOD Conference,1996,Describing Semistructured Data,Luca Cardelli,ACM SIGMOD Record,2001
5122,1,Metadata for Multimedia Documents,"Thomas C. Rakow, Klemens Böhm",ACM SIGMOD Record,1994,Metadata for Multimedia Documents,"Klemens Böhm, Thomas C. Rakow",ACM SIGMOD Record,1994
5123,0,Query by Diagram: A Graphical Environment for Querying Databases,"Giuseppe Santucci, Tiziana Catarci",SIGMOD Conference,1994,Querying a Multilevel Database: A Logical Analysis,Frédéric Cuppens,VLDB,1996
5124,0,The Network Is the Database: Data Management for Highly Distributed Systems,"Michael J. Wynblatt, Julio C. Navas",SIGMOD Conference,2001,The Active Database Management System Manifesto: A Rulebase of ADBMS Features,Corporate Act-Net Consortium,ACM SIGMOD Record,VAL -
5125,0,Managing Multiple and Distributed Ontologies on the Semantic Web,"Boris Motik, Alexander Maedche, Ljiljana Stojanovic",VLDB Journal,2003,Composing Web Services on the Semantic Web,"Brahim Medjahed, Athman Bouguettaya, Ahmed K. Elmagarmid",VLDB Journal,2003
5126,1,Managing Business Processes via Workflow Technology,Frank Leymann,VLDB Journal,2001,Managing Business Processes via Workflow Technology,Frank Leymann,VLDB,2001
5127,0,The Mariposa Distributed Database Management System,Jeff Sidell,ACM SIGMOD Record,1996,Unisql's Next-Generation Object-Relational Database Management System,"Albert D'Andrea, Phil Janus",ACM SIGMOD Record,1996
5128,0,Data Management Issues in Electronic Commerce (Panel),M. Tamer Özsu,SIGMOD Conference,1999,Catalog Management in WebSphere Commerce Suite,VAL -,International Conference on Management of Data,2001
5129,0,Using Sets of Feature Vectors for Similarity Search on Voxelized CAD Objects,"Martin Pfeifle, Hans-Peter Kriegel, Stefan Brecheisen, Peer Kröger, Matthias Schubert",SIGMOD Conference,2003,Indexing Very High-Dimensional Sparse and Quasi-Sparse Vectors for Similarity Searches,VAL -,VLDB Journal,VAL -
5130,0,Devise: Integrated Querying and Visualization of Large Datasets,"Miron Livny, Raghu Ramakrishnan, Donko Donjerkovic, Shilpa Lawande, Jussi Myllymaki, Guangshun Chen, R. Kent Wenger, Kevin S. Beyer",SIGMOD Conference,1997,Devise ( Demo Abstract ): Integrated Querying and Visual Exploration of Large Datasets,"M. Livny, R. Ramakrishnan, K. Beyer, G. Chen, D. Donjerkovic, S. Lawande, J. Myllymaki, K. Wenger",International Conference on Management of Data,VAL -
5131,0,Query Processing over Object Views of Relational Data,"Gustav Fahl, Tore Risch",VLDB Journal,1997,Querying XML Views of Relational Data,"Jayavel Shanmugasundaram, Jerry Kiernan, Eugene J. Shekita, Catalina Fan, John Funderburk",VLDB,2001
5132,0,Bluetooth-Based Sensor Networks,"Philippe Bonnet, Allan Beaufour, Mads Bondo Dydensborg, Martin Leopold",ACM SIGMOD Record,2003,Energy and Rate Based MAC Protocol for Wireless Sensor Networks,"Rajgopal Kannan, Ram Kalidindi, S. S. Iyengar, Vijay Kumar",ACM SIGMOD Record,2003
5133,0,Formal Query Languages for Secure Relational Databases,"Marianne Winslett, Kenneth Smith, Xiaolei Qian",TODS,1994,Investigation of Algebraic Query Optimisation Techniques for Database Programming Languages,VAL -,VLDB,VAL -
5134,0,S3 : Similarity Search in CAD Database Systems,"Hans-Peter Kriegel, Stefan Berchtold",SIGMOD Conference,1997,Special Issue on Spatial Database Systems,VAL -,VLDB Journal,VAL -
5135,0,Promises and Realities of Active Database Systems,"Eric Simon, Angelika Kotz Dittrich",VLDB,1995,Secure Buffering in Firm Real-Time Database Systems,"Binto George, Jayant R. Haritsa",VLDB,1998
5136,0,The A-Tree : An Index Structure for High-Dimensional Spaces Using Relative Approximation,"Masatoshi Yoshikawa, Shunsuke Uemura, Yasushi Sakurai, Haruhiko Kojima",VLDB,2000,Local Dimensionality Reduction : A New Approach to Indexing High Dimensional Spaces,"Kaushik Chakrabarti, Sharad Mehrotra",VLDB,2000
5137,0,The Ores Temporal Database Management System,"Babis Theodoulidis, George Karvelis, Jayant Chaudhary, Aziz Ait-Braham, Simon Sou, George Andrianopoulos",SIGMOD Conference,1994,The Mariposa Distributed Database Management System,Jeff Sidell,ACM SIGMOD Record,1996
5138,0,Lore: A Lightweight Object Repository for Semistructured Data,"Janet L. Wiener, Jason McHugh, Serge Abiteboul, Qingshan Luo, Anand Rajaraman, Dallan Quass, Jeffrey D. Ullman, Roy Goldman, Hugo Rivero, Jennifer Widom, Svetlozar Nestorov, Kevin Haas",SIGMOD Conference,1996,Constraints for Semistructured Data and XML,"Peter Buneman, Wenfei Fan, Jérôme Siméon, Scott Weinstein",ACM SIGMOD Record,2001
5139,0,Efficient Exploration of Large Scientific Databases,"Gustavo Alonso, Etzard Stolte",VLDB Journal,2002,Supporting Efficient Multimedia Database Exploration,"Wen-Syan Li, K. Selçuk Candan, Kyoji Hirata, Yoshinori Hara",VLDB Journal,2001
5140,0,Optimizing Queries with Universal Quantification in Object-Oriented and Object-Relational Databases,"Guido Moerkotte, Jens Claußen, Klaus Peithner, Alfons Kemper",VLDB,1997,Accessing a Relational Database through an Object-Oriented Database Interface,"Jack A. Orenstein, D. N. Kamber",VLDB,1995
5141,0,Design Principles for Data-Intensive Web Sites,"Piero Fraternali, Stefano Paraboschi, Stefano Ceri",ACM SIGMOD Record,1999,Homer: A Model-Based Case Tool for Data-Intensive Web Sites,VAL -,SIGMOD Conference,2000
5142,0,Schema and Database Evolution in the O2 Object Database System,"Fabrizio Ferrandina, Guy Ferran, Thorsten Meyer, Roberto Zicari, Joëlle Madec",VLDB,1995,Open Object Database Management Systems International Conference on Management of Data,Jos É A. Blakeley,SIGMOD Conference,1994
5143,0,Materialized Views and Data Warehouses,VAL -,ACM SIGMOD Record,1998,Materialized Views Selection in a Multidimensional Database,"Elena Baralis, Stefano Paraboschi, Ernest Teniente",VLDB,VAL -
5144,0,Spatial Join Selectivity Using Power Laws,"Christos Faloutsos, Bernhard Seeger, Caetano Traina Jr., Agma J. M. Traina",SIGMOD Conference,2000,Selectivity Estimation in Spatial Databases,"Swarup Acharya, Viswanath Poosala, Sridhar Ramaswamy",International Conference on Management of Data,1999
5145,0,Reminiscences on Influential Papers,"Kenneth A. Ross, Kyuseok Shim, Mary F. Fernandez",ACM SIGMOD Record,2002,"Reminiscences on Influential Papers Kenneth A. Ross, Theodore Johnson, Richard Thomas Snodgrass ACM SIGMOD Record 2002",VAL -,ACM SIGMOD Record,2002
5146,1,Clustering Categorical Data: An Approach Based on Dynamical Systems,"David Gibson, Jon M. Kleinberg, Prabhakar Raghavan",VLDB Journal,2000,Clustering Categorical Data: An Approach Based on Dynamical Systems,"David Gibson, Jon Kleinberg, Prabhakar Raghavan",The VLDB Journal -- The International Journal on Very Large Data Bases,VAL -
5147,0,Research Directions in Biodiversity Informatics,John L. Schnase,VLDB,2000,Research in Information Managment at Dublin City University,"Mark Roantree, Alan F. Smeaton",ACM SIGMOD Record,VAL -
5148,0,Reminiscences on Influential Papers,"Daniel J. Rosenkrantz, Nick Koudas, Dan Suciù, Peter Scheuermann, Rajeev Rastogi, Jiawei Han, Kenneth A. Ross",ACM SIGMOD Record,2001,Influential Papers Ken Ross ACM SIGMOD Record,VAL -,VAL -,2002
5149,0,Data Grid Management Systems,"Arun Jagatheesan, Arcot Rajasekar",SIGMOD Conference,2003,The Mariposa Distributed Database Management System,Jeff Sidell,ACM SIGMOD Record,1996
5150,1,Database Design for Incomplete Relations,"Mark Levene, George Loizou",ACM Transactions on Database Systems (TODS),1999,Database Design for Incomplete Relations,VAL -,ACM Transactions on Database Systems (TODS),VAL -
5151,0,Data Management for Pervasive Computing,"Mitch Cherniack, Stanley B. Zdonik, Michael J. Franklin",VLDB,2001,Spatial Data Management for Computer Aided Design,"Hans-Peter Kriegel, Andreas Mller, Marco Pcke, Thomas Seidl",SIGMOD Conference,VAL -
5152,0,Capturing and Querying Multiple Aspects of Semistructured Data,"Curtis E. Dyreson, Michael H. Böhlen, Christian S. Jensen",VLDB,1999,VQBD : Exploring Semistructured Data,VAL -,International Conference on Management of Data,2001
5153,1,Similarity Search in High Dimensions via Hashing,"Rajeev Motwani, Aristides Gionis, Piotr Indyk",VLDB,1999,Similarity Search in High Dimensions via Hashing,"Aristides Gionis, Piotr Indyk, Rajeev Motwani",VLDB,VAL -
5154,0,A Cost Model for Clustered Object-Oriented Databases,"Zhao-Hui Tang, Jean-Robert Gruser, Georges Gardarin",VLDB Journal,1995,Query Unnesting in Object-Oriented Databases,Leonidas Fegaras,SIGMOD Conference,1998
5155,0,Reminiscences on Influential Papers,"Kenneth A. Ross, Beng Chin Ooi, Frank Neven",ACM SIGMOD Record,2003,Reminiscences on Influential Papers,Kenneth A. Ross,ACM SIGMOD Record,VAL -
5156,0,Book Review Column,Karl Aberer,ACM SIGMOD Record,2002,Book Reviews,Karl Aberer,ACM SIGMOD Record,2001
5157,0,Efficient Query Processing for Multi-Dimensionally Clustered Tables in DB2,"Matthew Huras, Leslie Cranston, Bishwaranjan Bhattacharjee, Sriram Padmanabhan, Timothy Malkemus, Tony Lai",VLDB,2003,Efficient Search of Multi-Dimensional B-Trees,"Harry Leslie, Rohit Jain, Dave Birdsall, Hedieh Yaghmai",VLDB,1995
5158,0,Panel: Querying Networked Databases,"Divesh Srivastava, Nick Koudas",SIGMOD Conference,2003,GraphDB: Modeling and Querying Graphs in Databases,Ralf Hartmut Güing,VLDB,1994
5159,0,The Mirror MMDBMS Architecture,"Mark G. L. M. van Doorn, Arjen P. de Vries, Henk M. Blanken, Peter M. G. Apers",VLDB,1999,The Montage Extensible Datablade Architecture,VAL -,SIGMOD Conference,1994
5160,0,Discover: Keyword Search in Relational Databases,"Vagelis Hristidis, Yannis Papakonstantinou",VLDB,2002,Dblearn: A System Prototype for Knowledge Discovery in Relational Databases,"Jiawei Han, Yongjian Fu, Yue Huang, Yandong Cai, Nick Cercone",SIGMOD Conference,VAL -
5161,0,Banks: Browsing and Keyword Searching in Relational Databases,"Arvind Hulgeri, Gaurav Bhalotia, Soumen Chakrabarti, Parag S. Sudarshan, Charuta Nakhe, B. Aditya",VLDB,2002,Dimensionality Reduction for Similarity Searching in Dynamic Databases,VAL -,SIGMOD Conference,VAL -
5162,0,Electronic Commerce: Tutorial,"Nabil R. Adam, Yelena Yesha",SIGMOD Conference,1998,Active Views for Electronic Commerce,"Serge Abiteboul, Bernd Amann, Sophie Cluet, Adi Eyal, Laurent Mignet, Tova Milo",VLDB,1999
5163,0,Maintaining Data Privacy in Association Rule Mining,"Shariq Rizvi, Jayant R. Haritsa",VLDB,2002,An Efficient Algorithm for Mining Association Rules in Large Databases,"Ashoka Savasere, Edward Omiecinski, Shamkant B. Navathe",VAL -,1995
5164,0,Metadata for Integrating Speech Documents in a Text Retrieval System,"Martin Wechsler, Ulrike Glavitsch, Peter Schäuble",ACM SIGMOD Record,1994,Incremental Updates of Inverted Lists for Text Document Retrieval,"Anthony Tomasic, Héctor García-Molina, Kurt Shoens",SIGMOD Conference,1994
5165,1,Databases on the Web: Technologies for Federation Architectures and Case Studies (Tutorial),Ralf Kramer,SIGMOD Conference,1997,Databases on the Web: Technologies for Federation Architectures and Case Studies,VAL -,International Conference on Management of Data,1997
5166,1,Are We Working on the Right Problems? (Panel),Michael Stonebraker,SIGMOD Conference,1998,Are We Working on the Right Problems? (Panel) International Conference on Management of Data,VAL -,VAL -,1998
5167,0,Query Optimization for XML,"Jason McHugh, Jennifer Widom",VLDB,1999,Fundamental Techniques for Order Optimization,VAL -,SIGMOD Conference,1996
5168,0,The Multidimensional Database System Rasdaman,"Andreas Dehmel, Peter Baumann, Norbert Widmann, Roland Ritsch, Paula Furtado",SIGMOD Conference,1998,MPEG-7 and Multimedia Database Systems Harald Kosch ACM SIGMOD Record 2002,VAL -,VAL -,VAL -
5169,0,Algorithms for Mining Association Rules for Binary Segmentations of Huge Categorical Databases,"Kunikazu Yoda, Hirofumi Matsuzawa, Takeshi Tokuyama, Yasuhiko Morimoto, Takeshi Fukuda",VLDB,1998,Incremental Distance Join Algorithms for Spatial Databases,"G &#237; Sli R. Hjaltason, Hanan Samet",SIGMOD Conference,1998
5170,0,Exploiting Constraint-Like Data Characterizations in Query Optimization,"Jarek Gryz, Calisto Zuzarte, Parke Godfrey",SIGMOD Conference,2001,Including Group-By in Query Optimization,"Surajit Chaudhuri, Kyuseok Shim",VLDB,1994
5171,0,The MLPQ/GIS Constraint Database System,"Yuguo Liu, Yiming Li, Pradip Kanjamala, Rui Chen, Yonghui Wang, Peter Z. Revesz",SIGMOD Conference,2000,The ECRC Multi-Database System,"Willem Jonker, Heribert Schütz",International Conference on Management of Data,1995
5172,0,Discover: Keyword Search in Relational Databases,"Vagelis Hristidis, Yannis Papakonstantinou",VLDB,2002,Dimensionality Reduction for Similarity Searching in Dynamic Databases,"K. V. Ravi Kanth, Divyakant Agrawal, Ambuj Singh",SIGMOD Conference,1998
5173,0,A Query Language for a Web-Site Management System,"Dan Suciñu, Daniela Florescu, Alon Y. Levy, Mary F. Fernandez",ACM SIGMOD Record,1997,Is Web-Site Management a Database Problem?,"Daniela Florescu, Alon Y. Levy, Dan Suciñu",VLDB,1998
5174,0,Web Caching for Database Applications with Oracle Web Cache,"Jordan Parker, Jesse Anton, Zheng Zeng, Lawrence Jacobs, Tie Zhong, Xiang Liu",SIGMOD Conference,2002,Paradise: A Database System for GIS Applications Corporate The Paradise Team,VAL -,International Conference on Management of Data,VAL -
5175,0,Research in Information Managment at Dublin City University,"Alan F. Smeaton, Mark Roantree",ACM SIGMOD Record,2002,Opportunities in Information Management and Assurance,VAL -,ACM SIGMOD Record,1997
5176,1,Loading a Cache with Query Results,"Ioana Ursu, Donald Kossmann, Laura M. Haas",VLDB,1999,Loading a Cache with Query Results Very Large Data Bases 1999,"Laura M. Haas, Donald Kossmann, Ioana Ursu",VAL -,VAL -
5177,0,A User-Centered Interface for Querying Distributed Multimedia Databases,"Kimberly M. James, Isabel F. Cruz",SIGMOD Conference,1999,Indexing Multimedia Databases,Christos Faloutsos,International Conference on Management of Data,1995
5178,0,A Query Language and Optimization Techniques for Unstructured Data,"Gerd G. Hillebrand, Peter Buneman, Susan B. Davidson, Dan Suiu",SIGMOD Conference,1996,Distributed Query Evaluation on Semistructured Data ACM Transactions on Database Systems (TODS),Dan Suiu,VAL -,2002
5179,0,Phoenix Project : Fault-Tolerant Applications,"Roger S. Barga, David B. Lomet",ACM SIGMOD Record,2002,Versant Replication : Supporting Fault-Tolerant Object Databases,"Yuh-Ming Shyy, H. Stephen Au-Yeung, C. P. Chou",International Conference on Management of Data,1995
5180,0,Report on First International Workshop on Real-Time Database Systems,"Sang Hyuk Son, Kwei-Jay Lin, Azer Bestavros",ACM SIGMOD Record,1996,Report on the 5th International Workshop on Knowledge Representation Meets Databases (KRDB '98),"Alex Borgida, Vinay K. Chaudhri, Martin Staudt",ACM SIGMOD Record,1998
5181,0,A Taxonomy for Secure Object-Oriented Databases,"Sebastiaan H. von Solms, Martin S. Olivier",TODS,1994,Index Nesting - An Efficient Approach to Indexing in Object-Oriented Databases,"Beng Chin Ooi, Jiawei Han, Hongjun Lu, Kian Lee Tan",VLDB Journal,VAL -
5182,1,Estimating the Selectivity of Spatial Queries Using the `Correlation' Fractal Dimension,"Christos Faloutsos, Alberto Belussi",VLDB,1995,Estimating the Selectivity of Spatial Queries Using the `Correlation' Fractal Dimension,"Alberto Belussi, Christos Faloutsos",VLDB,1995
5183,0,Fast Nearest Neighbor Search in Medical Image Databases,"Zenon Protopapas, Christos Faloutsos, Eliot Siegel, Flip Korn, Nikolaos Sidiropoulos",VLDB,1996,Min-Max Compression Methods for Medical Image Databases ACM SIGMOD Record,"Kosmas Karadimitriou, John M. Tyler",VAL -,VAL -
5184,0,Clustering Methods for Large Databases: From the Past to the Future,"Alexander Hinneburg, Daniel A. Keim",SIGMOD Conference,1999,CURE: An Efficient Clustering Algorithm for Large Databases,"Sudipto Guha, Rajeev Rastogi, Kyuseok Shim",International Conference on Management of Data,VAL -
5185,0,"In Reply to Domains , Relations and Religious Wars",Hugh Darwen,ACM SIGMOD Record,1996,"Domains , Relations and Religious Wars",R. Camps,ACM SIGMOD Record,VAL -
5186,0,Database Research at the University of Illinois at Urbana-Champaign,"Chengxiang Zhai, Marianne Winslett, Yuanyuan Zhou, Kevin Chen-Chuan Chang, Jiawei Han, Anhai Doan",ACM SIGMOD Record,VAL -,Database Research at Arizona State University,"Susan D. Urban, Suzanne W. Dietrich, Forouzan Golshani",ACM SIGMOD Record,1996
5187,0,Improving Timeliness in Real-Time Secure Database Systems,"Sang Hyuk Son, Rasikan David, Bhavani M. Thuraisingham",ACM SIGMOD Record,1996,Deeds Towards a Distributed and Active Real-Time Database System,"S. F. Andler, J. Hansson, J. Eriksson, J. Mellin, M. Berndtsson, B. Eftring",ACM SIGMOD Record,VAL -
5188,0,Picodmbs : Scaling Down Database Techniques for the Smartcard,"Luc Bouganim, Patrick Valduriez, Philippe Pucheral, Christophe Bobineau",VLDB,2000,Picodbms : Scaling Down Database Techniques for the Smartcard 2001,"Philippe Pucheral, Luc Bouganim, Patrick Valduriez, Christophe Bobineau",VLDB Journal,VAL -
5189,0,Report on the Fourth International Conference on Flexible Query Answering Systems,"Gabriella Pasi, Amihai Motro, Patrick Bosc",ACM SIGMOD Record,2001,Report on the First International Workshop on Efficient Web-Based Information Systems,"Zoé Lacroix, Omar Boucelma",ACM SIGMOD Record,2003
5190,0,Fast Evaluation Techniques for Complex Similarity Queries,"Michael Mlivoncic, Roger Weber, Klemens Böhm, Hans-Jörg Schek",VLDB,2001,Optimization Techniques for Queries with Expensive Methods,Joseph M. Hellerstein,TODS,1998
5191,0,Anatomy of a Native XML Base Management System,"Thorsten Fiebig, Till Westmann, Robert Schiele, Guido Moerkotte, Carl-Christian Kanne, Julia Neumann, Sven Helmer",VLDB Journal,2002,The Araneus Web-Based Management System,"G. Mecca, P. Atzeni, A. Masci, G. Sindoni, P. Merialdo",SIGMOD Conference,1998
5192,0,Highly Concurrent Cache Consistency for Indices in Client-Server Database Systems,"Michael J. Carey, Markos Zaharioudakis",SIGMOD Conference,1997,Concurrency Control in Hierarchical Multidatabase Systems,"Sharad Mehrotra, Henry F. Korth, Avi Silberschatz",VLDB Journal,1997
5193,0,Integrating Mining with Relational Database Systems: Alternatives and Implications,"Shiby Thomas, Rakesh Agrawal, Sunita Sarawagi",SIGMOD Conference,1998,Solving Satisfiability and Implication Problems in Database Systems,"Sha Guo, Wei Sun, Mark A. Weiss",TODS,1996
5194,0,Database Research at Arizona State University,"Suzanne W. Dietrich, Forouzan Golshani, Susan Darling Urban",ACM SIGMOD Record,1996,Data and Knowledge Base Research at Hong Kong University of Science and Technology,"P. Drew, B. Hamidzadeh, K. Karlapalem, A. Kean, D. Lee, Q. Li, F. Lochovsky, C. D. Shum, B. Wuthrich",ACM SIGMOD Record,1995
5195,0,The X-Tree: An Index Structure for High-Dimensional Data,"Hans-Peter Kriegel, Stefan Berchtold, Daniel A. Keim",VLDB,1996,The A-Tree: An Index Structure for High-Dimensional Spaces Using Relative Approximation,"Yasushi Sakurai, Masatoshi Yoshikawa, Shunsuke Uemura, Haruhiko Kojima",VLDB,2000
5196,0,Mind Your Vocabulary: Query Mapping Across Heterogeneous Information Sources,"Kevin Chen-Chuan Chang, Hector Garcia-Molina",SIGMOD Conference,1999,Describing and Using Query Capabilities of Heterogeneous Sources,"Vasilis Vassalos, Yannis Papakonstantinou",VLDB,1997
5197,0,"OLAP, Relational, and Multidimensional Database Systems",VAL -,ACM SIGMOD Record,1996,An Introduction to Spatial Database Systems,Ralf Hartmut Güdüng,VLDB Journal,1994
5198,0,Efficient Geometry-Based Similarity Search of 3D Spatial Databases,Daniel A. Keim,SIGMOD Conference,1999,M-Tree: An Efficient Access Method for Similarity Search in Metric Spaces,"Paolo Ciaccia, Marco Patella, Pavel Zezula",VLDB,1997
5199,0,Reminiscences on Influential Papers,"Theodore Johnson, Amr El Abbadi, Richard T. Snodgrass, Kenneth A. Ross",ACM SIGMOD Record,2002,Reminiscences in Influential Papers,Richard Snodgrass,ACM SIGMOD Record,1998
5200,0,A Query Language for a Web-Site Management System,"Dan Suciñu, Daniela Florescu, Alon Y. Levy, Mary F. Fernandez",ACM SIGMOD Record,1997,Aurora: A Data Stream Management System,"D. Abadi, D. Carney, U. Çetintemel, M. Cherniack, C. Convey, C. Erwin, E. Galvez, M. Hatoun, A. Maskey, A. Rasin, A. Singer, M. Stonebraker, N. Tatbul, Y. Xing, R. Yan, S. Zdonik",SIGMOD Conference,2003
5201,0,Workflow Management with Service Quality Guarantees,"Wolfgang W{""o}nner, Gerhard Weikum, Michael Gillmann",SIGMOD Conference,2002,Workflow History Management,"Pinar K{""o}ksal, Sena Nural Arpinar, Asuman Dogac",ACM SIGMOD Record,1998
5202,0,Geominer: A System Prototype for Spatial Data Mining,"Jiawei Han, Nebojsa Stefanovic, Krzysztof Koperski",SIGMOD Conference,1997,Sting: A Statistical Information Grid Approach to Spatial Data Mining,"Wei Wang, Jiong Yang, Richard R. Muntz",VLDB,1997
5203,1,"Fastmap: A Fast Algorithm for Indexing, Data-Mining and Visualization of Traditional and Multimedia Datasets","King-Ip Lin, Christos Faloutsos",SIGMOD Conference,1995,"Fastmap: A Fast Algorithm for Indexing, Data-Mining and Visualization of Traditional and Multimedia Datasets","Christos Faloutsos, King-Ip Lin",International Conference on Management of Data,1995
5204,1,A Modified Random Perturbation Method for Database Security,"Norman S. Matloff, Patrick Tendick",ACM Trans. Database Syst.,1994,A Modified Random Perturbation Method for Database Security,"Patrick Tendick, Norman Matloff",ACM Transactions on Database Systems (TODS),1994
5205,0,Efficient Mining of XML Query Patterns for Caching,"Liang Huai Yang, Mong-Li Lee, Wynne Hsu",VLDB,2003,Efficient and Effective Clustering Methods for Spatial Data Mining,VAL -,VLDB,1994
5206,1,Quality-Driven Integration of Heterogenous Information Systems,"Johann Christoph Freytag, Felix Naumann, Ulf Leser",VLDB,1999,Quality-Driven Integration of Heterogenous Information Systems,"Felix Naumann, Ulf Leser, Johann Christoph Freytag",VLDB,1999
5207,0,Guest Editor's Introduction,Asuman Dogac,ACM SIGMOD Record,1998,"Introduction M. Tamer Özsu, Stavros Christodoulakis The VLDB Journal -- The International Journal on Very Large Data Bases",VAL -,VLDB Journal,1998
5208,0,Middle-Tier Database Caching for E-Business,"Hamid Pirahesh, C. Mohan, Jeffrey F. Naughton, Sailesh Krishnamurthy, Honguk Woo, Qiong Luo, Bruce G. Lindsay",SIGMOD Conference,2002,DBCache: Database Caching for Web Application Servers,"Mehmet Altinel, Qiong Luo, Sailesh Krishnamurthy, C. Mohan, Hamid Pirahesh, Bruce G. Lindsay, Honguk Woo, Larry Brown",International Conference on Management of Data,2002
5209,0,Bigsur: A System for the Management of Earth Science Data,"Paul Brown, Michael Stonebraker",VLDB,1995,Data Management for Earth System Science,"James Frew, Jeff Dozier",ACM SIGMOD Record,VAL -
5210,0,Amicalola Report: Database and Information System Research Challenges and Opportunities in Semantic Web and Enterprises,"Robert Meersman, Amit P. Sheth",ACM SIGMOD Record,VAL -,Advances in Databases and Information Systems: Report of 5th East European Conference AD Bis' ,"Albertas Caplinskas, Johann Eder, Olegas Vasilecas",ACM SIGMOD Record,2002
5211,0,Open Issues in Parallel Query Optimization,"Waqar Hasan, Patrick Valduriez, Daniela Florescu",ACM SIGMOD Record,1996,Coloring Away Communication in Parallel Query Optimization,"Waqar Hasan, Rajeev Motwani",VLDB,1995
5212,0,Document Management as a Database Problem,Rudolf Bayer,VLDB,1995,Filenet Integrated Document Management Database Usage and Issues,Daniel S. Whelan,SIGMOD Conference,1998
5213,0,Efficient Concurrency Control for Broadcast Environments,"Arvind Nithrakashyap, Rajendran M. Sivasankaran, Jayavel Shanmugasundaram, Krithi Ramamritham",SIGMOD Conference,1999,Efficient Concurrency Control in Multidimensional Access Methods,"Kaushik Chakrabarti, Sharad Mehrotra",International Conference on Management of Data,1999
5214,0,Optimization Techniques for Queries with Expensive Methods,Joseph M. Hellerstein,TODS,1998,A Query Language and Optimization Techniques for Unstructured Data,"Peter Buneman, Susan Davidson, Gerd Hillebrand, Dan Suciu",SIGMOD Conference,1996
5215,0,Optimizing Queries on Files,"Tova Milo, Mariano P. Consens",SIGMOD Conference,1994,Optimizing Queries over Multimedia Repositories,"Surajit Chaudhuri, Luis Gravano",International Conference on Management of Data,1996
5216,0,Guest Editor's Introduction,Asuman Dogac,ACM SIGMOD Record,2002,Introduction,"Z. M. Tamer, Stavros Christodoulakis",VLDB Journal,1998
5217,0,Design Principles for Data-Intensive Web Sites,"Piero Fraternali, Stefano Paraboschi, Stefano Ceri",ACM SIGMOD Record,1999,Building and Customizing Data-Intensive Web Sites Using Weave,"Khaled Yagoub, Daniela Florescu, Valérie Issarny, Patrick Valduriez",VLDB,2000
5218,0,Editorial,Richard T. Snodgrass,TODS,2001,Guest Editorial,Malcolm P. Atkinson,VLDB Journal,2000
5219,1,On Computing Correlated Aggregates Over Continual Data Streams,"Divesh Srivastava, Flip Korn, Johannes Gehrke",SIGMOD Conference,2001,On Computing Correlated Aggregates Over Continual Data Streams,"Johannes Gehrke, Flip Korn, Divesh Srivastava",International Conference on Management of Data,VAL -
5220,0,Structures for Manipulating Proposed Updates in Object-Oriented Databases,"Richard Hull, Mohammed Rupawalla, Michael Doherty",SIGMOD Conference,1996,Hyperstorm-Administering Structured Documents Using Object-Oriented Database Technology,"Klemens B Öhm, Karl Aberer",International Conference on Management of Data,1996
5221,0,"Database Tuning: Principles, Experiments, and Troubleshooting Techniques","Philippe Bonnet, Dennis Shasha",VLDB Journal,2002,Database Principles,VAL -,ACM SIGMOD Record,2003
5222,1,Lore: A Database Management System for Semistructured Data,"Roy Goldman, Serge Abiteboul, Jennifer Widom, Dallan Quass, Jason McHugh",ACM SIGMOD Record,1997,Lore: A Database Management System for Semistructured Data,"Jason McHugh, Serge Abiteboul, Roy Goldman, Dallas Quass, Jennifer Widom",ACM SIGMOD Record,1997
5223,0,Data Management Challenges in CRM,George Colliat,SIGMOD Conference,2003,Linking Business to Deliver Value: A Data Management Challenge,Anand Deshpande,VLDB,2000
