id,label,left_Beer_Name,right_Beer_Name,left_Brew_Factory_Name,right_Brew_Factory_Name,left_Style,right_Style,left_ABV,right_ABV,left_name,left_brewery,left_primary_style,left_secondary_style,left_abv,left_is_amber,left_is_ale,left_is_lager,left_is_imperial,left_special_ingredients,right_name,right_brewery,right_primary_style,right_secondary_style,right_abv,right_is_amber,right_is_ale,right_is_lager,right_is_imperial,right_special_ingredients
192,0,Harold The Red Ale,Off the Rail Raybuck Red Ale,Black Husky Brewing,Off the Rail Brewing,American Amber / Red Ale,Amber Ale,-,6.40 %,Harold The Red Ale,Black Husky Brewing,Red Ale,American Amber,,True,True,False,False,none,Off the Rail Raybuck Red Ale,Off the Rail Brewing,Red Ale,Amber,6.4,true,true,false,false,none
193,0,Double Dread Imperial Red Ale,Ballast Point Tongue Buckler Imperial Red Ale - Bourbon Barrel Aged,Mad River Brewing Company,Ballast Point Brewing Company,American Amber / Red Ale,American Strong Ale,8.60 %,10 %,Double Dread Imperial Red Ale,Mad River Brewing Company,Red Ale,Imperial,8.6,true,true,false,true,none,Ballast Point Tongue Buckler Imperial Red Ale - Bourbon Barrel Aged,Ballast Point Brewing Company,Red Ale,Imperial Barrel-Aged,10.0,false,true,false,true,
194,1,Insane Mane Red Ale,White Lion Insane Mane Red Ale,White Lion Brewing Company,Ipswich Ale Brewery,American Amber / Red Ale,Amber Ale,5.10 %,-,Insane Mane Red Ale,White Lion Brewing Company,Red Ale,Amber,5.1,true,true,false,false,none,White Lion Insane Mane Red Ale,Ipswich Ale Brewery,Red Ale,Amber,,true,true,false,false,none
195,0,Eruption Imperial Red Ale,Ale Mania Imperial Red Ale,Worthy Brewing Co. .,Ale Mania &#40; Fritz Ale &#41;,American Amber / Red Ale,American Strong Ale,8.00 %,9.50 %,Eruption Imperial Red Ale,Worthy Brewing Co.,Red Ale,Imperial Amber,8.0,true,true,false,true,none,Ale Mania Imperial Red Ale,Ale Mania (Fritz Ale),Red Ale,Imperial,9.5,false,true,false,true,none
196,0,Deranger Imperial Red Ale,Brannon_s Deputation Imperial Red Ale,Laurelwood Public House & Brewery,Brannon_s Pub and Brewery,American Amber / Red Ale,American Strong Ale,8.60 %,8.79 %,Deranger Imperial Red Ale,Laurelwood Public House & Brewery,Red Ale,Imperial,8.6,true,true,false,true,none,Brannon's Deputation Imperial Red Ale,Brannon's Pub and Brewery,Red Ale,Imperial,8.79,false,true,false,true,none
197,0,Sequoia American Amber Ale,Canal Park General Sterling Price American Amber Ale - Centennial,Wig And Pen,Canal Park Brewing Company,American Amber / Red Ale,Amber Ale,5.90 %,4.80 %,Sequoia American Amber Ale,Wig And Pen,Red Ale,Amber,5.9,true,true,false,false,none,Canal Park General Sterling Price American Amber Ale - Centennial,Canal Park Brewing Company,Amber Ale,American,4.8,true,true,false,false,Centennial
198,0,Frost Quake Bourbon Barrel Aged Barley Wine,Hangar 24 Barrel Roll No. 04 : Hammerhead - Bourbon Barrel Aged with Chai Tea,Wellington County Brewery,Hangar 24 Craft Brewery,American Barleywine,Barley Wine,9.80 %,13.90 %,Frost Quake Bourbon Barrel Aged Barley Wine,Wellington County Brewery,Barleywine,American Barrel-Aged,9.8,false,true,false,false,bourbon,Hangar 24 Barrel Roll No. 04 : Hammerhead - Bourbon Barrel Aged with Chai Tea,Hangar 24 Craft Brewery,Barley Wine,Bourbon Barrel-Aged,13.9,false,false,true,false,chai tea
199,0,Road Rash Red,Kettle House Bourbon Barrel Road Rash Imperial Red Ale,Tandem Brewing Company,Kettle House Brewing Company,American Amber / Red Ale,American Strong Ale,6.00 %,13 %,Road Rash Red,Tandem Brewing Company,Red Ale,Amber,6.0,true,true,false,false,none,Kettle House Bourbon Barrel Road Rash Imperial Red Ale,Kettle House Brewing Company,Red Ale,"American Strong, Imperial, Barrel-Aged",13.0,false,true,false,true,bourbon
200,0,Willoughby American Amber Ale,Maldita Old Continent American Amber Ale,Willoughby Brewing,Faustino Microcervejeira,American Amber / Red Ale,Amber Ale,4.90 %,6 %,Willoughby American Amber Ale,Willoughby Brewing,Red Ale,Amber,4.9,true,true,false,false,none,Maldita Old Continent American Amber Ale,Faustino Microcervejeira,Amber Ale,American,6.0,true,true,false,false,none
201,0,Old Guardian Barley Wine Style Ale - Bourbon Barrel Aged,Revolution Barrel Aged Institutionalized Barley Wine,Stone Brewing Co. .,Revolution Brewing Company,American Barleywine,Barley Wine,11.20 %,13 %,Old Guardian,Stone Brewing Co.,Barleywine,Bourbon Barrel-Aged,11.2,false,true,false,false,bourbon,Revolution Barrel Aged Institutionalized Barley Wine,Revolution Brewing Company,Barley Wine,Barrel-Aged,13.0,false,true,false,false,barley wine
202,0,Red Headed Slut Amber Ale,Trailhead Red Amber Ale,Twisted K-8 Brewing Company,Trailhead Brewing Co. .,American Amber / Red Ale,Amber Ale,6.50 %,-,Red Headed Slut Amber Ale,Twisted K-8 Brewing Company,Red Ale,Amber,6.5,true,true,false,false,none,Trailhead Red Amber Ale,Trailhead Brewing Co.,Amber Ale,,,true,true,false,false,none
203,0,Red Hopper ( Imperial Red Ale ),Worthy Eruption Imperial Red Ale,Black Acre Brewing Co. .,Worthy Brewing Company,American Amber / Red Ale,American Strong Ale,6.20 %,8 %,Red Hopper ( Imperial Red Ale ),Black Acre Brewing Co.,Red Ale,Imperial Amber,6.2,true,true,false,true,none,Worthy Eruption Imperial Red Ale,Worthy Brewing Company,Red Ale,Imperial,8.0,false,true,false,true,none
204,0,Ro Shampo Imperial Red Ale,Ballast Point Tongue Buckler Imperial Red Ale - Bourbon Barrel Aged,Figure 8 Brewing,Ballast Point Brewing Company,American Amber / Red Ale,American Strong Ale,7.50 %,10 %,Ro Shampo Imperial Red Ale,Figure 8 Brewing,Red Ale,Imperial,7.5,false,true,false,true,,Ballast Point Tongue Buckler Imperial Red Ale - Bourbon Barrel Aged,Ballast Point Brewing Company,Red Ale,Imperial Barrel-Aged,10.0,false,true,false,true,bourbon
205,0,BJ 's Imperial Red Ale,Fulton The Libertine Imperial Red Ale - Heaven Hill Rye Whiskey Barrel Aged,BJ 's Restaurant & Brewhouse,Fulton Beer Company,American Amber / Red Ale,American Strong Ale,9.00 %,8.50 %,BJ's Imperial Red Ale,BJ's Restaurant & Brewhouse,Red Ale,Imperial,9.0,true,true,false,true,none,Fulton The Libertine Imperial Red Ale - Heaven Hill Rye Whiskey Barrel Aged,Fulton Beer Company,Ale,Imperial Red,8.5,false,true,false,true,heaven hill rye whiskey
206,0,Three Beavers Imperial Red Ale,Mission Carrack Imperial Red Ale,Howe Sound Inn & Brewing Company,Mission Brewery,American Amber / Red Ale,American Strong Ale,7.50 %,10.20 %,Three Beavers Imperial Red Ale,Howe Sound Inn & Brewing Company,Red Ale,Imperial Amber,7.5,true,true,false,true,none,Mission Carrack Imperial Red Ale,Mission Brewery,Red Ale,Imperial Strong,10.2,false,true,false,true,none
207,0,Kniksen India Red Ale,Good People Stepchild Belgian India Red Ale,7 Fjell Bryggeri,Good People Brewing Company,American Amber / Red Ale,India Pale Ale &#40; IPA &#41;,6.80 %,7.80 %,Kniksen India Red Ale,7 Fjell Bryggeri,Red Ale,Amber,6.8,true,true,false,false,none,Good People Stepchild Belgian India Red Ale,Good People Brewing Company,IPA,"Belgian, Imperial, Amber",7.8,true,true,false,true,none
208,0,Pioneer American Red Ale,Fat Bottom Ruby Red American Ale,Pioneer Beer Company,Fat Bottom Brewery,American Amber / Red Ale,Amber Ale,5.70 %,4.60 %,Pioneer American Red Ale,Pioneer Beer Company,Red Ale,Amber,5.7,true,true,false,false,none,Fat Bottom Ruby Red American Ale,Fat Bottom Brewery,Ale,Amber,4.6,true,true,false,false,none
209,0,Clifford The Big Red Ale,Big Choice Disconnected Red Ale,Books & Brews,Big Choice Brewing,American Amber / Red Ale,Amber Ale,6.80 %,6.70 %,Clifford The Big Red Ale,Books & Brews,Red Ale,Amber,6.8,true,true,false,false,none,Big Choice Disconnected Red Ale,Big Choice Brewing,Red Ale,Amber,6.7,true,true,false,false,none
210,1,Boohai Red Ale,Crazy Mountain Boohai Red Ale &#40; Kura Koa &#41;,Crazy Mountain Brewing Company,Crazy Mountain Brewing Company,American Amber / Red Ale,Amber Ale,6.00 %,6 %,Boohai Red Ale,Crazy Mountain Brewing Company,Red Ale,Amber,6.0,true,true,false,false,none,Crazy Mountain Boohai Red Ale (Kura Koa),Crazy Mountain Brewing Company,Red Ale,Amber,6.0,true,true,false,false,none
211,1,Barrel Aged Chessie,Union Craft Chessie Barleywine Barrel Aged,Union Craft Brewing Company,Union Craft Brewing Company,American Barleywine,Barley Wine,9.80 %,9.80 %,Barrel Aged Chessie,Union Craft Brewing Company,Barleywine,American Barrel-Aged,9.8,false,true,false,false,none,Union Craft Chessie Barleywine Barrel Aged,Union Craft Brewing Company,Barley Wine,Barrel-Aged,9.8,false,true,false,false,"barleywine, barrel-aged"
212,1,Trail Ridge Red,Estes Park Trail Ridge Red,Grand Lake Brewing Company,Estes Park Brewery,American Amber / Red Ale,Bitter,7.50 %,4.50 %,Trail Ridge Red,Grand Lake Brewing Company,Red Ale,Amber,7.5,True,True,False,False,,Estes Park Trail Ridge Red,Estes Park Brewery,Bitter,,4.5,false,true,false,false,none
213,0,Brewmaster 's Reserve Imperial Red Ale,Renegade Scarlett Letter Imperial Red Ale,BJ 's Chicago Pizza & Brewery Inc. .,Renegade Brewing Company,American Amber / Red Ale,American Strong Ale,9.20 %,8.50 %,Brewmaster's Reserve Imperial Red Ale,BJ's Chicago Pizza & Brewery Inc.,Red Ale,Imperial,9.2,true,true,false,true,none,Renegade Scarlett Letter Imperial Red Ale,Renegade Brewing Company,Red Ale,Imperial Strong,8.5,false,true,false,true,none
214,0,Red Dragon Imperial Red Ale,Proof Abandoned Planet Imperial Red Ale,Dead Frog Brewing,Proof Brewing Company,American Amber / Red Ale,Amber Ale,8.00 %,7.50 %,Red Dragon Imperial Red Ale,Dead Frog Brewing,Red Ale,Imperial Amber,8.0,true,true,false,true,none,Proof Abandoned Planet Imperial Red Ale,Proof Brewing Company,Red Ale,Imperial Amber,7.5,true,true,false,true,none
215,0,3 Sisters American Red Ale,Radiant Pig Gangster Duck American Red Ale,Wild Ride Brewing Co. .,Radiant Pig Beer Company,American Amber / Red Ale,Amber Ale,6.00 %,6.20 %,3 Sisters American Red Ale,Wild Ride Brewing Co.,Red Ale,Amber,6.0,true,true,false,false,none,Radiant Pig Gangster Duck American Red Ale,Radiant Pig Beer Company,Red Ale,Amber,6.2,true,true,false,false,none
216,0,Alaskan Imperial Red Ale ( Pilot Series ),Swamp Head Sciaenhops Imperial Red Ale,Alaskan Brewing Co. .,Swamp Head Brewery,American Amber / Red Ale,American Strong Ale,8.50 %,8.30 %,Alaskan Imperial Red Ale ( Pilot Series ),Alaskan Brewing Co.,Red Ale,Imperial,8.5,true,true,false,true,none,Swamp Head Sciaenhops Imperial Red Ale,Swamp Head Brewery,Red Ale,Imperial,8.3,false,true,false,true,none
217,1,Summer Session Ale,Aqula Summer Session Ale,Elk Creek Cafe + Aleworks,Aqula,American Amber / Red Ale,English Pale Ale,4.20 %,4.50 %,Summer Session Ale,Elk Creek Cafe + Aleworks,Red Ale,Amber,4.2,true,true,false,false,none,Aqula Summer Session Ale,Aqula,Pale Ale,English,4.5,false,true,false,false,none
218,0,Stupiphany Imperial Red Ale,AleSmith YuleSmith &#40; Winter &#41; Imperial Red Ale,Rusty Truck Brewing Company / Roadhouse 101,AleSmith Brewing Company,American Amber / Red Ale,American Strong Ale,8.00 %,8.50 %,Stupiphany Imperial Red Ale,Rusty Truck Brewing Company / Roadhouse 101,Red Ale,Imperial,8.0,true,true,false,true,none,AleSmith YuleSmith (Winter) Imperial Red Ale,AleSmith Brewing Company,Red Ale,Imperial,8.5,false,true,false,true,none
219,0,Jurassic Duck Amber Ale ( dry Hopped With Mosaic ),Nighthawk 16-Hour Dry Hopped Amber,The Dodging Duck Brewhaus,Nighthawk Brewery,American Amber / Red Ale,Amber Ale,-,6.70 %,Jurassic Duck Amber Ale,The Dodging Duck Brewhaus,Amber Ale,American,,true,true,false,false,mosaic,Nighthawk 16-Hour Dry Hopped Amber,Nighthawk Brewery,Amber Ale,Dry Hopped,6.7,true,true,false,false,none
220,0,Photobomb Imperial Red Ale,Howe Sound Three Beavers Imperial Red Ale,Crooked Ladder Brewing Company,Howe Sound Brewing,American Amber / Red Ale,American Strong Ale,8.50 %,7.50 %,Photobomb Imperial Red Ale,Crooked Ladder Brewing Company,Red Ale,Imperial,8.5,true,true,false,true,none,Howe Sound Three Beavers Imperial Red Ale,Howe Sound Brewing,Red Ale,Imperial Strong,7.5,false,true,false,true,
221,0,O'Connor 's Irish Red Ale,Loose Shoe SlÃ ¡ inte Irish Red Ale,Wormtown Brewery,Loose Shoe Brewing Company,American Amber / Red Ale,Irish Ale,5.00 %,5.50 %,O'Connor's Irish Red Ale,Wormtown Brewery,Red Ale,Irish Amber,5.0,true,true,false,false,none,Loose Shoe Slinte Irish Red Ale,Loose Shoe Brewing Company,Red Ale,Irish,5.5,false,true,false,false,none
222,0,Winter Seasonal Amber Ale,Brewsters Winter WARMer Amber Ale,Dead Frog Brewing,Brewsters Brewing Co. - Alberta,American Amber / Red Ale,Amber Ale,5.00 %,6 %,Winter Seasonal Amber Ale,Dead Frog Brewing,Red Ale,Amber,5.0,true,true,false,false,none,Brewsters Winter WARMer Amber Ale,Brewsters Brewing Co. - Alberta,Amber Ale,,6.0,true,true,false,false,
223,0,Hawai'i Nui Sunset Amber Ale,Grand Canyon Sunset Amber Ale,Hawai'i Nui Brewing / Mehana Brewing Company,Grand Canyon Brewing Company,American Amber / Red Ale,Amber Ale,5.45 %,5 %,Hawai'i Nui Sunset Amber Ale,Hawai'i Nui Brewing / Mehana Brewing Company,Red Ale,Amber,5.45,True,True,False,False,,Grand Canyon Sunset Amber Ale,Grand Canyon Brewing Company,Amber Ale,,5.0,true,true,false,false,none
224,0,Street Cred India Rye Red Ale,Good People Stepchild Belgian India Red Ale,Roaring Fork Beer Company,Good People Brewing Company,American Amber / Red Ale,India Pale Ale &#40; IPA &#41;,7.20 %,7.80 %,Street Cred India Rye Red Ale,Roaring Fork Beer Company,Red Ale,American Amber,7.2,true,true,false,false,rye,Good People Stepchild Belgian India Red Ale,Good People Brewing Company,IPA,Belgian India Red,7.8,false,true,false,false,none
225,0,Double Mongrel Imperial India Red Ale,Spring House Atomic Raygun Imperial Red Ale,Aspetuck Brew Lab,Spring House Brewing Company,American Amber / Red Ale,American Strong Ale,9.00 %,8.30 %,Double Mongrel Imperial India Red Ale,Aspetuck Brew Lab,Red Ale,Amber Double Imperial,9.0,true,true,false,true,,Spring House Atomic Raygun Imperial Red Ale,Spring House Brewing Company,Red Ale,Imperial Strong,8.3,false,true,false,true,none
226,0,Red Shedman 's Imperial Amber Ale,Kinetic Infrared Imperial Red Ale,57 Brew Pub & Bistro,Kinetic Brewing Company,American Amber / Red Ale,American Strong Ale,7.60 %,9.30 %,Red Shedman's Imperial Amber Ale,57 Brew Pub & Bistro,Amber Ale,Imperial,7.6,true,true,false,true,none,Kinetic Infrared Imperial Red Ale,Kinetic Brewing Company,Red Ale,Imperial,9.3,false,true,false,true,none
227,0,Eruption Imperial Red Ale,De Koninck TSTBRW 01 Imperial Red Ale,Worthy Brewing Co. .,Brouwerij De Koninck &#40; Duvel-Moortgat &#41;,American Amber / Red Ale,American Strong Ale,8.00 %,7.80 %,Eruption Imperial Red Ale,Worthy Brewing Co.,Red Ale,Imperial,8.0,true,true,false,true,none,De Koninck TSTBRW 01 Imperial Red Ale,Brouwerij De Koninck (Duvel-Moortgat),Strong Ale,Imperial Red,7.8,true,true,false,true,none
228,1,Copperhead Amber Ale,Yalobusha Copperhead Amber Ale,Yalobusha Brewing Company,Yalobusha Brewing Company,American Amber / Red Ale,Amber Ale,5.65 %,5.60 %,Copperhead Amber Ale,Yalobusha Brewing Company,Amber Ale,Red Ale,5.65,true,true,false,false,none,Yalobusha Copperhead Amber Ale,Yalobusha Brewing Company,Amber Ale,,5.6,true,true,false,false,
229,1,Dark Horse Amber Ale,Dark Horse Amber Ale,Dark Horse Brewing Company,Dark Horse Brewing Company,American Amber / Red Ale,Amber Ale,5.50 %,5.50 %,Dark Horse Amber Ale,Dark Horse Brewing Company,Red Ale,Amber,5.5,true,true,false,false,none,Dark Horse Amber Ale,Dark Horse Brewing Company,Ale,Amber,5.5,True,True,False,False,
230,0,Starlord 's Mixtape / Groot Drank Imperial Red Ale,Iron Horse Fresh Hop Imperial Red Ale,Charging Hippo Brewing Co. .,Iron Horse Brewery,American Amber / Red Ale,American Strong Ale,8.20 %,-,Starlord 's Mixtape / Groot Drank Imperial Red Ale,Charging Hippo Brewing Co.,Red Ale,Imperial,8.2,false,true,false,true,none,Iron Horse Fresh Hop Imperial Red Ale,Iron Horse Brewery,Red Ale,Imperial Fresh Hop,,false,true,false,true,fresh hop
231,0,Red Emperor Amber Ale,Fox and Hound Red Fox Amber Ale,Fish Rock Brewery,Anheuser-Busch InBev,American Amber / Red Ale,Amber Ale,4.50 %,5.10 %,Red Emperor Amber Ale,Fish Rock Brewery,Red Ale,Amber,4.5,true,true,false,false,none,Fox and Hound Red Fox Amber Ale,Anheuser-Busch InBev,Amber Ale,,5.1,true,true,false,false,none
232,0,Double Mongrel Imperial India Red Ale,Boxing Cat Firecracker Imperial Red Ale,Aspetuck Brew Lab,Boxing Cat Brewery,American Amber / Red Ale,Amber Ale,9.00 %,6.60 %,Double Mongrel Imperial India Red Ale,Aspetuck Brew Lab,Red Ale,Amber Imperial Double India,9.0,true,true,false,true,none,Boxing Cat Firecracker Imperial Red Ale,Boxing Cat Brewery,Red Ale,Imperial Amber,6.6,true,true,false,true,none
233,1,Strada S. Felice,Grado Plato Strada S. Felice,Grado Plato,Birrificio Grado Plato,American Amber / Red Ale,Spice/Herb/Vegetable,8.00 %,8 %,Strada S. Felice,Grado Plato,Red Ale,Amber,8.0,true,true,false,false,none,Grado Plato Strada S. Felice,Birrificio Grado Plato,S/V (Spice/Herb/Vegetable),none,8.0,false,true,false,false,none
234,0,Morrisons American Red Ale,Americas American Red Ale,Titanic Brewery,Americas Brewpub,American Amber / Red Ale,Amber Ale,4.50 %,-,Morrisons American Red Ale,Titanic Brewery,Red Ale,American Amber,4.5,true,true,false,false,none,Americas American Red Ale,Americas Brewpub,Red Ale,American,,True,True,False,False,none
235,0,Arsenal Imperial Red Ale,Kern River Dirty Hippie Imperial Red Ale,Great River Brewery,Kern River Brewing,American Amber / Red Ale,American Strong Ale,9.00 %,8 %,Arsenal Imperial Red Ale,Great River Brewery,Red Ale,Imperial,9.0,true,true,false,true,none,Kern River Dirty Hippie Imperial Red Ale,Kern River Brewing,Red Ale,Imperial Strong Ale,8.0,false,true,false,true,none
236,0,Sea Spray Amber Ale,Swashbuckler Red Sea Amber Ale,Bowen Island Brewing Co. Ltd. .,Swashbuckler Brewing Company,American Amber / Red Ale,Amber Ale,5.00 %,-,Sea Spray Amber Ale,Bowen Island Brewing Co. Ltd.,Red Ale,Amber,5.0,true,true,false,false,none,Swashbuckler Red Sea Amber Ale,Swashbuckler Brewing Company,Amber Ale,,,true,true,false,false,none
237,0,Alaskan Imperial Red Ale ( Pilot Series ),BottleTree Imperial Red Ale,Alaskan Brewing Co. .,Thomas Creek Brewery,American Amber / Red Ale,American Strong Ale,8.50 %,7.50 %,Alaskan Imperial Red Ale (Pilot Series),Alaskan Brewing Co.,Red Ale,Imperial,8.5,true,true,false,true,none,BottleTree Imperial Red Ale,Thomas Creek Brewery,Red Ale,Imperial,7.5,false,true,false,true,none
238,0,Double Dread Imperial Red Ale,Ballast Point Tongue Buckler Imperial Red Ale,Mad River Brewing Company,Ballast Point Brewing Company,American Amber / Red Ale,American Strong Ale,8.60 %,10 %,Double Dread Imperial Red Ale,Mad River Brewing Company,Red Ale,Imperial Double,8.6,true,true,false,true,none,Ballast Point Tongue Buckler Imperial Red Ale,Ballast Point Brewing Company,Red Ale,Imperial Strong,10.0,false,true,false,true,
239,0,Big V Amber Ale,Heinzelmannchen Big Amber Gnome Ale,FreeWheel Brewing Company,Heinzelmannchen Brewery,American Amber / Red Ale,Amber Ale,4.00 %,8 %,Big V Amber Ale,FreeWheel Brewing Company,Amber Ale,Red,4.0,true,true,false,false,none,Heinzelmannchen Big Amber Gnome Ale,Heinzelmannchen Brewery,Amber Ale,,8.0,true,true,false,false,
240,0,Big Horn Buttface Amber Ale,Big Texan Texas Red Amber Ale,C.B. & Potts,Big Texan Brewery,American Amber / Red Ale,Amber Ale,-,4.50 %,Big Horn Buttface Amber Ale,C.B. & Potts,Red Ale,Amber,,true,true,false,false,none,Big Texan Texas Red Amber Ale,Big Texan Brewery,Red Ale,Amber,4.5,true,true,false,false,none
241,0,Smuttynose Kindest Find Imperial Red Ale,Kettle House Bourbon Barrel Road Rash Imperial Red Ale,Smuttynose Brewing Company,Kettle House Brewing Company,American Amber / Red Ale,American Strong Ale,8.50 %,13 %,Smuttynose Kindest Find Imperial Red Ale,Smuttynose Brewing Company,Red Ale,Imperial Amber,8.5,true,true,false,true,none,Kettle House Bourbon Barrel Road Rash Imperial Red Ale,Kettle House Brewing Company,Red Ale,Imperial Barrel-Aged Strong,13.0,false,true,false,true,
242,0,Beer Of The Dragon,Anderson Valley Barrel Aged Horn of the Beer Barley Wine,Beachwood BBQ & Brewing,Anderson Valley Brewing Company,American Amber / Red Ale,Barley Wine,9.10 %,8.60 %,Beer Of The Dragon,Beachwood BBQ & Brewing,Red Ale,Amber,9.1,true,true,false,false,none,Anderson Valley Barrel Aged Horn of the Beer Barley Wine,Anderson Valley Brewing Company,Barley Wine,Barrel-Aged,8.6,false,true,false,false,"barley, wine"
243,0,Barrel Aged Series : Barley Wine,Hangar 24 Barrel Roll No. 04 : Hammerhead - Barrel Aged Barley Wine,Parallel 49 Brewing Company,Hangar 24 Craft Brewery,American Barleywine,Barley Wine,11.80 %,11.20 %,Barrel Aged Series : Barley Wine,Parallel 49 Brewing Company,Barleywine,American Barrel-Aged,11.8,false,true,false,false,barrel-aged,Hangar 24 Barrel Roll No. 04 : Hammerhead - Barrel Aged Barley Wine,Hangar 24 Craft Brewery,Barley Wine,Barrel-Aged,11.2,false,true,false,false,barrel-aged
244,0,Isle Of Pines Barley Wine,Anderson Valley Barrel Aged Horn of the Beer Barley Wine,Flying Goose Brew Pub & Grille,Anderson Valley Brewing Company,American Barleywine,Barley Wine,11.00 %,8.60 %,Isle Of Pines Barley Wine,Flying Goose Brew Pub & Grille,Barleywine,American,11.0,false,true,false,false,none,Anderson Valley Barrel Aged Horn of the Beer Barley Wine,Anderson Valley Brewing Company,Barley Wine,Barrel-Aged,8.6,false,true,false,false,"barley wine, barrel-aged"
245,0,Noggin Floggin ( Bourbon Barrel Aged ),MadTree Bourbon Barrel Aged Happy Amber,Hopworks Urban Brewery,MadTree Brewing Company,American Barleywine,Amber Ale,9.60 %,6 %,Noggin Floggin ( Bourbon Barrel Aged ),Hopworks Urban Brewery,Barleywine,American,9.6,false,true,false,false,bourbon,MadTree Bourbon Barrel Aged Happy Amber,MadTree Brewing Company,Amber Ale,Barrel-Aged,6.0,true,true,false,false,bourbon
246,0,Mermaid 's Red Ale - Bourbon Oak Aged,Brew Bus Detour Series : Rollin Dirty Red Ale - Wood Aged,Coronado Brewing Company,Cigar City Brewing,American Amber / Red Ale,Irish Ale,-,5 %,Mermaid's Red Ale - Bourbon Oak Aged,Coronado Brewing Company,Red Ale,American Bourbon Oak-Aged,,true,true,false,false,bourbon oak,Brew Bus Detour Series : Rollin Dirty Red Ale - Wood Aged,Cigar City Brewing,Irish Ale,Wood-Aged,5.0,false,true,false,false,wood-aged
247,0,Imperial Red Ale,ShuBrew Heart and Sole Imperial Red Ale,Epic Brewing Company,ShuBrew,American Amber / Red Ale,American Strong Ale,7.70 %,6.80 %,Imperial Red Ale,Epic Brewing Company,Red Ale,Amber,7.7,true,true,false,true,none,ShuBrew Heart and Sole Imperial Red Ale,ShuBrew,Red Ale,Imperial,6.8,false,true,false,true,none
248,0,Frog Island Amber Ale,Heavy Seas Desert Island Series American Honey Amber Ale,Frog Island Brewing Company,Heavy Seas Brewing Company,American Amber / Red Ale,Amber Ale,6.00 %,4.90 %,Frog Island Amber Ale,Frog Island Brewing Company,Red Ale,Amber,6.0,true,true,false,false,none,Heavy Seas Desert Island Series American Honey Amber Ale,Heavy Seas Brewing Company,Amber Ale,American Honey,4.9,true,true,false,false,honey
249,0,Olde Richmond Batch No. 9 Red Ale,Engine House No. 9 Rowdy Dick Amber Ale,Olde Richmond Beer Company,Engine House No. 9 Restaurant and Brewery,American Amber / Red Ale,Amber Ale,-,5.30 %,Olde Richmond Batch No. 9 Red Ale,Olde Richmond Beer Company,Red Ale,American Amber,,true,true,false,false,none,Engine House No. 9 Rowdy Dick Amber Ale,Engine House No. 9 Restaurant and Brewery,Amber Ale,none,5.3,true,true,false,false,none
250,0,West Sixth / Country Boy Country Western ( Volume 3 Imperial Red Ale ),Ballast Point Tongue Buckler Imperial Red Ale,West Sixth Brewing Company,Ballast Point Brewing Company,American Amber / Red Ale,American Strong Ale,13.00 %,10 %,West Sixth / Country Boy Country Western ( Volume 3 Imperial Red Ale ),West Sixth Brewing Company,Red Ale,Imperial American,13.0,true,true,false,true,none,Ballast Point Tongue Buckler Imperial Red Ale,Ballast Point Brewing Company,Red Ale,Imperial Strong Ale,10.0,false,true,false,true,none
251,0,Double Dragon Imperial Red Ale,Wildcard Double Down Imperial Red Ale,Phillips Brewing Company,Wildcard Brewing Company,American Amber / Red Ale,American Strong Ale,8.20 %,7.50 %,Double Dragon Imperial Red Ale,Phillips Brewing Company,Red Ale,Imperial,8.2,true,true,false,true,none,Wildcard Double Down Imperial Red Ale,Wildcard Brewing Company,Red Ale,Imperial Strong,7.5,false,true,false,true,none
252,0,Barrel Aged Imperial Red Ale,Laurelwood Organic Deranger Imperial Red Ale,Boone Valley Brewing,Laurelwood Public House & Brewery,American Amber / Red Ale,American Strong Ale,9.99 %,8.60 %,Barrel Aged Imperial Red Ale,Boone Valley Brewing,Red Ale,Imperial Barrel-Aged,9.99,true,true,false,true,barrel-aged,Laurelwood Organic Deranger Imperial Red Ale,Laurelwood Public House & Brewery,Red Ale,Imperial Strong,8.6,false,true,false,true,
253,0,Ruby River Ruby Red Ale,Pine Creek River Valley Red Ale,Ruby River Steakhouse & Brewery,Big Rock Brewery,American Amber / Red Ale,Amber Ale,4.00 %,5 %,Ruby River Ruby Red Ale,Ruby River Steakhouse & Brewery,Red Ale,Amber,4.0,true,true,false,false,none,Pine Creek River Valley Red Ale,Big Rock Brewery,Red Ale,Amber,5.0,true,true,false,false,none
254,0,Buffalo Trace Bourbon Barrel Aged Amber Ale,Barrel Trolley Amber Ale,Wolf Hills Brewing Company,Genesee Brewing Company &#40; North American Breweries &#41;,American Amber / Red Ale,Amber Ale,-,-,Buffalo Trace Bourbon Barrel Aged Amber Ale,Wolf Hills Brewing Company,Amber Ale,Barrel-Aged,,true,true,false,false,bourbon,Barrel Trolley Amber Ale,Genesee Brewing Company (North American Breweries),Amber Ale,Barrel-Aged,,true,true,false,false,barrel
255,0,Bourbon Barrel Aged Auld Bitch,Lompoc Bourbon Barrel Aged Proletariat Red Ale,Tahoe Mountain Brewing Co. .,Lompoc Brewing,American Barleywine,Amber Ale,11.00 %,6.40 %,Bourbon Barrel Aged Auld Bitch,Tahoe Mountain Brewing Co.,Barleywine,Barrel-Aged,11.0,false,true,false,true,bourbon,Lompoc Bourbon Barrel Aged Proletariat Red Ale,Lompoc Brewing,Red Ale,Amber Barrel-Aged,6.4,true,true,false,false,bourbon
