id,label,left_title,left_manufacturer,left_price,right_title,right_manufacturer,right_price,left_normalized_title,left_brand,left_product_line,left_version,left_edition,left_is_upgrade,left_product_type,left_normalized_price,left_price_category,right_normalized_title,right_brand,right_product_line,right_version,right_edition,right_is_upgrade,right_product_type,right_normalized_price,right_price_category,right_platform,left_platform,left_license_type,right_package_type,left_platforms,right_user_count,right_cal_option,left_node_license,right_license_type,right_packaging,left_media_format,right_quantity,right_platforms,left_language,left_manufacturer_normalized,left_user_limit,right_license,left_medium,left_is_subscription,left_sp_version,right_language,left_region,right_service_pack,left_pack_size,right_user_license,left_from_edition,left_to_edition,left_os,right_publisher,right_ISBN,left_packaging,right_media,left_user_count,left_term_length,left_retail_version,right_os_requirement,left_grade_level,left_device_pack,right_installation_type,left_is_bundle,left_media_type,left_number_of_users,left_os_version,right_number_of_agents,left_media,right_retail_box,left_operating_system,left_subscription_length,right_media_type,left_is_full_version,right_license_duration,left_license_term,left_service_pack,right_retail,right_license_count,right_device_cals,right_operating_system,left_package_type,left_subscription_term,right_grade_range,left_quantity,right_business_model,left_grade_range,right_return_policy,right_operating_systems_supported,right_returns_allowed,right_license_quantity,right_device_type,right_download_type,right_retail_status,left_package_quantity,right_academic,right_os_type,left_number_of_clients,left_with_msdn,left_format,right_warranty,right_sp_version,left_features,right_condition,right_client_count,left_manufacturer_sku,right_additions,right_is_academic,right_licensing_type,right_max_managed_systems,left_includes_dvd,left_package,left_num_devices,right_os_version,right_includes,right_duration,right_activation_key,right_language_support,right_number_of_users,right_numLicenses,left_multi_user_support,left_max_users_supported,right_university_licensing,left_duration,left_from_version,right_software_assurance,right_device_count,left_with_sp2,left_subscription_period,right_operating_system_version,right_license_term,right_package_size,right_grade_level,right_os_versions,right_asin,left_os_integration,right_os_service_pack,right_num_licenses,right_inclusions,left_subscription_duration,right_user_limitation,right_university_edition,right_licenses,right_user_type,right_user_limit,right_manufacturer_id,right_is_oem,right_supported_platforms,left_user_license,right_os_supported,left_package_format,right_cal_license_quantity,left_normalized_pages
4657,0,ulead videostudio 11 plus,corel,129.99,buvsag-00000 ulead videostudio 10 complete package 1 user win english,,61.94,Ulead VideoStudio 11 Plus,Corel,VideoStudio,11,,False,video editing software,129.99,medium,Ulead VideoStudio 10 Complete Package,Ulead,VideoStudio,10,,False,video editing software,61.94,low,Windows,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4658,0,adobe creative suite cs3 web premium [ mac ],adobe,1599.0,adobe creative suite 3 ( cs3 ) design premium upgrade mac,,569.97,Adobe Creative Suite CS3 Web Premium,Adobe,Creative Suite,CS3,Web Premium,false,software,1599.0,high,Adobe Creative Suite 3 Design Premium,Adobe,Creative Suite,3,Design Premium,true,software,569.97,high,Mac,Mac,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4659,0,middle school advantage 2008,encore,39.99,middle school math & science,global-software-publishing,12.9,Middle School Advantage 2008,Encore,Middle School Advantage,2008,,False,educational software,39.99,low,Middle School Math & Science,Global-Software-Publishing,,,,False,education software,12.9,low,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4660,0,monopoly here & now,encore,19.95,encore software 11182 monopoly here & now win 98 me 2000 xp,,18.97,Monopoly Here and Now,Encore,,,,false,board game,19.95,low,Encore Software Monopoly Here & Now,Encore Software,,2000 XP,,False,board game,18.97,low,,,,,,,,,,,,,"['Win 98', 'Win ME', 'Win XP']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4661,0,adobe photoshop cs3 extended,adobe,999.0,adobe premiere pro cs3 upgrade,,308.99,Adobe Photoshop CS3 Extended,Adobe,Photoshop,CS3,Extended,false,software,999.0,high,Adobe Premiere Pro CS3,Adobe,Premiere Pro,CS3,,true,video editing software,308.99,high,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4662,0,microsoft office & windows training professional,topics entertainment,49.95,system care ? professional,,49.99,Microsoft Office & Windows Training Professional,Microsoft,Office,,,False,training software,49.95,low,System Care Professional,,System Care,,Professional,False,software,49.99,low,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4663,0,adobe creative suite cs3 web standard [ mac ],adobe,999.0,19700045 adobe creative suite 3 web premium complete package 1 user cd mac univ,,1691.87,Adobe Creative Suite CS3 Web Standard,Adobe,Creative Suite,CS3,Web Standard,false,software,999.0,high,Adobe Creative Suite 3 Web Premium,Adobe,Creative Suite,3,,False,software,1691.87,very high,Mac,Mac,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4664,0,adobe dreamweaver cs3 upgrade,adobe,199.0,adobe dreamweaver cs3,,415.99,Adobe Dreamweaver CS3 Upgrade,Adobe,Dreamweaver,CS3,,true,software,199.0,medium,Adobe Dreamweaver CS3,Adobe,Dreamweaver,CS3,,False,software,415.99,high,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4665,0,resumemaker professional 12.0,individual software,29.99,resumemaker premier,,12.95,Resumemaker Professional,Individual Software,Resumaker,12.0,,False,software,29.99,low,Resumaker Premier,,Premier,,,False,software,12.95,low,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4666,1,vegas movie studiodvd +8 plat,sony media,129.95,vegas movie studiodvd +8 plat,sony creative software,92.99,Sony Vegas Movie Studio DVD+8 Platinum,Sony,Vegas Movie Studio,,Platinum,False,video editing software,129.95,medium,Vegas Movie Studio,Sony Creative Software,Movie Studio,,+8 Plat,False,video editing software,92.99,low,DVD,+8 (DVD and Platinum version),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4667,0,apple final cut studio 2 upgrade from final cut studio ( mac ),apple,499.0,apple logic express 7.2 upgrade from v. 6,apple-computer - ( direct ),99.99,Apple Final Cut Studio 2,Apple,Final Cut Studio,2,,true,video editing software,499.0,high,Apple Logic Express,Apple,Logic Express,7.2,,true,audio software,99.99,low,Mac,Mac,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4668,1,marine aquarium + sharks,encore software,9.95,marine aquarium + sharks ( win 98 me 2000 xp ),,9.95,Marine Aquarium + Sharks,Encore Software,,,,False,software,9.95,low,Marine Aquarium,Nano,,,,False,software,9.95,low,"Windows 98, ME, XP",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4669,0,adobe photoshop cs3 upgrade [ mac ],adobe,199.0,adobe acrobat v8 .0 professional for mac upgrade,,145.99,Adobe Photoshop CS3 Upgrade,Adobe,Photoshop,CS3,Upgrade,True,software,199.0,medium,Adobe Acrobat v8.0 Professional,Adobe,Acrobat,v8.0,Professional,True,software,145.99,medium,Mac,Mac,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4670,0,instant immersion french deluxe 2.0,topics entertainment,49.99,topics entertainment instant immersion german audio,,12.05,Instant Immersion French Deluxe,Topics Entertainment,,2.0,Deluxe,False,language learning software,49.99,low,topics entertainment instant immersion german audio,,,,,False,digital audio or music product,12.05,low,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4671,1,stuffit deluxe 11,aladdin systems,79.99,allume stuffit deluxe 11 os x 10.4 or higher,,79.99,Aladdin Systems StuffIt Deluxe 11,Aladdin Systems,StuffIt Deluxe,11,,false,file compression software,79.99,low,Allume StuffIt Deluxe 11,,StuffIt Deluxe,11,Deluxe,False,file compression software,79.99,low,Mac OS X 10.4 or higher,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4672,0,microsoft onenote 2007,microsoft,99.95,designing forms with microsoft office infopath 2007,,36.39,Microsoft OneNote 2007,Microsoft,OneNote,2007,,false,software,99.95,low,Microsoft Infopath 2007,Microsoft,Infopath,2007,,False,software,36.39,low,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4673,0,jumpstart advanced 2nd grade v2 .0,knowledge adventure,19.99,knowledge adventure inc. jumpstart advanced preschool v2 .0,,16.93,Jumpstart Advanced 2nd Grade,Knowledge Adventure,Jumpstart Advanced,v2.0,,False,software,19.99,low,Knowledge Adventure Inc Jumpstart Advanced Preschool V2.0,knowledge adventure inc.,jumpstart advanced preschool,V2.0,,False,software,16.93,low,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4674,0,adventure workshop 1st-3rd grade 8th edition,encore,19.99,encore software 12421 adventure workshop 8 1st-3rd,,17.97,Adventure Workshop,Encore,Workshop,,"8th Grade, 1st-3rd Grade",False,educational material,19.99,low,Encore Software Adventure Workshop 8,,Adventure Workshop,8,1st-3rd,False,software,17.97,low,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4675,0,3d home architect landscape design deluxe version 9,encore,29.99,3d home architect landscape v. 8by encore software,,26.36,3D Home Architect Landscape Design Deluxe Version,Encore,Home Architect,9,Deluxe,false,design software,29.99,low,3D Home Architect Landscape V8,Encore Software,Home Architect,8,,False,software,26.36,low,PC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4676,0,jumpstart world 1st grade,knowledge adventure,19.99,jumpstart phonics ( jc ),,9.9,Jumpstart World 1st Grade,Knowledge Adventure,Jumpstart World,,1st Grade,False,education software,19.99,low,Jumpstart Phonics,,,,,False,education software,9.9,low,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4677,0,adobe dreamweaver cs3 upgrade,adobe,199.0,adobe acrobat v8 .0 professional for mac upgrade,,145.99,Adobe Dreamweaver CS3,Adobe,Dreamweaver,CS3,,true,software,199.0,low,Adobe Acrobat V8 0 Professional for Mac,Adobe,Acrobat,V8 0,Professional,true,software,145.99,medium,Mac,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4678,0,adobe after effects 7.0 professional ( mac ),adobe,999.0,adobe acrobat v8 .0 professional for mac academic,adobe-education-box,159.99,Adobe After Effects 7.0,Adobe,After Effects,7.0,Professional,false,video editing software,999.0,very high,Adobe Acrobat Professional,Adobe,Acrobat,8.0,Professional,false,pdf software,159.99,medium,Mac,Mac,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4679,0,ca antivirus 2007,computer associates,39.95,norton antivirus 2007 3 user pack,,49.95,CA Antivirus 2007,Computer Associates,Antivirus,2007,,False,security software,39.95,low,Norton Antivirus 2007,Norton,,2007,,False,antivirus software,49.95,low,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4680,0,adobe indesign cs3 [ mac ],adobe,699.0,adobe cs3 after effects,,1025.99,Adobe InDesign CS3,Adobe,InDesign,CS3,,False,page design software,699.0,very high,Adobe CS3 After Effects,Adobe,After Effects,CS3,,False,software,1025.99,high,,Mac,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4681,0,adobe indesign cs3 upgrade from pagemaker [ mac ],adobe,199.0,adobe cs3 design standard upgrade windows,,413.99,Adobe InDesign CS3,Adobe,InDesign,CS3,,true,page design software,199.0,medium,Adobe Creative Suite 3 Design Standard Upgrade,Adobe,Creative Suite,CS3,Design Standard,true,software,413.99,high,Windows,Mac,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4682,1,cubase se3 educational edition,steinberg,,steinberg software cubase se 3.0 educational edition,,145.73,Cubase SE3 Educational Edition,Steinberg,Cubase,SE3,Educational,false,digital audio software,,,Steinberg Cubase SE 3.0,Steinberg,Cubase,3.0,Educational Edition,false,digital audio software,145.73,medium,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4683,0,peachtree by sage premium accounting for nonprofits 2007,sage software,599.99,peachtree ( r ) compatible continuous forms-accounting for windows 8.0-2004 version,,241.99,Sage Premium Accounting for Nonprofits 2007,Sage,Peachtree by Sage,2007,Premium Accounting for Nonprofits,false,accounting software,599.99,high,Peachtree (compatible) Continuous Forms-Accounting for Windows,,Peachtree,2004,Continuous Forms-Accounting,False,accounting software,241.99,medium,Windows,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4684,0,quickbooks premier non-profit edition 2005,intuit inc.,499.95,quickbooks ( r ) pro 2003,,299.77,QuickBooks Premier Non-Profit Edition 2005,Intuit,QuickBooks,2005,Premier Non-Profit,false,accounting software,499.95,high,QuickBooks (R) Pro 2003,Intuit,QuickBooks,2003,Pro,false,accounting software,299.77,medium,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4685,0,microsoft mappoint 2006 with gps,microsoft,349.0,microsoft ( r ) money 2004 standard,,29.99,Microsoft MapPoint 2006 with GPS,Microsoft,MapPoint,2006,,False,software,349.0,high,Microsoft Money 2004 Standard,Microsoft,Money,2004,Standard,false,accounting software,29.99,low,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4686,0,print explosion deluxe 3.0 ( mac ),nova development,49.99,photo explosion deluxe 3.0 nova,,49.99,Print Explosion Deluxe,Nova Development,Print Explosion,3.0,,False,software,49.99,low,Photo Explosion Deluxe,Nova,Photo Explosion,3.0,,False,photography software,49.99,low,,Mac,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4687,0,adobe creative suite cs3 design standard upgrade [ mac ],adobe,399.0,29270077 adobe creative suite 3 web standard product upgrade package 1 user upgrade,,843.15,Adobe Creative Suite CS3 Design Standard,Adobe,Creative Suite,CS3,Design Standard,true,software,399.0,high,Adobe Creative Suite 3 Web Standard,Adobe,Creative Suite,3,Web Standard,true,software,843.15,high,,Mac,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4688,0,microsoft word 2004 upgrade ( mac ),microsoft,109.99,office mac 2004 microsoft 731-01002,,331.77,Microsoft Word 2004,Microsoft,Word,2004,,true,word processing software,109.99,low,Microsoft Office Mac 2004,Microsoft,Office,2004,,False,office software,331.77,medium,Mac,Mac,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4689,0,punch ! ultimate deck and landscape,punch ! software,29.0,punch software 25100 punch ! master landscape and home design,punch software,45.99,Punch ! Ultimate Deck and Landscape,Punch ! Software,Ultimate Deck and Landscape,,,False,software,29.0,low,Punch Software 25100 Punch! Master Landscape and Home Design,Punch Software,Punch!,,Master Landscape and Home Design,False,software,45.99,low,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4690,0,sonicwall gms standard edition 10 node license,sonicwall,,01-ssc-7172 sonicwall cfs standard edition for totalsecure 10/25 series subscription licen,,300.54,SonicWall GMS Standard Edition,SonicWall,GMS,10,Standard,false,security appliance,,null,SonicWall CFS Standard Edition,SonicWall,,10/25 series,Standard Edition,False,security software,300.54,high,,,,,,,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4691,0,microsoft office & windows training,topics entertainment,29.99,individual software professor teaches microsoft office 2007,,29.99,Microsoft Office and Windows Training,Microsoft,,,,False,training software,29.99,low,Microsoft Office 2007,Microsoft,Office,2007,,False,software,29.99,low,multiple platforms,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4692,0,adobe creative suite cs3 design premium upsell,adobe,1599.0,adobe creative suite 3 web standard complete package academic cd mac,,369.0,Adobe Creative Suite CS3 Design Premium,Adobe,Creative Suite,CS3,Design Premium,false,software,1599.0,high,Adobe Creative Suite 3 Web Standard,Adobe,Creative Suite,3,,False,software,369.0,medium,Mac,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4693,0,adobe illustrator cs3 upgrade from freehand [ mac ],adobe,199.0,adobe cs3 master collection upsell from cs1,,2054.99,Adobe Illustrator CS3,Adobe,Illustrator,CS3,,true,software,199.0,medium,Adobe CS3 Master Collection,Adobe,CS3 Master Collection,,Master Collection,true,software,2054.99,high,,Mac,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4694,0,wasp bar code wasp bar code labeler complete package 3 users std cd -,wasp technologies,,1-57408-058-x suretrak project manager v. 3.0 complete package 1 user cd win,,436.71,Wasp Barcode Labeler Complete Package 3 Users Std CD,Wasp Technologies,Barcode Labeler,,Std,False,hardware,,,SureTrak Project Manager V.3.0 Complete Package,Unknown (nan),Project Manager,3.0,"Complete Package, Single User",false,project management software,436.71,high,Windows,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4695,0,adobe framemaker 7.2 ( windows ),adobe,1445.9,adobe dreamweaver cs3 upgrade windows,,236.74,Adobe FrameMaker 7.2,Adobe,FrameMaker,7.2,,False,software,1445.9,high,Adobe Dreamweaver CS3,Adobe,Dreamweaver,CS3,,true,software,236.74,medium,Windows,Windows,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4696,0,digidesign music production toolkit ( pro tools le ),digidesign,495.0,sibelius sibelius 4 software music production software,sibelius-software-ltd .,449.95,Digidesign Music Production Toolkit (Pro Tools LE),Digidesign,,,,False,audio software,495.0,high,Sibelius Software,Sibelius-Software-Ltd,Sibelius,4,,False,audio software,449.95,high,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4697,0,professor teaches windows xp,individual software,19.99,professor teaches windows xp home & pro,,12.49,Windows XP,Microsoft,,XP,,False,operating system,19.99,low,Windows XP Home & Pro,,,XP,Home & Pro,False,operating system,12.49,low,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4698,0,mediarecover,aladdin systems,29.99,mediapilot kit,,29.99,MediaRecover,Aladdin Systems,,,,False,software,29.99,low,mediapilot kit,,,,,False,accessory,29.99,low,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4699,0,the printshop 20 professional publisher,broderbund,69.99,encore software 10731 the print shop 22 pro publisherdeluxe sb cs by the print shop,,81.97,The PrintShop Professional Publisher,Broderbund,PrintShop,,Professional Publisher,false,software,69.99,low,Encore Software The Print Shop 22 Pro Publisher Deluxe,The Print Shop,The Print Shop,22 Pro,Publisher Deluxe,False,software,81.97,low,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4700,0,resumemaker professional 12.0,individual software,29.99,microspot macdraft professional edition,,249.99,Resumemaker Professional,Individual Software,Resumaker,12.0,,False,software,29.99,low,Microspot MacDraft Professional Edition,Microspot,MacDraft,,Professional,False,software,249.99,medium,Mac,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4701,0,microsoft outlook 2007,microsoft,109.95,microsoft ( r ) money 2007 deluxe,,49.99,Microsoft Outlook 2007,Microsoft,Outlook,2007,,False,email client software,109.95,low,Microsoft Money Deluxe,Microsoft,,2007,Deluxe,False,personal finance software,49.99,low,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4702,0,jumpstart world 1st grade,knowledge adventure,19.99,jumpstart advanced 1st grade knowledge adventure,,19.99,Jumpstart World 1st Grade,Knowledge Adventure,Jumpstart World,,1st Grade,False,educational software,19.99,low,Jumpstart Advanced 1st Grade Knowledge Adventure,,,,,False,education software,19.99,low,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
