id,label,left_title,left_manufacturer,left_price,right_title,right_manufacturer,right_price,left_canonical_name,left_base_product,left_brand,left_version,left_edition,left_category,left_is_upgrade,left_platform,right_canonical_name,right_base_product,right_brand,right_version,right_edition,right_category,right_is_upgrade,right_platform,left_windows_version
6399,0,jumpstart learning games phonics ( pc & mac ),knowledge adventure,9.99,jumpstart 1st grade ( jc ),,9.9,jumpstart learning games phonics,jumpstart learning games,knowledge adventure,unknown,phonics,education,False,pc & mac,jumpstart 1st grade,jumpstart,unknown,unknown,first grade (jc),education,False,unknown,
6400,0,vcomm system suite professional 7,avanquest,49.95,avanquest usa llc system care professional,,43.32,vcomm system suite professional 7,vcomm system suite,avanquest,7,professional,unknown,False,unknown,system care professional,system care,avanquest usa llc,unknown,professional,utility,False,unknown,
6401,0,adobe dreamweaver cs3 [ mac ],adobe,399.0,adobe indesign cs3 for mac academic,,192.99,dreamweaver cs3,dreamweaver,adobe,cs3,unknown,design,False,mac,indesign cs3,creative suite,adobe,cs3,academic,design,False,mac,
6402,0,registry mechanic by encore software,encore software,46.52,encore software 10691 the print shop 22 sb cs by the print shop,,25.97,registry mechanic,registry mechanic,encore software,unknown,unknown,utility,False,unknown,encore software 10691 the print shop 22 sb cs,encore software,the print shop,22 sb cs,unknown,unknown,False,unknown,
6403,0,ca brightstor arcserve backup r11 .1 for netware upgrade from arcserve 7 for netware,computer associates,,babnbr1111s05 brightstor arcserve backup tape library option for netware w/sp1 v. 11.1 -,,643.42,brightstor arcserve backup r11 .1,arcserve,ca brightstor,r11.1,backup,utility,True,netware,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,
6404,1,microsoft office small business 2007 full version,microsoft,449.95,microsoft w87-02380 office sbe 2007 win32,,400.34,microsoft office small business 2007,office,microsoft,2007,small business,office,False,windows,office sbe 2007,office,microsoft,2007,sbe,office,False,windows,
6405,0,elementary school advantage 2007,encore software,29.99,encore software 12371 encore middle school advantage 2008 training/wbt pc,,33.97,elementary school advantage 2007,elementary school,encore software,2007,advantage,education,False,unknown,encore middle school advantage 2008,encore software,encore software,2008,middle school advantage,education,False,pc,
6406,1,adobe production studio premium,adobe,1699.0,adobe production studio premium software suite video software bundles,,1698.95,production studio premium,adobe production studio,adobe,unknown,premium,design,False,unknown,production studio premium,production studio,adobe,premium,premium,video software bundles,False,unknown,
6407,0,instant immersion american sign language win/mac,topics entertainment,9.99,instant immers italian dlux 2 .,,36.11,instant immersion american sign language,instant immersion,topics entertainment,unknown,unknown,education,False,"windows, mac",instant immers italian dlux 2,instant immers italian dlux,unknown,2,unknown,unknown,False,unknown,
6408,0,pop-up stopper professional,panicware,29.99,resumemaker ( r ) professional ultimate,,39.99,pop-up stopper professional,pop-up stopper,panicware,unknown,professional,utility,False,unknown,resumemaker (r) professional ultimate,resumemaker,unknown,unknown,ultimate,education,False,unknown,
6409,0,family tree maker 2008 platinum,encore,99.95,ghostsurf ( tm ) 2007 platinum,,29.99,family tree maker 2008 platinum,family tree maker,encore,2008,platinum,education,False,unknown,ghostsurf ( tm ) 2007 platinum,ghostsurf,ghostsurf,2007,platinum,unknown,False,unknown,
6410,0,h & r block taxcut 2006 home & business + state,h & r block,79.99,h & r block taxcut home and business with state e-file efile and sage act ! 8 win tax & finance software,,73.95,taxcut 2006 home & business + state,taxcut,h & r block,2006,home & business + state,utility,False,unknown,taxcut home and business with state e-file,taxcut,h & r block,8,home and business,finance,False,windows,
6411,0,adobe premiere pro cs3 upgrade,adobe,299.0,adobe premiere pro 2.0 software professional editing software,,848.95,premiere pro cs3,premiere pro,adobe,cs3,upgrade,education,True,unknown,premiere pro 2.0 software professional,premiere pro,adobe,2.0,professional,editing,False,unknown,
6412,0,acrobat professional 8 ( windows ),adobe,273.0,adobe premiere pro cs3 video editing software for windows professional editing software,,798.95,acrobat professional 8,acrobat,adobe,8,professional,utility,False,windows,premiere pro cs3,premiere pro,adobe,cs3,professional,video editing,False,windows,
6413,0,mavis beacon teaches typing deluxe 16,broderbund,39.99,mavis beacon 16,,17.9,mavis beacon teaches typing deluxe,mavis beacon teaches typing,broderbund,16,deluxe,education,False,unknown,mavis beacon 16,beacon,mavis,16,unknown,education,False,unknown,
6414,0,scansoft paperport professional 11 5 user license,nuance communications inc.,949.99,eu063av aba microsoft windows xp professional license and media 1 user cto english -,,137.09,paperport professional 11,paperport,nuance communications inc.,11,professional,utility,False,unknown,windows xp professional,windows xp,microsoft,xp,professional,operating system,False,windows,
6415,0,wasp bar code wasp bar code labeler complete package 3 users std cd -,wasp technologies,,633808063023 wasp bar code fontware complete package 10 users cd win english,,154.6,wasp bar code labeler,bar code labeler,wasp technologies,unknown,standard,utility,False,unknown,wasp bar code fontware complete package,bar code fontware,wasp,10 users cd win english,complete package,utility,False,windows,
6416,0,adobe creative suite cs3 design premium upgrade [ mac ],adobe,599.0,adobe indesign cs3 for mac upgrade from pagemaker,,205.99,creative suite cs3 design premium,creative suite,adobe,cs3,premium,design,True,mac,indesign cs3,creative suite,adobe,cs3,unknown,design,True,mac,
6417,0,global software smart steps 1st grade windows macintosh ),global software,,global software a0454jch dk smart steps 3rd grade win 95 98 me 2000 xp vista,global-software-publishing,9.08,global software smart steps 1st grade,smart steps,global software,1st,unknown,education,False,"windows,macintosh",smart steps 3rd grade,smart steps,global software publishing,3rd grade,unknown,education,False,windows,
6418,0,punch ! home design architectura series 18,punch ! software,129.99,punch software 25100 punch ! master landscape & home design architectural 1 user ( s ) pc,,45.97,punch ! home design architectura series 18,punch,punch ! software,18,home design architectura series,education,False,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,
6419,1,appleworks 6.2.9,apple,79.0,appleworks 6.2 for mac,,75.99,appleworks 6.2.9,appleworks,apple,6.2.9,unknown,office,False,mac,appleworks 6.2,appleworks,apple,6.2,unknown,utility,False,mac,
6420,0,adobe dreamweaver cs3 upgrade [ mac ],adobe,199.0,adobe illustrator cs3 upgrade from freehand for mac,,206.99,dreamweaver cs3,dreamweaver,adobe,cs3,upgrade,design,True,mac,illustrator cs3,illustrator,adobe,cs3,upgrade from freehand,design,True,mac,
6421,0,adobe premiere pro cs3,adobe,799.0,adobe cs3 production premium,,1749.99,premiere pro cs3,creative suite,adobe,cs3,pro,design,False,unknown,cs3 production premium,creative suite,adobe,cs3,production premium,design,False,unknown,
6422,0,stuffit deluxe 11,aladdin systems,49.99,print shop deluxe 21,,44.9,stuffit deluxe 11,stuffit,aladdin systems,11,deluxe,utility,False,unknown,print shop deluxe 21,print shop,microsoft,21,deluxe,utility,False,unknown,
6423,0,apple mac os x tiger 10.4.6 family pack ( mac ),apple computer,199.0,adobe photoshop cs3 ( mac os x v. 10.4.8 ),,649.0,mac os x tiger,mac os,apple,10.4.6,family pack,operating system,False,mac,photoshop cs3,photoshop,adobe,cs3,unknown,design,False,mac,
6424,0,acrobat professional 8 ( windows ),adobe,273.0,systemsuite 6 ( tm ) professional mini,,49.99,acrobat professional 8,acrobat,adobe,8,professional,utility,False,windows,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,
6425,0,mavis beacon teaches typing 17 standard,encore software,19.99,mavis beacon teaches typing 17 standard ( pc/mac ) encore,,19.99,mavis beacon teaches typing 17 standard,mavis beacon teaches typing,encore software,17,standard,education,False,unknown,mavis beacon teaches typing 17 standard,mavis beacon,unknown,17,standard,education,False,windows/mac,
6426,0,peachtree by sage premium accounting 2007 accountants ' edition,sage software,499.99,peachtree ( r ) pro accounting 2007,,169.99,peachtree premium accounting 2007 accountants' edition,peachtree,sage software,2007,premium accounting accountants' edition,education,False,unknown,peachtree (r) pro accounting 2007,peachtree,sage,2007,pro,accounting,False,windows,
6427,0,microsoft windows vista business 32-bit for system builders,microsoft,179.99,microsoft windows services for netware v. 5.0 complete package,,138.17,windows vista business,windows,microsoft,vista,business,operating system,False,windows,windows services for netware v. 5.0 complete package,windows services for netware,microsoft,v. 5.0,complete,operating system,False,netware,
6428,0,emc retrospect 7.5 professional for windows upgrade,dantz,,avid xpress pro video editing software for mac and windows professional editing software,,1449.0,emc retrospect 7.5 professional,retrospect,dantz,7.5,professional,utility,True,windows,avid xpress pro,avid xpress pro,avid,unknown,professional,video editing,False,windows,
6429,0,punch ! professional home design,punch ! software,89.99,sibelius sibelius photoscore professional 4,,145.7,punch ! professional home design,punch,punch ! software,unknown,home,education,False,unknown,sibelius photoscore professional 4,photoscore,sibelius,4,professional,education,False,unknown,
6430,0,adobe dreamweaver cs3 upgrade [ mac ],adobe,199.0,adobe contribute cs3 upgrade,,82.99,dreamweaver cs3,dreamweaver,adobe,cs3,upgrade,design,True,mac,adobe contribute cs3,contribute,adobe,cs3,upgrade,education,True,unknown,
6431,0,microsoft office 2004 standard upgrade ( mac ),microsoft,239.99,microsoft ( r ) access 2007,,109.99,office 2004 standard,office,microsoft,2004,standard,office,True,mac,access 2007,access,microsoft,2007,unknown,office,False,windows,
6432,0,punch ! home design architectural series 18,punch ! software,129.99,punch software 90500 home design studio mac,punch software,135.99,punch ! home design architectural series 18,home design,punch ! software,18,architectural,education,False,,home design studio,punch software home design studio,punch software,90500,home,utility,False,mac,
6433,0,sibelius 5 professional edition,sibelius-software-ltd .,599.0,sibelius photoscore professional scanning software music production software,sibelius-software-ltd .,179.95,sibelius professional edition,sibelius,sibelius-software-ltd,5,professional,education,False,unknown,sibelius photoscore professional scanning software,photoscore,sibelius-software-ltd,unknown,professional,music production,False,unknown,
6434,0,microsoft licenses win svr 2003 device cal l/sa ( r1800144 ),microsoft licenses,74.59,microsoft t74-00086 win sbs cal 2003 20 user c sa 805529573505,,848.0,windows server 2003 device cal l/sa,win svr,microsoft,2003,device cal l/sa,operating system,False,windows,win sbs cal 2003 20 user c sa,windows server,microsoft,2003,cal 20 user c sa,operating system,False,windows,
6435,0,microsoft office 2004 professional ( mac ),microsoft,499.99,microsoft office 2004 for students and teachers ( mac ),,134.99,office 2004 professional,office,microsoft,2004,professional,office,False,mac,office 2004,office,microsoft,2004,for students and teachers,office,False,mac,
6436,0,adobe photoshop cs3 extended,adobe,999.0,adobe photoshop cs3 extended for mac upgrade,,329.99,adobe photoshop cs3 extended,photoshop,adobe,cs3,extended,design,False,unknown,photoshop cs3 extended,creative suite,adobe,cs3,extended,design,True,mac,
6437,0,family tree maker version 16 essentials,encore,29.95,encore software 10861 family tree maker version 16 collectors edition sb cs,,81.97,family tree maker version 16 essentials,family tree maker,encore,16,essentials,education,False,unknown,family tree maker version 16 collectors edition,family tree maker,encore software,16,collectors,education,False,unknown,
6438,0,total training for adobe creative suite 3 : design premium bundle,total training,299.99,adobe cs3 design premium academic,,575.99,creative suite 3 design premium bundle,creative suite,adobe,cs3,premium,design,False,unknown,cs3 design premium,creative suite,adobe,cs3,premium,design,False,unknown,
6439,0,microsoft powerpoint 2004 ( mac ),microsoft,229.99,microsoft microsoft office 2004 software suite mac apple & mac software,,399.95,powerpoint 2004,powerpoint,microsoft,2004,unknown,office,False,mac,microsoft office software suite,office,microsoft,2004,unknown,office,False,mac,
6440,0,adobe creative suite cs3 design standard upgrade [ mac ],adobe,399.0,adobe indesign cs3 for mac academic,,192.99,cs3 design standard,creative suite,adobe,cs3,standard,design,True,mac,indesign cs3,creative suite,adobe,cs3,academic,design,False,mac,
6441,0,apple logic pro 7.2 upgrade,apple,299.0,apple software m9372z/a final cut express 2.0 upgrade,apple software,79.99,logic pro 7.2,logic pro,apple,7.2,unknown,music/production,True,mac,final cut express 2.0,final cut express,apple software,2.0,upgrade,media,True,unknown,
6442,1,weekly reader mastering high school 2008,fogware publishing,29.99,fogware publishing weekly reader ls mastering high school 2008,,24.91,weekly reader mastering high school,weekly reader,fogware publishing,2008,unknown,education,False,unknown,fogware publishing weekly reader ls mastering high school,weekly reader,unknown,2008,ls mastering high school,education,False,unknown,
6443,0,high school advantage 2008,encore,39.99,encore software 12370 middle school advantage 2008 win 2000 xp vista,,34.97,high school advantage 2008,encore high school advantage,encore,2008,unknown,education,False,unknown,encore software 12370 middle school advantage 2008,encore software 12370,encore,2008,advantage,education,False,windows,
6444,0,microsoft works suite 2006,microsoft,99.0,microsoft office 2004 std upgrade,,219.99,microsoft works suite 2006,works,microsoft,2006,suite,utility,False,unknown,office 2004 std,microsoft office,microsoft,2004,std,office,True,unknown,
6445,0,emedia essential bass guitar,emedia,19.95,1001 essential letters,,6.95,emedia essential bass guitar,emedia essential bass,emedia,unknown,unknown,utility,False,unknown,1001 essential letters,1001 essential letters,unknown,unknown,unknown,education,False,unknown,
6446,0,microsoft word 2004 ( mac ),microsoft,229.99,microsoft d48-00369 word mac 10.0 eng gov ' t 659556873790,,191.94,word 2004,word,microsoft,2004,unknown,office,False,mac,word mac,word,microsoft,10.0,eng gov,office,False,mac,
6447,0,microsoft powerpoint 2004 upgrade ( mac ),microsoft,109.99,office mac 2004 microsoft 731-01002,,331.77,powerpoint 2004,powerpoint,microsoft,2004,upgrade,office,True,mac,office mac 2004,office,microsoft,2004,unknown,office,False,mac,
6448,0,adobe audition 2.0 upgrade,adobe,129.0,adobe cs3 flash professional upgrade,,205.99,adobe audition 2.0,audition,adobe,2.0,unknown,education,True,unknown,cs3 flash professional,flash,adobe,cs3,professional,design,True,unknown,
6449,0,adobe audition 2.0 upgrade,adobe,129.0,adobe ( r ) photoshop ( r ) 7.0 upgrade for pc,,679.99,adobe audition 2.0,audition,adobe,2.0,unknown,education,True,unknown,photoshop 7.0,photoshop,adobe,7.0,upgrade,design,True,windows,
6450,0,family tree maker version 16 essentials,encore,29.95,family tree maker 11 collector 's edition,,34.9,family tree maker version 16 essentials,family tree maker,encore,16,essentials,education,False,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,
6451,0,adobe illustrator cs3 upgrade [ mac ],adobe,199.0,adobe illustrator cs3 for mac academic,adobe-education-box,199.99,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,illustrator cs3,adobe illustrator,adobe-education-box,cs3,academic,design,False,mac,
6452,0,microsoft student with encarta premium 2008 dvd,microsoft,49.95,microsoft ( r ) picture it ! photo premium 9.0,,49.92,microsoft student with encarta premium 2008,student,microsoft,2008,premium,education,False,windows,picture it photo premium 9.0,picture it,microsoft,9.0,premium,utility,False,unknown,
6453,0,math success deluxe 2006,topics entertainment,49.99,topics entertainment reference success deluxe 2006,,22.9,math success deluxe 2006,math success,topics entertainment,2006,deluxe,education,False,unknown,topics entertainment reference success deluxe,topics,topics,2006,deluxe,utility,False,unknown,
6454,0,punch ! home design architectura series 18,punch ! software,129.99,punch software 42100 punch ! home design architectural series 18 complete product architectural 1 user ( s ) complete product standard english pc,,108.97,punch home design architectura series,home design,punch ! software,18,unknown,education,False,windows,punch ! home design architectural series 18,punch,punch software,18,complete product standard english pc,design,False,windows,
6455,0,adobe soundbooth cs3 [ mac ],adobe,199.0,adobe soundbooth cs3 audio editing software windows music production software,,198.95,soundbooth cs3,soundbooth,adobe,cs3,unknown,design,False,mac,soundbooth cs3,creative suite,adobe,cs3,unknown,audio editing,False,windows,
6456,0,adobe creative suite cs3 design premium upgrade [ mac ],adobe,599.0,production prem cs3 mac upgrad,adobe software,805.99,creative suite cs3 design premium,creative suite,adobe,cs3,premium,design,True,mac,production cs3,creative suite,adobe software,cs3,premium,design,True,mac,
6457,0,final draft 7 professional scriptwriting win/mac,final draft,289.99,omnioutliner professional 3.0 for mac,,69.99,final draft 7 professional,final draft,final draft,7.0,professional,utility,False,windows/mac,omnioutliner professional 3.0,omnioutliner,unknown,3.0,professional,utility,False,mac,
6458,0,quicken 2007 basic,intuit,29.95,quicken 2007 deluxe win cd,intuit,57.99,quicken 2007 basic,quicken,intuit,2007,basic,utility,False,unknown,quicken 2007 deluxe,quicken,intuit,2007,deluxe,utility,False,windows,
6459,0,elementary advantage 2008,encore,39.99,encore software 12390 math advantage 2008 win 2000 xp vista,,34.97,elementary advantage 2008,elementary,encore,2008,advantage,unknown,False,unknown,encore math advantage 2008,math advantage,encore software,2008,advantage,education,False,windows,
6460,0,the print shop 22 pro publisher deluxe sb cs by the print shop,encore software,99.95,encore software 10741 the print shop 22 deluxe sb cs by the print shop,,42.97,the print shop sb cs,the print shop,encore software,22,pro publisher deluxe,utility,False,unknown,the print shop 22 deluxe sb cs,the print shop,nan,22,deluxe sb cs,design,False,unknown,
6461,1,elementary school success deluxe 2006,topics entertainment,49.99,elementary school success deluxe 2006,,15.9,elementary school success deluxe,elementary school success,topics entertainment,2006,deluxe,education,False,unknown,elementary school success deluxe,school success,unknown,2006,deluxe,education,False,unknown,
6462,0,adobe production studio premium,adobe,1699.0,cakewalk sonar home studio 6 xl software music production software,,159.0,production studio premium,adobe production studio,adobe,unknown,premium,design,False,unknown,sonar home studio 6 xl,sonar home studio,cakewalk,6,xl,music,False,unknown,
6463,0,cisco ios enterprise services complete package cd28-esk9 = ),cisco systems enterprise,,cd269-ar1p = cisco ios enterprise/snasw plus complete package cd,,2150.98,ios enterprise services complete package,cisco ios,cisco systems,cd28-esk9,enterprise services complete package,utility,False,,cisco ios enterprise/snasw plus complete package cd,ios,cisco,enterprise/snasw plus complete package cd,unknown,networking/operating system,False,unknown,
6464,0,microsoft word 2004 ( mac ),microsoft,229.99,microsoft ( r ) money 2004 standard,,29.99,word 2004,word,microsoft,2004,unknown,office,False,mac,money 2004 standard,microsoft money,microsoft,2004,standard,utility,False,unknown,
6465,0,microsoft windows vista business 32-bit for system builders,microsoft,179.99,microsoft windows vista business upgrade license 1 pc english,,168.99,windows vista business,windows vista,microsoft,vista,business,operating system,False,unknown,windows vista business,windows vista,microsoft,vista,business,operating system,True,windows,
6466,0,jackpot tycoon ( jewel case ),encore,9.99,poetry fiction and drama ( win/mac ) ( jewel case ) ( 10172 ),,9.59,jackpot tycoon,jackpot tycoon,encore,unknown,unknown,utility,False,unknown,poetry fiction and drama,poetry fiction and drama,unknown,unknown,unknown,utility,False,windows/mac,
6467,0,aircraft collector 's second edition,abacus,19.95,abacus software s532 military aircraft collection for pc,abacus software,18.99,aircraft collector's second edition,aircraft collector,abacus,second edition,collector's,utility,False,unknown,abacus software s532 military aircraft collection,abacus software,abacus software,s532,military aircraft collection,utility,False,pc,
6468,0,microsoft windows live onecare 1.5 online pc care subscription [ 12 months ],microsoft,49.95,microsoft windows xp home edition sp2 oem,,95.99,windows live onecare 1.5,live onecare,microsoft,1.5,unknown,utility,False,windows,windows xp home edition sp2,windows xp,microsoft,xp,home,operating system,False,windows,
6469,0,microsoft mappoint 2006 with gps,microsoft,349.0,microsoft powerpoint 2004 software mac apple & mac software,,228.95,mappoint 2006 with gps,mappoint,microsoft,2006,with gps,utility,False,windows,powerpoint 2004,powerpoint,microsoft,2004,unknown,office,False,mac,
6470,0,adobe creative suite cs3 web standard upsell,adobe,799.0,adobe creative suite 3 ( cs3 ) design suite standard upgrade ( upsell ) mac,,859.96,creative suite cs3 web standard,creative suite,adobe,cs3,web standard,design,True,unknown,creative suite 3 design suite standard,creative suite,adobe,cs3,standard,design,True,mac,
6471,0,microsoft word 2004 upgrade ( mac ),microsoft,109.99,microsoft office 2004 student/teacher,,145.99,word 2004,word,microsoft,2004,unknown,office,True,mac,office 2004 student/teacher,office,microsoft,2004,student/teacher,office,False,unknown,
6472,0,omnioutliner professional 3.0,csdc,69.95,resume maker professional 12,,17.95,omnioutliner professional,omnioutliner,csdc,3.0,professional,utility,False,unknown,resume maker professional 12,resume maker,corel,12,professional,utility,False,unknown,
6473,0,jumpstart advanced 3rd grade v2 .0,knowledge adventure,19.99,jumpstart advanced 2nd grade ( pc/mac ) knowledge adventure,,19.99,jumpstart advanced 3rd grade,jumpstart,knowledge adventure,v2.0,advanced 3rd grade,education,False,unknown,jumpstart advanced 2nd grade,jumpstart,unknown,2nd grade,advanced,education,False,windows/mac,
6474,0,jumpstart world 1st grade,knowledge adventure,19.99,knowledge adventure inc. jumpstart world 2nd grade mini box,,16.93,jumpstart world 1st grade,jumpstart world,knowledge adventure,unknown,unknown,education,False,unknown,jumpstart world 2nd grade,jumpstart,knowledge adventure inc.,2nd grade,mini box,education,False,unknown,
6475,0,instant immersion japanese ( audio book ),topics entertainment,,topics entertainment instant immersion spanish advanced audio,,12.05,instant immersion japanese (audio book),instant immersion,topics entertainment,unknown,unknown,education,False,unknown,topics entertainment instant immersion spanish advanced audio,topics,topics,unknown,unknown,unknown,False,unknown,
6476,1,photoshop elements 5 and premiere elements 3 bundle win minibox ( 29180248 ),adobe,242.62,adobe systems inc 29180248 adobe photoshop elements 5.0 / premiere elements 3.0,,139.51,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,adobe photoshop elements 5.0 / premiere elements 3.0,photoshop elements,adobe,5.0/3.0,elements/premiere elements,media,False,unknown,
6477,0,adobe creative suite cs3 design standard upgrade [ mac ],adobe,399.0,adobe creative suite 3 ( cs3 ) design suite standard upgrade ( upsell ) mac,,859.96,creative suite cs3 design standard,creative suite,adobe,cs3,standard,design,True,mac,creative suite 3 design suite standard,creative suite,adobe,cs3,standard,design,True,mac,
6478,0,punch ! home design architectura series 18,punch ! software,129.99,punch software 35100 punch ! professional home design suite ( small box ),punch software,62.99,home design architectura series,punch ! home design,punch ! software,18,unknown,education,False,unknown,punch ! professional home design suite,home design suite,punch software,unknown,professional home,design,False,unknown,
6479,0,hoyle card games ( jewel case ),encore software,9.99,hoyle card games,,9.95,hoyle card games,hoyle,encore software,unknown,unknown,utility,False,unknown,hoyle card games,hoyle,unknown,unknown,unknown,utility,False,unknown,
6480,0,microsoft office 2004 standard upgrade ( mac ),microsoft,239.99,office pro 2007 upgrade microsoft 269-10294,,257.71,office 2004 standard,office,microsoft,2004,standard,office,True,mac,office pro 2007,office,microsoft,2007,pro,office,True,windows,
6481,0,quickbooks premier professional services edition 2007,intuit,399.95,diskeeper corporation diskeeper 2007 professional edition complete package 1 workstation academic,,29.99,quickbooks premier professional services edition 2007,quickbooks,intuit,2007,premier professional services,finance,False,windows,diskeeper 2007 professional edition,diskeeper,diskeeper corporation,2007,professional,utility,False,unknown,
6482,0,computrace lojack for laptops 1 year license ( mac ),absolute software,49.95,absolute software lfl-n2-48 computrace lojack for laptops 4 year license,,105.68,computrace lojack for laptops,lojack for laptops,absolute software,1 year license,unknown,utility,False,mac,computrace lojack for laptops,lojack,absolute software,4 year license,unknown,utility,False,unknown,
6483,1,sibelius 5 professional edition,sibelius-software-ltd .,599.0,sibelius sibelius 5 software music production software,sibelius-software-ltd .,449.95,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,sibelius software,sibelius,sibelius-software-ltd,5,software,education,False,unknown,
6484,0,pokemon team turbo ( jewel case ),valusoft,9.99,poetry fiction and drama ( win/mac ) ( jewel case ) ( 10172 ),,9.59,pokemon team turbo,pokemon team,valusoft,unknown,unknown,utility,False,unknown,poetry fiction and drama,poetry,unknown,unknown,unknown,utility,False,"windows, mac",
6485,0,adobe premiere pro 2.0,adobe,849.0,adobe cs3 web premium,,1659.99,premiere pro 2.0,premiere pro,adobe,2.0,pro,education,False,unknown,cs3 web premium,creative suite,adobe,cs3,web premium,design,False,unknown,
6486,0,adobe creative suite cs3 web premium [ mac ],adobe,1599.0,29270077 adobe creative suite 3 web standard product upgrade package 1 user upgrade,,843.15,creative suite cs3 web premium,creative suite,adobe,cs3,web premium,design,False,mac,creative suite 3 web standard,creative suite,adobe,cs3,web standard,design,True,unknown,
6487,0,punch ! 5 in 1 home design,punch ! software,39.99,punch software 25100 punch ! master landscape and home design,punch software,45.99,punch ! 5 in 1 home design,punch !,punch ! software,unknown,home,design,False,unknown,punch ! master landscape and home design,punch ! master,punch software,unknown,landscape and home design,design,False,unknown,
6488,0,microsoft office small business 2007,microsoft software,735.33,individual software inc small business advantage deluxe,,16.9,office small business 2007,office,microsoft,2007,small business,office,False,windows,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,
6489,0,reader rabbit kindergarten version 1.1,the learning company,9.99,reader rabbit kindergarten special 2-cd edition,,12.95,reader rabbit kindergarten,reader rabbit,the learning company,1.1,unknown,education,False,unknown,reader rabbit kindergarten special,reader rabbit,unknown,2-cd edition,special,education,False,unknown,
6490,0,mcafee virusscan plus 2007,mcafee,39.99,ca antivirus 2007,,32.28,mcafee virusscan plus 2007,virusscan,mcafee,2007,plus,utility,False,unknown,ca antivirus 2007,antivirus,ca,2007,unknown,utility,False,unknown,
6491,0,microsoft licenses isa server lic/sa olp c ( e8400294 ),microsoft licenses,3210.4,e84-00294 microsoft internet security and acceleration server license & software assuran,,1821.09,isa server lic/sa olp,is server,microsoft,unknown,lic/sa olp,utility,False,windows,internet security and acceleration server,windows server,microsoft,unknown,standard,operating system,False,unknown,
6492,0,microsoft productivity pack for windows mobile,microsoft,29.99,microsoft virtual pc 7.0 windows xp home,,205.99,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,virtual pc 7.0,virtual pc,microsoft,7.0,home,utility,False,windows xp,
6493,0,microsoft crm professional cal 3.0 product upgrade license pack user cal,microsoft software,9980.0,microspot macdraft professional edition,,249.99,crm professional cal,dynamics crm,microsoft,3.0,professional,education,True,unknown,macdraft professional,macdraft,microspot,unknown,professional,education,False,mac,
6494,0,punch ! master landscape professional & home design v 10.0,punch ! software,69.95,punch software pro home design suite,,61.8,punch ! master landscape professional & home design v 10.0,punch ! master,punch ! software,10.0,professional & home,design,False,unknown,punch software pro home design suite,punch software pro home design suite,punch software,unknown,home,utility,False,unknown,
6495,1,sea scene : living underwater worlds ( jewel case ),valusoft,9.99,sea scene : living underwater worlds,,19.55,sea scene,sea scene,valusoft,unknown,unknown,utility,False,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,
6496,0,printmaster 17 platinum by encore software,encore software,39.99,encore software 11031 calendar creator platinum sb csby riverdeep,,25.97,printmaster 17 platinum,printmaster,encore software,17,platinum,utility,False,unknown,encore software 11031 calendar creator platinum sb csby riverdeep,calendar creator,encore software,sb csby riverdeep,platinum,education,False,unknown,
6497,1,guitar tool worship edition,midisoft corporation,,midisoft corporation guitar tool worship edition,,43.36,guitar tool worship edition,guitar tool,midisoft corporation,unknown,worship,music,False,unknown,midisoft guitar tool worship edition,guitar tool,midoft,unknown,worship,music,False,unknown,
6498,0,microsoft virtual pc for mac 7.0 with windows 2000,microsoft,249.99,ilford studio software for pc ( windows 2000 pro xp pro ),,699.99,virtual pc 7.0,virtual pc,microsoft,7.0,unknown,utility,False,mac,ilford studio software,ilford studio,ilford,unknown,unknown,utility,False,windows,
6499,0,professional home design suite platinum,punch ! software,99.95,punch software 14100 punch ! professional home design suite for windows,punch software,62.99,professional home design suite platinum,home design suite,punch ! software,platinum,professional,design,False,unknown,punch! professional home design suite,punch!,punch software,unknown,professional home,design,False,windows,
6500,1,apple ilife '06 family pack ( mac dvd ) [ older version ],apple computer,99.0,apple ilife '06 family pack software av production software,,99.0,ilife '06 family pack,ilife,apple,'06,family pack,education,False,mac,ilife '06 family pack,iLife,apple,'06,family pack,utility,False,unknown,
6501,0,printmaster gold v 17.0,nova development,19.95,print master platinum v17,,29.9,printmaster gold v 17.0,printmaster,nova development,v 17.0,gold,utility,False,unknown,print master platinum,print master,unknown,v17,platinum,utility,False,unknown,
6502,0,iremember digital scrapbooking 2.0,intriguing development,39.95,csdc iremember digital scrapbooking 2.0,,35.99,iremember digital scrapbooking,iremember,intriguing development,2.0,unknown,education,False,unknown,csdc iremember digital scrapbooking 2.0,cscrapbooker,nan,2.0,digital,utility,False,unknown,
6503,1,adobe premiere pro cs3,adobe,799.0,adobe premiere pro cs3 software with encore cs3 and onlocation cs3 ( windows only ) full version for macintosh,,723.95,premiere pro cs3,adobe premiere pro,adobe,cs3,professional,video editing,False,unknown,premiere pro cs3,premiere,adobe,cs3,pro,design,False,mac,
