"id","label","left_title","right_title","left_authors","right_authors","left_venue","right_venue","left_year","right_year"
5122,1,"metadata for multimedia documents sigmod record","metadata for multimedia documents klemens b &#246; hm , thomas c. rakow acm sigmod record","thomas c. rakow , klemens böhm","","","","1994","1994"
5123,0,"query by diagram : a graphical environment for querying databases","querying a multilevel database : a logical analysis","giuseppe santucci , tiziana catarci","fr &#233; d &#233; ric cuppens","sigmod conference","very large data bases","1994","1996"
5124,0,"the network is the database : data management for highly distributed systems sigmod conference","the active database management system manifesto : a rulebase of adbms features acm sigmod record 1996","michael j. wynblatt , julio c. navas","corporate act-net consortium","","","2001",""
5125,0,"managing multiple and distributed ontologies on the semantic web vldb j. 2003","composing web services on the semantic web brahim medjahed , athman bouguettaya , ahmed k. elmagarmid the vldb journal -- the international journal on very large data bases 2003","boris motik , alexander maedche , ljiljana stojanovic","","","","",""
5126,1,"managing business processes via workflow technology vldb 2001","managing business processes via workflow technology 2001","frank leymann","frank leymann","","very large data bases","",""
5127,0,"the mariposa distributed database management system sigmod record 1996","unisql 's next-generation object-relational database management system albert d'andrea , phil janus","jeff sidell","","","acm sigmod record","","1996"
5128,0,"data management issues in electronic commerce ( panel ) sigmod conference 1999","catalog management in websphere commerce suite thomas maguire 2001","m. tamer özsu","","","international conference on management of data","",""
5129,0,"using sets of feature vectors for similarity search on voxelized cad objects martin pfeifle , hans-peter kriegel , stefan brecheisen , peer kröger , matthias schubert sigmod conference","indexing very high-dimensional sparse and quasi-sparse vectors for similarity searches changzhou wang , x. sean wang the vldb journal -- the international journal on very large data bases 2001","","","","","2003",""
5130,0,"devise : integrated querying and visualization of large datasets sigmod conference","devise ( demo abstract ) : integrated querying and visual exploration of large datasets 1997","miron livny , raghu ramakrishnan , donko donjerkovic , shilpa lawande , jussi myllymaki , guangshun chen , r. kent wenger , kevin s. beyer","m. livny , r. ramakrishnan , k. beyer , g. chen , d. donjerkovic , s. lawande , j. myllymaki , k. wenger","","international conference on management of data","1997",""
5131,0,"query processing over object views of relational data vldb j.","querying xml views of relational data","gustav fahl , tore risch","jayavel shanmugasundaram , jerry kiernan , eugene j. shekita , catalina fan , john funderburk","","very large data bases","1997","2001"
5132,0,"bluetooth-based sensor networks philippe bonnet , allan beaufour , mads bondo dydensborg , martin leopold 2003","energy and rate based mac protocol for wireless sensor networks rajgopal kannan , ram kalidindi , s. s. iyengar , vijay kumar 2003","","","sigmod record","acm sigmod record","",""
5133,0,"formal query languages for secure relational databases","investigation of algebraic query optimisation techniques for database programming languages alexandra poulovassilis , carol small very large data bases 1994","marianne winslett , kenneth smith , xiaolei qian","","acm trans . database syst .","","1994",""
5134,0,"s3 : similarity search in cad database systems hans-peter kriegel , stefan berchtold sigmod conference","special issue on spatial database systems h. j. schek 1994","","","","the vldb journal -- the international journal on very large data bases","1997",""
5135,0,"promises and realities of active database systems 1995","secure buffering in firm real-time database systems binto george , jayant r. haritsa very large data bases 1998","eric simon , angelika kotz dittrich","","vldb","","",""
5136,0,"the a-tree : an index structure for high-dimensional spaces using relative approximation","local dimensionality reduction : a new approach to indexing high dimensional spaces","masatoshi yoshikawa , shunsuke uemura , yasushi sakurai , haruhiko kojima","kaushik chakrabarti , sharad mehrotra","vldb","very large data bases","2000","2000"
5137,0,"the ores temporal database management system babis theodoulidis , george karvelis , jayant chaudhary , aziz ait-braham , simon sou , george andrianopoulos sigmod conference","the mariposa distributed database management system acm sigmod record","","jeff sidell","","","1994","1996"
5138,0,"lore : a lightweight object repository for semistructured data 1996","constraints for semistructured data and xml peter buneman , wenfei fan , j &#233; r &#244; me sim &#233; on , scott weinstein acm sigmod record","janet l. wiener , jason mchugh , serge abiteboul , qingshan luo , anand rajaraman , dallan quass , jeffrey d. ullman , roy goldman , hugo rivero , jennifer widom , svetlozar nestorov , kevin haas","","sigmod conference","","","2001"
5139,0,"efficient exploration of large scientific databases gustavo alonso , etzard stolte vldb","supporting efficient multimedia database exploration 2001","","wen-syan li , k.sel &#231; uk candan , kyoji hirata , yoshinori hara","","the vldb journal -- the international journal on very large data bases","2002",""
5140,0,"optimizing queries with universal quantification in object-oriented and object-relational databases guido moerkotte , jens claußen , klaus peithner , alfons kemper vldb 1997","accessing a relational database through an object-oriented database interface jack a. orenstein , d. n. kamber 1995","","","","very large data bases","",""
5141,0,"design principles for data-intensive web sites","homer : a model-based case tool for data-intensive web sites paolo merialdo , paolo atzeni , marco magnante , giansalvatore mecca , marco pecorone","piero fraternali , stefano paraboschi , stefano ceri","","sigmod record","international conference on management of data","1999","2000"
5142,0,"schema and database evolution in the o2 object database system fabrizio ferrandina , guy ferran , thorsten meyer , roberto zicari , joëlle madec","open object database management systems international conference on management of data","","jos &#233; a. blakeley","vldb","","1995","1994"
5143,0,"materialized views and data warehouses nick roussopoulos sigmod record","materialized views selection in a multidimensional database very large data bases 1997","","elena baralis , stefano paraboschi , ernest teniente","","","1998",""
5144,0,"spatial join selectivity using power laws sigmod conference","selectivity estimation in spatial databases","christos faloutsos , bernhard seeger , caetano traina jr. , agma j. m. traina","swarup acharya , viswanath poosala , sridhar ramaswamy","","international conference on management of data","2000","1999"
5145,0,"reminiscences on influential papers sigmod record","reminiscences on influential papers kenneth a. ross , theodore johnson , richard thomas snodgrass acm sigmod record 2002","kenneth a. ross , kyuseok shim , mary f. fernandez","","","","2002",""
5146,1,"clustering categorical data : an approach based on dynamical systems david gibson , jon m. kleinberg , prabhakar raghavan vldb j.","clustering categorical data : an approach based on dynamical systems 2000","","david gibson , jon kleinberg , prabhakar raghavan","","the vldb journal -- the international journal on very large data bases","2000",""
5147,0,"research directions in biodiversity informatics vldb","research in information managment at dublin city university mark roantree , alan f. smeaton 2002","john l. schnase","","","acm sigmod record","2000",""
5148,0,"reminiscences on influential papers sigmod record","influential papers ken ross acm sigmod record","daniel j. rosenkrantz , nick koudas , dan suciu , peter scheuermann , rajeev rastogi , jiawei han , kenneth a. ross","","","","2001","2002"
5149,0,"data grid management systems arun jagatheesan , arcot rajasekar 2003","the mariposa distributed database management system acm sigmod record","","jeff sidell","sigmod conference","","","1996"
5150,1,"database design for incomplete relations mark levene , george loizou acm trans . database syst .","database design for incomplete relations mark levene , george loizou 1999","","","","acm transactions on database systems ( tods )","1999",""
5151,0,"data management for pervasive computing mitch cherniack , stanley b. zdonik , michael j. franklin vldb","spatial data management for computer aided design hans-peter kriegel , andreas m &#252; ller , marco p &#246; tke , thomas seidl 2001","","","","international conference on management of data","2001",""
5152,0,"capturing and querying multiple aspects of semistructured data","vqbd : exploring semistructured data sudarshan s. chawathe , thomas baby , jihwang yoo international conference on management of data","curtis e. dyreson , michael h. böhlen , christian s. jensen","","vldb","","1999","2001"
5153,1,"similarity search in high dimensions via hashing rajeev motwani , aristides gionis , piotr indyk","similarity search in high dimensions via hashing aristides gionis , piotr indyk , rajeev motwani very large data bases 1999","","","vldb","","1999",""
5154,0,"a cost model for clustered object-oriented databases zhao-hui tang , jean-robert gruser , georges gardarin vldb 1995","query unnesting in object-oriented databases international conference on management of data","","leonidas fegaras","","","","1998"
5155,0,"reminiscences on influential papers sigmod record","reminiscences on influential papers 2001","kenneth a. ross , beng chin ooi , frank neven","kenneth a. ross","","acm sigmod record","2003",""
5156,0,"book review column karl aberer sigmod record","book reviews karl aberer","","","","acm sigmod record","2002","2001"
5157,0,"efficient query processing for multi-dimensionally clustered tables in db2 2003","efficient search of multi-dimensional b-trees","matthew huras , leslie cranston , bishwaranjan bhattacharjee , sriram padmanabhan , timothy malkemus , tony lai","harry leslie , rohit jain , dave birdsall , hedieh yaghmai","vldb","very large data bases","","1995"
5158,0,"panel : querying networked databases divesh srivastava , nick koudas 2003","graphdb : modeling and querying graphs in databases very large data bases","","ralf hartmut g &#252; ting","sigmod conference","","","1994"
5159,0,"the mirror mmdbms architecture mark g. l. m. van doorn , arjen p. de vries , henk m. blanken , peter m. g. apers vldb 1999","the montage extensible datablade architecture michael ubell international conference on management of data 1994","","","","","",""
5160,0,"discover : keyword search in relational databases 2002","dblearn : a system prototype for knowledge discovery in relational databases international conference on management of data 1994","vagelis hristidis , yannis papakonstantinou","jiawei han , yongjian fu , yue huang , yandong cai , nick cercone","vldb","","",""
5161,0,"banks : browsing and keyword searching in relational databases","dimensionality reduction for similarity searching in dynamic databases k. v. ravi kanth , divyakant agrawal , ambuj singh 1998","arvind hulgeri , gaurav bhalotia , soumen chakrabarti , parag , s. sudarshan , charuta nakhe , b. aditya","","vldb","international conference on management of data","2002",""
5162,0,"electronic commerce : tutorial sigmod conference 1998","active views for electronic commerce very large data bases","nabil r. adam , yelena yesha","serge abiteboul , bernd amann , sophie cluet , adi eyal , laurent mignet , tova milo","","","","1999"
5163,0,"maintaining data privacy in association rule mining shariq rizvi , jayant r. haritsa","an efficient algorithm for mining association rules in large databases very large data bases","","ashoka savasere , edward omiecinski , shamkant b. navathe","vldb","","2002","1995"
5164,0,"metadata for integrating speech documents in a text retrieval system sigmod record 1994","incremental updates of inverted lists for text document retrieval","martin wechsler , ulrike glavitsch , peter schäuble","anthony tomasic , h &#233; ctor garc &#237; a-molina , kurt shoens","","international conference on management of data","","1994"
5165,1,"databases on the web : technologies for federation architectures and case studies ( tutorial ) ralf kramer sigmod conference 1997","databases on the web : technologies for federation architectures and case studies ralf kramer","","","","international conference on management of data","","1997"
5166,1,"are we working on the right problems ? ( panel ) michael stonebraker 1998","are we working on the right problems ? ( panel ) michael stonebraker international conference on management of data","","","sigmod conference","","","1998"
5167,0,"query optimization for xml","fundamental techniques for order optimization david simmen , eugene shekita , timothy malkemus international conference on management of data","jason mchugh , jennifer widom","","vldb","","1999","1996"
5168,0,"the multidimensional database system rasdaman","mpeg-7 and multimedia database systems harald kosch acm sigmod record 2002","andreas dehmel , peter baumann , norbert widmann , roland ritsch , paula furtado","","sigmod conference","","1998",""
5169,0,"algorithms for mining association rules for binary segmentations of huge categorical databases kunikazu yoda , hirofumi matsuzawa , takeshi tokuyama , yasuhiko morimoto , takeshi fukuda 1998","incremental distance join algorithms for spatial databases","","g &#237; sli r. hjaltason , hanan samet","vldb","international conference on management of data","","1998"
5170,0,"exploiting constraint-like data characterizations in query optimization jarek gryz , calisto zuzarte , parke godfrey 2001","including group-by in query optimization 1994","","surajit chaudhuri , kyuseok shim","sigmod conference","very large data bases","",""
5171,0,"the mlpq/gis constraint database system sigmod conference","the ecrc multi database system willem jonker , heribert sch &#252; tz international conference on management of data","yuguo liu , yiming li , pradip kanjamala , rui chen , yonghui wang , peter z. revesz","","","","2000","1995"
5172,0,"discover : keyword search in relational databases 2002","dimensionality reduction for similarity searching in dynamic databases k. v. ravi kanth , divyakant agrawal , ambuj singh 1998","vagelis hristidis , yannis papakonstantinou","","vldb","international conference on management of data","",""
5173,0,"a query language for a web-site management system dan suciu , daniela florescu , alon y. levy , mary f. fernandez 1997","is web-site management a database problem ? daniela florescu , alon y. levy , dan suciu very large data bases 1998","","","sigmod record","","",""
5174,0,"web caching for database applications with oracle web cache","paradise : a database system for gis applications corporate the paradise team 1995","jordan parker , jesse anton , zheng zeng , lawrence jacobs , tie zhong , xiang liu","","sigmod conference","international conference on management of data","2002",""
5175,0,"research in information managment at dublin city university alan f. smeaton , mark roantree sigmod record 2002","opportunities in information management and assurance xiaolei qian acm sigmod record","","","","","","1997"
5176,1,"loading a cache with query results","loading a cache with query results very large data bases 1999","ioana ursu , donald kossmann , laura m. haas","laura m. haas , donald kossmann , ioana ursu","vldb","","1999",""
5177,0,"a user-centered interface for querying distributed multimedia databases kimberly m. james , isabel f. cruz sigmod conference 1999","indexing multimedia databases","","christos faloutsos","","international conference on management of data","","1995"
5178,0,"a query language and optimization techniques for unstructured data","distributed query evaluation on semistructured data acm transactions on database systems ( tods )","gerd g. hillebrand , peter buneman , susan b. davidson , dan suciu","dan suciu","sigmod conference","","1996","2002"
5179,0,"phoenix project : fault-tolerant applications roger s. barga , david b. lomet sigmod record 2002","versant replication : supporting fault-tolerant object databases yuh-ming shyy , h. stephen au-yeung , c. p. chou international conference on management of data 1995","","","","","",""
5180,0,"report on first international workshop on real-time database systems 1996","report on the 5th international workshop on knowledge representation meets databases ( krdb ' 98 ) 1998","sang hyuk son , kwei-jay lin , azer bestavros","alex borgida , vinay k. chaudhri , martin staudt","sigmod record","acm sigmod record","",""
5181,0,"a taxonomy for secure object-oriented databases sebastiaan h. von solms , martin s. olivier","index nesting - an efficient approach to indexing in object-oriented databases beng chin ooi , jiawei han , hongjun lu , kian lee tan the vldb journal -- the international journal on very large data bases 1996","","","acm trans . database syst .","","1994",""
5182,1,"estimating the selectivity of spatial queries using the ` correlation ' fractal dimension christos faloutsos , alberto belussi 1995","estimating the selectivity of spatial queries using the ` correlation ' fractal dimension alberto belussi , christos faloutsos very large data bases","","","vldb","","","1995"
5183,0,"fast nearest neighbor search in medical image databases","min-max compression methods for medical image databases acm sigmod record 1997","zenon protopapas , christos faloutsos , eliot siegel , flip korn , nikolaos sidiropoulos","kosmas karadimitriou , john m. tyler","vldb","","1996",""
5184,0,"clustering methods for large databases : from the past to the future sigmod conference","cure : an efficient clustering algorithm for large databases international conference on management of data 1998","alexander hinneburg , daniel a. keim","sudipto guha , rajeev rastogi , kyuseok shim","","","1999",""
5185,0,"in reply to domains , relations and religious wars hugh darwen 1996","domains , relations and religious wars 1996","","r. camps","sigmod record","acm sigmod record","",""
5186,0,"database research at the university of illinois at urbana-champaign 2002","database research at arizona state university","chengxiang zhai , marianne winslett , yuanyuan zhou , kevin chen-chuan chang , jiawei han , anhai doan","susan d. urban , suzanne w. dietrich , forouzan golshani","sigmod record","acm sigmod record","","1996"
5187,0,"improving timeliness in real-time secure database systems","deeds towards a distributed and active real-time database system 1996","sang hyuk son , rasikan david , bhavani m. thuraisingham","s. f. andler , j. hansson , j. eriksson , j. mellin , m. berndtsson , b. eftring","sigmod record","acm sigmod record","1996",""
5188,0,"picodmbs : scaling down database techniques for the smartcard","picodbms : scaling down database techniques for the smartcard 2001","luc bouganim , patrick valduriez , philippe pucheral , christophe bobineau","philippe pucheral , luc bouganim , patrick valduriez , christophe bobineau","vldb","the vldb journal -- the international journal on very large data bases","2000",""
5189,0,"report on the fourth international conference on flexible query answering systems","report on the first international workshop on efficient web-based information systems zo &#233; lacroix , omar boucelma acm sigmod record","gabriella pasi , amihai motro , patrick bosc","","sigmod record","","2001","2003"
5190,0,"fast evaluation techniques for complex similarity queries michael mlivoncic , roger weber , klemens böhm , hans-jörg schek","optimization techniques for queries with expensive methods","","joseph m. hellerstein","vldb","acm transactions on database systems ( tods )","2001","1998"
5191,0,"anatomy of a native xml base management system thorsten fiebig , till westmann , robert schiele , guido moerkotte , carl-christian kanne , julia neumann , sven helmer vldb j. 2002","the araneus web-based management system international conference on management of data 1998","","g. mecca , p. atzeni , a. masci , g. sindoni , p. merialdo","","","",""
5192,0,"highly concurrent cache consistency for indices in client-server database systems sigmod conference 1997","concurrency control in hierarchical multidatabase systems sharad mehrotra , henry f. korth , avi silberschatz 1997","michael j. carey , markos zaharioudakis","","","the vldb journal -- the international journal on very large data bases","",""
5193,0,"integrating mining with relational database systems : alternatives and implications","solving satisfiability and implication problems in database systems","shiby thomas , rakesh agrawal , sunita sarawagi","sha guo , wei sun , mark a. weiss","sigmod conference","acm transactions on database systems ( tods )","1998","1996"
5194,0,"database research at arizona state university sigmod record 1996","data and knowledge base research at hong kong university of science and technology p. drew , b. hamidzadeh , k. karlapalem , a. kean , d. lee , q. li , f. lochovsky , c. d. shum , b. wuthrich acm sigmod record","suzanne w. dietrich , forouzan golshani , susan darling urban","","","","","1995"
5195,0,"the x-tree : an index structure for high-dimensional data 1996","the a-tree : an index structure for high-dimensional spaces using relative approximation yasushi sakurai , masatoshi yoshikawa , shunsuke uemura , haruhiko kojima","hans-peter kriegel , stefan berchtold , daniel a. keim","","vldb","very large data bases","","2000"
5196,0,"mind your vocabulary : query mapping across heterogeneous information sources sigmod conference","describing and using query capabilities of heterogeneous sources","kevin chen-chuan chang , hector garcia-molina","vasilis vassalos , yannis papakonstantinou","","very large data bases","1999","1997"
5197,0,"olap , relational , and multidimensional database systems george colliat sigmod record 1996","an introduction to spatial database systems","","ralf hartmut g &#252; ting","","the vldb journal -- the international journal on very large data bases","","1994"
5198,0,"efficient geometry-based similarity search of 3d spatial databases daniel a. keim sigmod conference","m-tree : an efficient access method for similarity search in metric spaces paolo ciaccia , marco patella , pavel zezula","","","","very large data bases","1999","1997"
5199,0,"reminiscences on influential papers theodore johnson , amr el abbadi , richard t. snodgrass , kenneth a. ross 2002","reminiscences in influential papers 1998","","richard snodgrass","sigmod record","acm sigmod record","",""
5200,0,"a query language for a web-site management system dan suciu , daniela florescu , alon y. levy , mary f. fernandez 1997","aurora : a data stream management system d. abadi , d. carney , u. &#199; etintemel , m. cherniack , c. convey , c. erwin , e. galvez , m. hatoun , a. maskey , a. rasin , a. singer , m. stonebraker , n. tatbul , y. xing , r. yan , s. zdonik","","","sigmod record","international conference on management of data","","2003"
5201,0,"workflow management with service quality guarantees sigmod conference","workflow history management","wolfgang wonner , gerhard weikum , michael gillmann","pinar koksal , sena nural arpinar , asuman dogac","","acm sigmod record","2002","1998"
5202,0,"geominer : a system prototype for spatial data mining sigmod conference 1997","sting : a statistical information grid approach to spatial data mining very large data bases 1997","jiawei han , nebojsa stefanovic , krzysztof koperski","wei wang , jiong yang , richard r. muntz","","","",""
5203,1,"fastmap : a fast algorithm for indexing , data-mining and visualization of traditional and multimedia datasets sigmod conference","fastmap : a fast algorithm for indexing , data-mining and visualization of traditional and multimedia datasets","king-ip lin , christos faloutsos","christos faloutsos , king-ip lin","","international conference on management of data","1995","1995"
5204,1,"a modified random perturbation method for database security norman s. matloff , patrick tendick 1994","a modified random perturbation method for database security patrick tendick , norman matloff","","","acm trans . database syst .","acm transactions on database systems ( tods )","","1994"
5205,0,"efficient mining of xml query patterns for caching liang huai yang , mong-li lee , wynne hsu","efficient and effective clustering methods for spatial data mining raymond t. ng , jiawei han","","","vldb","very large data bases","2003","1994"
5206,1,"quality-driven integration of heterogenous information systems vldb 1999","quality-driven integration of heterogenous information systems","johann christoph freytag , felix naumann , ulf leser","felix naumann , ulf leser , johann christoph freytag","","very large data bases","","1999"
5207,0,"guest editor 's introduction 1998","introduction m. tamer &#214; zsu , stavros christodoulakis the vldb journal -- the international journal on very large data bases","asuman dogac","","sigmod record","","","1998"
5208,0,"middle-tier database caching for e-business hamid pirahesh , c. mohan , jeffrey f. naughton , sailesh krishnamurthy , honguk woo , qiong luo , bruce g. lindsay","dbcache : database caching for web application servers mehmet altinel , qiong luo , sailesh krishnamurthy , c. mohan , hamid pirahesh , bruce g. lindsay , honguk woo , larry brown international conference on management of data 2002","","","sigmod conference","","2002",""
5209,0,"bigsur : a system for the management of earth science data paul brown , michael stonebraker 1995","data management for earth system science 1997","","james frew , jeff dozier","vldb","acm sigmod record","",""
5210,0,"amicalola report : database and information system research challenges and opportunities in semantic web and enterprises sigmod record 2002","advances in databases and information systems : report of 5th east european conference adbis ' 2001","robert meersman , amit p. sheth","albertas caplinskas , johann eder , olegas vasilecas","","acm sigmod record","","2002"
5211,0,"open issues in parallel query optimization sigmod record","coloring away communication in parallel query optimization waqar hasan , rajeev motwani very large data bases","waqar hasan , patrick valduriez , daniela florescu","","","","1996","1995"
5212,0,"document management as a database problem rudolf bayer 1995","filenet integrated document management database usage and issues daniel s. whelan 1998","","","vldb","international conference on management of data","",""
5213,0,"efficient concurrency control for broadcast environments arvind nithrakashyap , rajendran m. sivasankaran , jayavel shanmugasundaram , krithi ramamritham sigmod conference 1999","efficient concurrency control in multidimensional access methods 1999","","kaushik chakrabarti , sharad mehrotra","","international conference on management of data","",""
5214,0,"optimization techniques for queries with expensive methods joseph m. hellerstein acm trans . database syst . 1998","a query language and optimization techniques for unstructured data peter buneman , susan davidson , gerd hillebrand , dan suciu international conference on management of data","","","","","","1996"
5215,0,"optimizing queries on files tova milo , mariano p. consens","optimizing queries over multimedia repositories","","surajit chaudhuri , luis gravano","sigmod conference","international conference on management of data","1994","1996"
5216,0,"guest editor 's introduction sigmod record","introduction m. tamer &#214; zsu , stavros christodoulakis the vldb journal -- the international journal on very large data bases","asuman dogac","","","","2002","1998"
5217,0,"design principles for data-intensive web sites","building and customizing data-intensive web sites using weave","piero fraternali , stefano paraboschi , stefano ceri","khaled yagoub , daniela florescu , val &#233; rie issarny , patrick valduriez","sigmod record","very large data bases","1999","2000"
5218,0,"editorial richard t. snodgrass 2001","guest editorial malcolm p. atkinson the vldb journal -- the international journal on very large data bases 2000","","","acm trans . database syst .","","",""
5219,1,"on computing correlated aggregates over continual data streams divesh srivastava , flip korn , johannes gehrke","on computing correlated aggregates over continual data streams 2001","","johannes gehrke , flip korn , divesh srivastava","sigmod conference","international conference on management of data","2001",""
5220,0,"structures for manipulating proposed updates in object-oriented databases richard hull , mohammed rupawalla , michael doherty 1996","hyperstorm-administering structured documents using object-oriented database technology international conference on management of data 1996","","klemens b &#246; hm , karl aberer","sigmod conference","","",""
5221,0,"database tuning : principles , experiments , and troubleshooting techniques philippe bonnet , dennis shasha vldb 2002","database principles 2003","","","","acm sigmod record","",""
5222,1,"lore : a database management system for semistructured data sigmod record","lore : a database management system for semistructured data jason mchugh , serge abiteboul , roy goldman , dallas quass , jennifer widom acm sigmod record","roy goldman , serge abiteboul , jennifer widom , dallan quass , jason mchugh","","","","1997","1997"
5223,0,"data management challenges in crm george colliat 2003","linking business to deliver value : a data management challenge anand deshpande 2000","","","sigmod conference","very large data bases","",""
5224,0,"information systems research at george mason university sushil jajodia , amihai motro , edgar h. sibley , alexander brodsky , larry kerschberg , xiaoyang sean wang , daniel barbará","database research at columbia university 1998","","shih-fu chang , luis gravano , gail e. kaiser , kenneth a. ross , salvatore j. stolfo","sigmod record","acm sigmod record","1997",""
5225,0,"performance evaluation of a new distributed deadlock detection algorithm chim-fu yeung , kam-yiu lam , sheung-lun hung sigmod record 1994","a performance evaluation of oid mapping techniques andr &#233; eickler , carsten andreas gerlhof , donald kossmann very large data bases","","","","","","1995"
5226,0,"an overview of data warehousing and olap technology surajit chaudhuri , umeshwar dayal","data warehousing and olap for decision support surajit chaudhuri , umeshwar dayal 1997","","","sigmod record","international conference on management of data","1997",""
5227,0,"www-udk : a web-based environmental meta-information system rudolf legat , arne koschel , andree keitel , ralf kramer , claudia rolker , ralf nikolai , peter c. lockemann , konrad zirm 1997","environmental information systems oliver g &#252; nther acm sigmod record","","","sigmod record","","","1997"
5228,0,"a fast index for semistructured data","extracting schema from semistructured data svetlozar nestorov , serge abiteboul , rajeev motwani 1998","brian cooper , gísli r. hjaltason , michael j. franklin , neal sample , moshe shadmon","","vldb","international conference on management of data","2001",""
5229,0,"locally adaptive dimensionality reduction for indexing large time series databases kaushik chakrabarti , eamonn j. keogh , michael j. pazzani , sharad mehrotra 2002","large databases for remote sensing and gis a. r. dasgupta","","","acm trans . database syst .","very large data bases","","1996"
5230,0,"tracing the lineage of view data in a warehousing environment acm trans . database syst . 2000","managing video data in a mobile environment 1995","janet l. wiener , yingwei cui , jennifer widom","rafael alonso , yuh-lin chang , liviu iftode , v. s. mani","","acm sigmod record","",""
5231,0,"query optimization in compressed database systems zhiyuan chen , flip korn , johannes gehrke sigmod conference 2001","query processing and optimization in oracle rdb gennady antoshenkov , mohamed ziauddin the vldb journal -- the international journal on very large data bases 1996","","","","","",""
5232,0,"improving timeliness in real-time secure database systems","secure buffering in firm real-time database systems 2000","sang hyuk son , rasikan david , bhavani m. thuraisingham","binto george , jayant r. haritsa","sigmod record","the vldb journal -- the international journal on very large data bases","1996",""
5233,0,"guest editorial alon y. halevy vldb j. 2002","guest editorial paolo atzeni , alberto o. mendelzon the vldb journal -- the international journal on very large data bases 2000","","","","","",""
5234,0,"report on the 8th international workshop on knowledge representation meets databases ( krdb ) 2001","workshop report : the first international workshop on active and real-time database systems ( artdb-95 ) 1996","dan suciu , maurizio lenzerini , daniele nardi , werner nutt","mikael berndtsson , j &#246; rgen hansson","sigmod record","acm sigmod record","",""
5235,1,"high-dimensional index structures , database support for next decade 's applications ( tutorial ) daniel a. keim , stefan berchtold","high-dimensional index structures database support for next decade 's applications ( tutorial ) stefan berchtold , daniel a. keim 1998","","","sigmod conference","international conference on management of data","1998",""
5236,0,"s3 : similarity search in cad database systems hans-peter kriegel , stefan berchtold sigmod conference","advances in real-time database systems research acm sigmod record 1996","","azer bestavros","","","1997",""
5237,0,"probabilistic optimization of top n queries","inferring function semantics to optimize queries mitch cherniack , stanley b. zdonik very large data bases 1998","donko donjerkovic , raghu ramakrishnan","","vldb","","1999",""
5238,0,"datablitz storage manager : main memory database performance for critical applications sigmod conference 1999","datablitz : a high performance main-memory storage manager jerry baulier , philip bohannon , s. gogate , s. joshi , c. gupta , a. khivesera , henry f. korth , peter mcilroy , j. miller , p. p. s. narayan , m. nemeth , rajeev rastogi , abraham silberschatz , s. sudarshan","p. p. s. narayan , s. sudarshan , s. gogate , j. miller , abraham silberschatz , c. gupta , jerry baulier , m. wilder , henry f. korth , peter mcilroy , s. haldar , s. seshadri , philip bohannon , c. wei , a. khivesera , s. joshi , rajeev rastogi , m. nemeth","","","very large data bases","","1998"
5239,0,"enhanced abstract data types in object-relational databases vldb j. 1998","querying multiple features of groups in relational databases damianos chatziantoniou , kenneth a. ross 1996","praveen seshadri","","","very large data bases","",""
5240,0,"dataguides : enabling query formulation and optimization in semistructured databases vldb 1997","semantic integration of semistructured and structured data sources","roy goldman , jennifer widom","s. bergamaschi , s. castano , m. vincini","","acm sigmod record","","1999"
5241,0,"strudel : a web-site management system alon y. levy , mary f. fernandez , jaewoo kang , daniela florescu , dan suciu 1997","the mariposa distributed database management system acm sigmod record","","jeff sidell","sigmod conference","","","1996"
5242,0,"deeds towards a distributed and active real-time database system joakim eriksson , jonas mellin , sten andler , mikael berndtsson , bengt eftring , jörgen hansson sigmod record 1996","an annotated bibliography on real-time database systems &#214; zg &#252; r ulusoy acm sigmod record 1995","","","","","",""
5243,0,"the hcc-tree : an efficient index structure for object oriented databases b. sreenath , s. seshadri 1994","the persistent cache : improving oid indexing in temporal object-oriented database systems very large data bases 1999","","kjetil n &#248; rv &#229; g","vldb","","",""
5244,0,"an introduction to spatial database systems vldb j.","introduction to constraint databases bart kuijpers acm sigmod record","ralf hartmut güting","","","","1994","2002"
5245,1,"query processing and optimization in oracle rdb","query processing and optimization in oracle rdb gennady antoshenkov , mohamed ziauddin the vldb journal -- the international journal on very large data bases 1996","gennady antoshenkov , mohamed ziauddin","","vldb j.","","1996",""
5246,0,"efficient dynamic mining of constrained frequent sets acm trans . database syst . 2003","efficient algorithms for mining outliers from large data sets sridhar ramaswamy , rajeev rastogi , kyuseok shim international conference on management of data","laks v. s. lakshmanan , raymond t. ng , carson kai-sang leung","","","","","2000"
5247,0,"editor 's notes michael j. franklin sigmod record 2000","editorial richard snodgrass acm transactions on database systems ( tods ) 2001","","","","","",""
5248,0,"optimal multi-step k-nearest neighbor search thomas seidl , hans-peter kriegel sigmod conference 1998","nearest neighbor queries nick roussopoulos , stephen kelley , fr &#233; d &#233; ric vincent international conference on management of data 1995","","","","","",""
5249,0,"knowledge discovery in data warehouses sigmod record","expiring data in a warehouse hector garcia-molina , wilburt labio , jun yang very large data bases 1998","themistoklis palpanas","","","","2000",""
5250,0,"extracting schema from semistructured data serge abiteboul , rajeev motwani , svetlozar nestorov 1998","qursed : querying and reporting semistructured data international conference on management of data","","yannis papakonstantinou , michalis petropoulos , vasilis vassalos","sigmod conference","","","2002"
5251,1,"the spiffi scalable video-on-demand system craig s. freedman , david j. dewitt","the spiffi scalable video-on-demand system","","craig s. freedman , david j. dewitt","sigmod conference","international conference on management of data","1995","1995"
