id,label,left_title,left_authors,left_venue,left_year,right_title,right_authors,right_venue,right_year,left_vldb,right_vldb
6774,1,snakes and sandwiches : optimal clustering strategies for a data warehouse,"Laks V. S. Lakshmanan, Divesh Srivastava, H. V. Jagadish",SIGMOD Conference,1999,snakes and sandwiches : optimal clustering strategies for a data warehouse international conference on management of data,"H. V. Jagadish, Laks V. S. Lakshmanan, Divesh Srivastava",VAL -,1999,VAL -,VLDB
6775,0,database research at columbia university,"Kenneth A. Ross , Gail E. Kaiser , Luis Gravano , Salvatore J. Stolfo , Shih-fu Chang",ACM SIGMOD Record,1998,the database group at university of hagen,"Gunter Schlageter , Thomas Berkel , Eberhard Heuel , Silke Mittrach , Andreas Scherer , Wolfgang Wilkes",ACM SIGMOD Record,1995,,
6776,0,Storage and Retrieval of XML Data Using Relational Databases,"Surajit Chaudhuri, Kyuseok Shim",VLDB,2001,The XXL Search Engine: Ranked Retrieval of XML Data Using Indexes and Ontologies,"Anja Theobald, Gerhard Weikum",SIGMOD Conference,2002,VLDB,VAL -
6777,0,"efficiently publishing relational data as xml documents Bruce G. Lindsay , Hamid Pirahesh , Berthold Reinwald , Michael J. Carey , Rimon Barr , Jayavel Shanmugasundaram , Eugene J. Shekita VAL -",VAL -,VLDB Journal,VAL -,querying xml views of relational data,"Jayavel Shanmugasundaram , Jerry Kiernan , Eugene J. Shekita , Catalina Fan , John Funderburk",Very Large Data Bases,2001,,
6778,0,query optimization for selections using bitmaps,VAL -,SIGMOD Conference,1999,sql query optimization : reordering for a general class of queries,VAL -,International Conference on Management of Data,VAL -,VAL -,VAL -
6779,0,database research at columbia university,"Kenneth A. Ross , Gail E. Kaiser , Luis Gravano , Salvatore J. Stolfo , Shih-fu Chang",SIGMOD Record,1998,"database research at ut arlington sharma chakravarthy , alp aslandogan , ramez elmasri , leonidas fegaras , junghwan oh 2003",VAL -,ACM SIGMOD Record,VAL -,,
6780,0,Query Optimization in Compressed Database Systems,"Zhiyuan Chen, Flip Korn, Johannes Gehrke",SIGMOD Conference,2001,DataGuides: Enabling Query Formulation and Optimization in Semistructured Databases,"Roy Goldman, Jennifer Widom",VLDB,1997,VAL -,VLDB
6781,0,"approximate frequency counts over data streams rajeev motwani , gurmeet singh manku vldb 2002","Rajeev Motwani, Gurmeet Singh Manku",VAL -,2002,"continuous queries over data streams shivnath babu , jennifer widom 2001","Shivnath Babu, Jennifer Widom",ACM SIGMOD Record,2001,VLDB,VAL -
6782,1,locally adaptive dimensionality reduction for indexing large time series databases,"Kaushik Chakrabarti, Eamonn J. Keogh, Michael J. Pazzani, Sharad Mehrotra",ACM Trans. Database Syst.,VAL -,locally adaptive dimensionality reduction for indexing large time series databases,"Kaushik Chakrabarti, Eamonn Keogh, Sharad Mehrotra, Michael Pazzani",ACM Trans. Database Syst.,2002,,
6783,0,on-line reorganization in object databases SIGMOD Conference,"S. Sudarshan, Rajeev Rastogi, S. Seshadri, Mohana Krishna Lakhamraju",VAL -,2000,object database evolution using separation of concerns ACM SIGMOD Record,"Awais Rashid, Peter Sawyer",ACM SIGMOD Record,2000,VAL -,VAL -
6784,0,microsoft site server (commerce edition),bassel ojjeh,SIGMOD Conference,VAL -,merge replication in microsoft 's sql server 7.0 brad hammond 1999,VAL -,International Conference on Management of Data,1999,,
6785,0,an adaptive data replication algorithm ACM Trans. Database Syst.,"Ouri Wolfson, Yixiu Huang, Sushil Jajodia",VAL -,1997,An Adaptive Query Execution System for Data Integration SIGMOD Conference,"Zachary G. Ives, Daniela Florescu, Marc Friedman, Alon Levy, Daniel S. Weld",SIGMOD Conference,VAL -,VAL -,VAL -
6786,0,Applying Update Streams in a Soft Real-Time Database System,"Brad Adelberg, Hector Garcia-Molina, Ben Kao",SIGMOD Conference,1995,Secure Transaction Processing in Firm Real-Time Database Systems International Conference on Management of Data,"Binto George, Jayant Haritsa",VAL -,VAL -,VAL -,VAL -
6787,1,first-class views : a key to user-centered computing,"Arnon Rosenthal, Edward Sciore",SIGMOD Record,1999,first-class views : a key to user-centered computing,"Arnon Rosenthal, Edward Sciore",ACM SIGMOD Record,1999,VAL -,VAL -
6788,0,concurrency in the data warehouse,richard taylor,VAL -,2000,"concept based design of data warehouses : the dwq demonstrators m. jarke , c. quix , d. calvanese , m. lenzerini , e. franconi , s. ligoudistianos , p. vassisliadis , y. vassiliou",VAL -,SIGMOD Conference,2000,VAL -,VAL -
6789,0,banks : browsing and keyword searching in relational databases,"Arvind Hulgeri, Gaurav Bhalotia, Soumen Chakrabarti, Parag, S. Sudarshan, Charuta Nakhe, B. Aditya",VLDB,2002,"Managing Intervals Efficiently in Object-Relational Databases Hans-Peter Kriegel , Marco Pötke , Thomas Seidl Very Large Data Bases",VAL -,VAL -,2000,,
6790,0,book review column,karl aberer,SIGMOD Record,VAL -,book reviews acm sigmod record,VAL -,VAL -,2003,,
6791,0,a fast index for semistructured data,"Brian Cooper , Gísli R. Hjaltason , Michael J. Franklin , Neal Sample , Moshe Shadmon",VLDB,2001,The X-Tree : An Index Structure for High-Dimensional Data,"Stefan Berchtold , Daniel A. Keim , Hans-Peter Kriegel",VLDB,1996,,
6792,0,database management systems and the internet,VAL -,VAL -,1996,"sql and management of external data jim melton , jan-eike michels , vanja josifovski , krishna kulkarni , peter schwarz , kathy zeidenstein","jim melton, jan-eike michels, vanja josifovski, krishna kulkarni, peter schwarz, kathy zeidenstein",ACM SIGMOD Record,VAL -,VAL -,VAL -
6793,0,Bridging Heterogeneity: Research and Practice of Database Middleware Technology,"Günter Sauer, Fernando de Ferreira Rezende",VLDB,1998,"Data and Knowledge Base Research at Hong Kong University of Science and Technology. P. Drew, B. Hamidzadeh, K. Karlapalem, A. Kean, D. Lee, Q. Li, F. Lochovsky, C. D. Shum, B. Wuthrich ACM SIGMOD Record",VAL -,ACM SIGMOD Record,1995,,
6794,1,intelligent rollups in multidimensional olap data VLDB,"Sunita Sarawagi , Gayatri Sathe",VAL -,2001,intelligent rollups in multidimensional olap data,"Gayatri Sathe , Sunita Sarawagi",Very Large Data Bases,2001,VLDB,VAL -
6795,0,"a response to r. camps ' article domains , relations and religious wars ' c. j. date",VAL -,ACM SIGMOD Record,VAL -,"domains , relations and religious wars 1996",r. camps,ACM SIGMOD Record,1996,,
6796,0,An Effective Deductive Object-Oriented Database through Language Integration,"M. Howard Williams, Norman W. Paton, Andrew Dinn, Maria L. Barja, Alvaro A. A. Fernandes",VLDB,1994,ODEFS: A File System Interface to an Object-Oriented Database Very Large Data Bases,"Narain H. Gehani, H. V. Jagadish, William D. Roome",VAL -,VAL -,,
6797,0,model-based information integration in a neuroscience mediator system,"Bertram Ludäscher, Amarnath Gupta, Maryann E. Martone",VLDB,2000,"Infomaster: An Information Integration System Michael R. Genesereth , Arthur M. Keller , Oliver M. Duschka International Conference on Management of Data",VAL -,SIGMOD Conference,1997,,
6798,0,book review column,Karl Aberer,SIGMOD Record,2003,Book Reviews ACM SIGMOD Record 2002,Karl Aberer,VAL -,VAL -,VAL -,VAL -
6799,0,cure : an efficient clustering algorithm for large databases,"Sudipto Guha, Rajeev Rastogi, Kyuseok Shim",SIGMOD Conference,1998,Combining Multi-Visual Features for Efficient Indexing in a Large Image Database,"Anne H. H. Ngu, Quan Z. Sheng, Du Q. Huynh, Ron Lei The",VLDB Journal,2001,,
6800,0,answering complex sql queries using automatic summary tables,"Roberta Cochrane, Hamid Pirahesh, Monica Urata, Markos Zaharioudakis, George Lapis",SIGMOD Conference,2000,answering queries with aggregation using views very large data bases,"Divesh Srivastava, Shaul Dar, H. V. Jagadish, Alon Y. Levy",VLDB,1996,,
6801,0,integrating mining with relational database systems : alternatives and implications,"Shiby Thomas, Rakesh Agrawal, Sunita Sarawagi",SIGMOD Conference,1998,Paradise: A Database System for GIS Applications Corporate The Paradise Team 1995,VAL -,International Conference on Management of Data,VAL -,VAL -,VAL -
6802,0,The Trigs Active Object-Oriented Database System - An Overview,"Gerti Kappel, Werner Retschitzegger",ACM SIGMOD Record,1998,The Persistent Cache: Improving OID Indexing in Temporal Object-Oriented Database Systems Very Large Data Bases,Kjetil Nørvåg,VAL -,1999,,
6803,0,book review column,Karl Aberer,SIGMOD Record,2003,Book Reviews ACM SIGMOD Record 2003,VAL -,VAL -,VAL -,VAL -,VAL -
6804,0,the mlpq/gis constraint database system sigmod conference,"Yuguo Liu, Yiming Li, Pradip Kanjamala, Rui Chen, Yonghui Wang, Peter Z. Revesz",SIGMOD Conference,2000,"metu interoperable database system asuman dogac , ugur halici , ebru kilic , gokhan ozhan , fatma ozcan , sena nural , cevdet dengi , sema mancuhan , budak arpinar , pinar koksal , cem evrendilek","Asuman Dogac, Ugur Halici, Ebru Kilic, Gokhan Ozhan, Fatma Ozcan, Sena Nural, Cevdet Dengi, Sema Mancuhan, Budak Arpinar, Pinar Koksal, Cem Evrendilek",SIGMOD Conference,1996,VAL -,VAL -
6805,0,Query Engines for Web-Accessible XML Data,"Ramez Elmasri, Leonidas Fegaras",VAL -,2001,An Extensible Compressor for XML Data,"Hartmut Liefke, Dan Suciu",ACM SIGMOD Record,2000,VLDB,VAL -
6806,0,open object database management systems José A. Blakeley,VAL -,SIGMOD Conference,1994,The Network is the Database : Data Management for Highly Distributed Systems International Conference on Management of Data 2001,"Julio C. Navas , Michael Wynblatt",VAL -,VAL -,VAL -,VAL -
6807,1,workflow history management,"Pinar Koksal , Sena Nural Arpinar , Asuman Dogac",ACM SIGMOD Record,VAL -,workflow history management,"Pinar Koksal , Sena Nural Arpinar , Asuman Dogac",ACM SIGMOD Record,1998,,
6808,0,tigukat : a uniform behavioral objectbase management system,"Randal J. Peters, M. Tamer Özsu, Boman Irani, Adriana Muñoz, Anna Lipka, Duane Szafron",VLDB Journal,1995,The Araneus Web-Based Management System,"G. Mecca, P. Atzeni, A. Masci, G. Sindoni, P. Merialdo",SIGMOD Conference,1998,,
6809,0,"A Transaction Replication Scheme for a Replicated Database with Node Autonomy David Wai-Lok Cheung , Ada Wai-Chee Fu","David Wai-Lok Cheung, Ada Wai-Chee Fu",VAL -,1994,Web Caching for Database Applications with Oracle Web Cache,"Jesse Anton, Lawrence Jacobs, Xiang Liu, Jordan Parker, Zheng Zeng, Tie Zhong",SIGMOD Conference,2002,VAL -,VAL -
6810,0,The Denodo Data Integration Platform,"Anastasio Molano , Alberto Pan , Paula Montoto , Juan Raposo , Lucía Ardao , Manuel Álvarez , Vicente Orjales , Ángel Viña , Justo Hidalgo",VLDB,2002,The Nimble Integration Engine,"Denise Draper , Alon Y. Halevy , Daniel S. Weld",SIGMOD Conference,2001,,
6811,0,an effective deductive object-oriented database through language integration,"m. howard williams, norman w. paton, andrew dinn, maria l. barja, alvaro a. a. fernandes",VLDB,VAL -,exact : an extensible approach to active object-oriented databases,"oscar d í az, arturo jaime",VLDB Journal,1997,,
6812,0,"holistic twig joins on indexed xml documents wei wang , haifeng jiang , hongjun lu , jeffrey xu yu","wei wang, haifeng jiang, hongjun lu, jeffrey xu yu",VAL -,2003,"holistic twig joins : optimal xml pattern matching nicolas bruno , nick koudas , divesh srivastava","nicolas bruno, nick koudas, divesh srivastava",SIGMOD Conference,VAL -,VAL -,VAL -
6813,0,managing intervals efficiently in object-relational databases,"Thomas Seidl , Marco Pötke , Hans-Peter Kriegel",VAL -,VAL -,structures for manipulating proposed updates in object-oriented databases,"Michael Doherty , Richard Hull , Mohammed Rupawalla",SIGMOD Conference,1996,VAL -,VAL -
6814,0,a scalable and highly available networked database architecture,"Angelo Pruscino, Rafiul Ahad, Roger Bamford",VAL -,1999,dbcache : middle-tier database caching for highly scalable e-business architectures international conference on management of data,"Christof Bornhövd, Mehmet Altinel, Sailesh Krishnamurthy, C. Mohan, Hamid Pirahesh, Berthold Reinwald",SIGMOD Conference,VAL -,VAL -,VAL -
6815,1,amalgamating knowledge bases v. s. subrahmanian,VAL -,ACM Trans . Database Syst .,1994,amalgamating knowledge bases v. s. subrahmanian ACM transactions on database systems ( TODS ),VAL -,VAL -,1994,,
6816,0,explaining differences in multidimensional aggregates,VAL -,VAL -,1999,optimizing multiple dimensional queries simultaneously in multidimensional databases,"Weifa Liang, Maria E. Orlowska, Jeffrey X. Yu",VLDB Journal,2000,VAL -,VLDB Journal
6817,0,The Microsoft Repository VLDB,"David Shuttt, Jason Zander, Brian Harry, Paul Sanders, Philip A. Bernstein",VLDB,1997,"Versions and Workspaces in Microsoft Repository Thomas Bergstraesser , Philip A. Bernstein , Shankar Pal , David Shuttt International Conference on Management of Data",VAL -,SIGMOD Conference,1999,VLDB,VAL -
6818,0,guest editorial,"Kyu-young Whang , Gunter Schlageter , Amr El Abbadi",VLDB Journal,VAL -,guest editorial,"Fabio Casati , Ming-Chien Shan , Dimitrios Georgakopoulos",The VLDB Journal — The International Journal on Very Large Data Bases,2001,,
6819,0,modelling and querying video data,"Rune Hjelsvold , Roger Midtstraum",VLDB,1994,qursed : querying and reporting semistructured data,"Yannis Papakonstantinou , Michalis Petropoulos , Vasilis Vassalos",SIGMOD Conference,2002,VAL -,VAL -
6820,0,integrating modelling systems for environmental management information systems sigmod record,"David J. Abel, Dean Kuo, Kerry L. Taylor",SIGMOD Record,1997,"www-udk : a web-based environmental meta-information system ralf kramer , ralf nicholai , arne koschel , claudia rolker , peter lockemann , andree keitel , rudolf legat , konrad tirm 1997",VAL -,ACM SIGMOD Record,VAL -,,
6821,0,"re-tree : an efficient index structure for regular expressions chee yong chan , minos n. garofalakis , rajeev rastogi",VAL -,VAL -,VAL -,the x-tree : an index structure for high-dimensional data,"stefan berchtold , daniel a. keim , hans-peter kriegel",VLDB,1996,VAL -,VAL -
6822,0,enterprise information architectures -- they 're finally changing,wesley p. melling,SIGMOD Conference,VAL -,"change detection in hierarchically structured information sudarshan s. chawathe , anand rajaraman , hector garcia-molina , jennifer widom",VAL -,International Conference on Management of Data,VAL -,,
6823,1,metu object-oriented dbms,"Cetin Ozkan , Cem Evrendilek , Yuksel Saygin , Ilker Altintas , Ismailcem Budak Arpinar , Mehmet Altinel , Tansel Okay , Ilker Durusoy , Asuman Dogac",SIGMOD Conference,1994,"metu object-oriented dbms Asuman Dogac , Budak Arpinar , Cem Evrendilek , Cetin Ozkan , Ilker Altintas , Ilker Durusoy , Mehmet Altinel , Tansel Okay , Yuksel Saygin International Conference on Management of Data 1994",VAL -,VAL -,VAL -,,
6824,0,book review column karl aberer sigmod record,VAL -,VAL -,2002,book review column,karl aberer,ACM SIGMOD Record,2002,VAL -,VAL -
6825,0,walrus : a similarity retrieval algorithm for image databases,"Rajeev Rastogi, Kyuseok Shim, Apostol Natsev",SIGMOD Conference,1999,An Extendible Hash for Multi-Precision Similarity Querying of Image Databases Very Large Data Bases 2001,"Shu Lin, M. Tamer Özsu, Vincent Oria, Raymond T. Ng",VAL -,VAL -,,
6826,0,Temporal conditions and integrity constraints in active database systems,"Ouri Wolfson , A. Prasad Sistla",SIGMOD Conference,1995,The CCube Constraint Object-Oriented Database System,"Alexander Brodsky , Victor E. Segal , Jia Chen , Paval A. Exarkhopoulo",SIGMOD Conference,1999,VAL -,VAL -
6827,0,"Congressional samples for approximate answering of group-by queries Viswanath Poosala , Swarup Acharya , Phillip B. Gibbons SIGMOD Conference",VAL -,VAL -,2000,"The Aqua Approximate Query Answering System Swarup Acharya , Phillip B. Gibbons , Viswanath Poosala , Sridhar Ramaswamy ","Swarup Acharya, Phillip B. Gibbons, Viswanath Poosala, Sridhar Ramaswamy",SIGMOD Conference,VAL -,VAL -,VAL -
6828,0,"detection and classification of intrusions and faults using sequences of system calls João B. D. Cabrera, Raman K. Mehra, Lundy M. Lewis","João B. D. Cabrera, Raman K. Mehra, Lundy M. Lewis",ACM SIGMOD Record,2001,"An Overview and Classification of Mediated Query Systems Ruxandra Domenig, Klaus R. Dittrich","Ruxandra Domenig, Klaus R. Dittrich",ACM SIGMOD Record,VAL -,,
6829,0,database systems management and oracle8 c. gregory doherty,VAL -,SIGMOD Conference,1998,parallel database systems 101 1995,jim gray,International Conference on Management of Data,VAL -,VAL -,VAL -
6830,1,A Database Approach to Quality of Service Specification in Video Databases,"Mohand-Said Hacid, Elisa Bertino, Ahmed K. Elmagarmid",ACM SIGMOD Record,2003,A Database Approach to Quality of Service Specification in Video Databases,"Elisa Bertino, Ahmed K. Elmagarmid, Mohand-Said Hacid",ACM SIGMOD Record,2003,,
6831,0,Building Notification Services with Microsoft SQLServer Praveen Seshadri,VAL -,SIGMOD Conference,VAL -,Merge Replication in Microsoft's SQL Server 7.0 Brad Hammond,VAL -,International Conference on Management of Data,1999,VAL -,VAL -
6832,0,The P Operator : Discovering and Ranking Associations on the Semantic Web,"Kemafor Anyanwu , Amit P. Sheth",ACM SIGMOD Record,2002,"Agents , Trust , and Information Access on the Semantic Web","Tim Finin , Anupam Joshi",ACM SIGMOD Record,2002,VAL -,VAL -
6833,0,algebraic query optimisation for database programming languages,"Carol Small, Alexandra Poulovassilis",VAL -,1996,a pictorial query language for querying geographic databases using positional and olap operators,"ELAHEH POURABBAAS, MAURIZIO RAFANELLI",ACM SIGMOD Record,VAL -,VAL -,VAL -
6834,0,the sr-tree : an index structure for high-dimensional nearest neighbor queries,"Norio Katayama, Shin'ichi Satoh",SIGMOD Conference,1997,the tv-tree : an index structure for high-dimensional data,"King IP Lin, H. V. Jagadish, Christos Faloutsos",VLDB Journal,1994,VAL -,VLDB Journal
6835,0,the a-tree : an index structure for high-dimensional spaces using relative approximation,"masatoshi yoshikawa, shunsuke uemura, yasushi sakurai, haruhiko kojima",VLDB,2000,"high-dimensional index structures database support for next decade 's applications ( tutorial ) stefan berchtold , daniel a. keim ",VAL -,SIGMOD Conference,VAL -,,
6836,0,object database evolution using separation of concerns,"peter sawyer , awais rashid",SIGMOD Record,VAL -,"on-line reorganization in object databases mohana k. lakhamraju , rajeev rastogi , s. seshadri , s. sudarshan international conference on management of data",VAL -,International Conference on Management of Data,2000,,
6837,0,Towards an effective calculus for object query languages SIGMOD Conference,"David Maier, Leonidas Fegaras",SIGMOD Conference,VAL -,OFL: A Functional Execution Model for Object Query Languages ACM SIGMOD Record,"Georges Gardarin, Fernando Machuca, Philippe Pucheral",SIGMOD Conference,1995,,
6838,0,Materialized Views and Data Warehouses,VAL -,VAL -,1998,Efficient View Maintenance at Data Warehouses,"D. Agrawal, A. El Abbadi, A. Singh, T. Yurek",SIGMOD Conference,VAL -,VAL -,VAL -
6839,0,"algorithms for mining distance-based outliers in large datasets raymond t. ng , edwin m. knorr vldb 1998",VAL -,VAL -,VAL -,incremental distance join algorithms for spatial databases,"G Í Sli R. Hjaltason , Hanan Samet",SIGMOD Conference,1998,VAL -,VAL -
6840,0,An Introduction to Spatial Database Systems,Ralf Hartmut Guting,VAL -,1994,Space Optimization in Deductive Databases,"Divesh Srivastava, S. Sudarshan, Raghu Ramakrishnan, Jeffrey F. Naughton",ACM Transactions on Database Systems (TODS),VAL -,VAL -,VAL -
6841,0,top-k selection queries over relational databases : mapping strategies and performance evaluation,"Surajit Chaudhuri, Nicolas Bruno, Luis Gravano",ACM Trans. Database Syst.,2002,A Performance Evaluation of OID Mapping Techniques,"André Eickler, Carsten A. Gerlhof, Donald Kossmann",Very Large Data Bases,1995,,
6842,0,unisql/x unified relational and object-oriented database system won kim sigmod conference,VAL -,SIGMOD Conference,1994,"schema and database evolution in the o2 object database system fabrizio ferrandina , thorsten meyer , roberto zicari , guy ferran , jo é lle madec very large data bases",VAL -,VLDB,1995,VAL -,VLDB
6843,0,timber : a native xml database,"Andrew Nierman , Cong Yu , Jignesh M. Patel , Adriane Chapman , Nuwee Wiwatwattana , H. V. Jagadish , Yuqing Wu , Laks V. S. Lakshmanan , Divesh Srivastava , Shurug Al-Khalifa , Stelios Paparizos",VAL -,2002,timber : a native system for querying xml,"Stelios Paparizos , Shurug Al-Khalifa , Adriane Chapman , H. V. Jagadish , Laks V. S. Lakshmanan , Andrew Nierman , Jignesh M. Patel , Divesh Srivastava , Nuwee Wiwatwattana , Yuqing Wu , Cong Yu",SIGMOD Conference,VAL -,VAL -,VAL -
6844,0,pixel-oriented database visualizations,daniel a. keim,ACM SIGMOD Record,VAL -,applying database visualization to the world wide web,"masum z. hasan, alberto o. mendelzon, dimitra vista",ACM SIGMOD Record,VAL -,,
6845,0,query unnesting in object-oriented databases leonidas fegaras,VAL -,SIGMOD Conference,VAL -,"panel : querying networked databases nick koudas , divesh srivastava international conference on management of data","nick koudas, divesh srivastava",International Conference on Management of Data,2003,,
6846,0,"acm multimedia '94 conference workshop on multimedia database management systems p. bruce berra , bhavani m. thuraisingham , kingsley c. nwosu",VAL -,SIGMOD Record,VAL -,"view management in multimedia databases k. sel ç uk candan , eric lemar , v. s. subrahmanian the vldb journal -- the international journal on very large data bases",VAL -,VLDB Journal,2000,,
6847,0,online aggregation,"Helen J. Wang , Peter J. Haas , Joseph M. Hellerstein",SIGMOD Conference,1997,Online Association Rule Mining International Conference on Management of Data,Christian Hidber,VAL -,1999,VAL -,VAL -
6848,1,datablitz storage manager : main memory database performance for critical applications,"p. p. s. narayan , s. sudarshan , s. gogate , j. miller , abraham silberschatz , c. gupta , jerry baulier , m. wilder , henry f. korth , peter mcilroy , s. haldar , s. seshadri , philip bohannon , c. wei , a. khivesera , s. joshi , rajeev rastogi , m. nemeth",VAL -,VAL -,datablitz storage manager : main-memory database performance for critical applications,"j. baulier , p. bohannon , s. gogate , c. gupta , s. haldar",SIGMOD Conference,1999,,
6849,0,semantic integration in heterogeneous databases using neural networks,"Chris Clifton , Wen-Syan Li",VAL -,1994,semint : a system prototype for semantic integration in heterogeneous databases international conference on management of data,"Wen-Syan Li , Chris Clifton",SIGMOD Conference,VAL -,VAL -,VAL -
6850,1,efficient computation of iceberg cubes with complex measures,"guozhu dong , jian pei , jiawei han , ke wang",SIGMOD Conference,VAL -,efficient computation of iceberg cubes with complex measures international conference on management of data 2001,VAL -,VAL -,2001,,
6851,0,"object-relational database systems: principles, products, and challenges (tutorial)","michael j. carey, anil nori, nelson mendonça mattos",SIGMOD Conference,1997,storing and querying ordered xml using a relational database system international conference on management of data,"igor tatarinov, stratis d. viglas, kevin beyer, jayavel shanmugasundaram, eugene shekita, chun zhang",VAL -,2002,,
6852,0,The Impact of Database Research on Industrial Products (Panel Summary),"David B. Lomet, Daniel Barbará, José A. Blakeley, Michael Stonebraker, Daniel H. Fishman",ACM SIGMOD Record,1994,The Impact of Global Clustering on Spatial Database Systems,"Thomas Brinkhoff, Hans-Peter Kriegel",VLDB,1994,,
6853,1,dbmss on a modern processor : where does time go ?,"David A. Wood, Mark D. Hill, David J. Dewitt, Anastassia Ailamaki",VLDB,1999,dbmss on a modern processor : where does time go ? Very Large Data Bases,"Anastassia Ailamaki, David J. Dewitt, Mark D. Hill, David A. Wood",VAL -,1999,,
6854,0,spatial joins using seeded trees,"Chinya V. Ravishankar, Ming-Ling Lo",SIGMOD Conference,1994,"Fast Joins Using Join Indices Zhe Li , Kenneth A. Ross 1999",VAL -,VLDB Journal,VAL -,VAL -,VLDB Journal
6855,1,"response to the march 1994 odmg-93 commentary written by dr. won kim of unisql , inc object database management group sigmod record",VAL -,VAL -,VAL -,"response to the odmg-93 commentary written by dr. won kim of unisql , inc. corporate object database management group",VAL -,ACM SIGMOD Record,1994,,
6856,0,improving index performance through prefetching,"Shimin Chen, Todd C. Mowry, Phillip B. Gibbons",SIGMOD Conference,2001,"Improving Performance in Replicated Databases Through Relaxed Coherency Rainer Gallersdörfer , Matthias Nicola Very Large Data Bases 1995",VAL -,VAL -,VAL -,,
6857,0,promises and realities of active database systems,"Eric Simon , Angelika Kotz Dittrich",VLDB,VAL -,An Introduction to Deductive Database Languages and Systems,"Kotagiri Ramamohanarao, James Harland",VLDB Journal,1994,,
6858,0,book review column karl aberer,VAL -,SIGMOD Record,2003,book review column 2002,karl aberer,ACM SIGMOD Record,VAL -,VAL -,VAL -
6859,0,concurrency control in hierarchical multidatabase systems,"Henry F. Korth , Abraham Silberschatz , Sharad Mehrotra",VLDB Journal,1997,"An Aspect of Query Optimization in Multidatabase Systems Chiang Lee , Chia-Jung Chen , Hongjun Lu ACM SIGMOD Record 1995",VAL -,VAL -,VAL -,VLDB,VAL -
6860,0,Data Management for Earth System Science,"James Frew , Jeff Dozier",SIGMOD Record,1997,Bigsur: A System for the Management of Earth Science Data,"Paul Brown , Michael Stonebraker",Very Large Data Bases,VAL -,VAL -,VLDB
6861,0,flexible support for multiple access control policies ACM Trans. Database Syst.,"V. S. Subrahmanian, Sushil Jajodia, Pierangela Samarati, Maria Luisa Sapino",VAL -,2001,Supporting Multiple View Maintenance Policies,"Latha S. Colby, Akira Kawaguchi, Daniel F. Lieuwen, Inderpal Singh Mumick, Kenneth A. Ross",SIGMOD Conference,VAL -,VAL -,VAL -
6862,0,Rethinking Database System Architecture : Towards a Self-Tuning RISC-Style Database System,"Surajit Chaudhuri, Gerhard Weikum",VAL -,2000,Towards Self-Tuning Data Placement in Parallel Database Systems,"Mong Li Lee, Masaru Kitsuregawa, Beng Chin Ooi, Kian-Lee Tan, Anirban Mondal",SIGMOD Conference,2000,VAL -,VAL -
6863,0,zoo : a desktop experiment management environment,"Anastassia Ailamaki, Andrew Therber, Yannis E. Ioannidis, Anand Narayanan, Miron Livny",VAL -,VAL -,zoo : a desktop experiment management environment,"Yannis E. Ioannidis, Miron Livny, S. Gupta, Nagavamsi Ponnekanti",VLDB,1996,,
6864,0,Optimizing Multidimensional Index Trees for Main Memory Access SIGMOD Conference,"Sang Kyun Cha, Keunjoo Kwon, Kihong Kim",SIGMOD Conference,2001,Explaining Differences in Multidimensional Aggregates,Sunita Sarawagi,VLDB,1999,VAL -,VLDB
6865,0,"The Aditi Deductive Database System Kotagiri Ramamohanarao , David B. Kemp , Jayen Vaghani , Tim S. Leask , James Harland , Peter J. Stuckey , Zoltan Somogyi","Kotagiri Ramamohanarao, David B. Kemp, Jayen Vaghani, Tim S. Leask, James Harland, Peter J. Stuckey, Zoltan Somogyi",VLDB Journal,1994,"The ECRC Multi-Database System Willem Jonker , Heribert Schütz International Conference on Management of Data","Willem Jonker, Heribert Schütz",SIGMOD Conference,1995,,
6866,0,editor's notes sigmod record,Ling Liu,SIGMOD Conference,2002,Editorial Richard Snodgrass ACM Transactions on Database Systems (TODS) 2001,VAL -,ACM Transactions on Database Systems,VAL -,VAL -,VAL -
6867,0,Relaxed Transaction Processing,"Darrell Woelk , Munindar P. Singh , Christine Tomlinson",SIGMOD Conference,1994,The Impact of Object Technology on Commercial Transaction Processing,Edward E. Cobb,VLDB Journal,1997,VAL -,VLDB Journal
6868,0,adaptive filters for continuous queries over distributed data streams,"jennifer widom , chris olston , jing jiang",SIGMOD Conference,VAL -,"processing complex aggregate queries over data streams alin dobra , minos garofalakis , johannes gehrke , rajeev rastogi international conference on management of data",VAL -,International Conference on Management of Data,2002,,
6869,0,optimization of queries with user-defined predicates,VAL -,VLDB,VAL -,optimizing queries with universal quantification in object-oriented and object-relational databases,"Jens Claußen, Alfons Kemper, Guido Moerkotte, Klaus Peithner",Very Large Data Bases,1997,,
6870,0,An Efficient Method for Performing Record Deletions and Updates Using Index Scans C. Mohan,VAL -,VLDB,2002,"An Efficient Method for Checking Object-Oriented Database Schema Correctness A. Formica , H. D. Groger , M. Missikoff 1998",VAL -,ACM Transactions on Database Systems ( TODS ),VAL -,VLDB,VAL -
6871,0,unisql/x unified relational and object-oriented database system won kim sigmod conference,VAL -,VAL -,1994,"object-relational database systems ( tutorial ) : principles , products and challenges","michael j. carey , nelson m. mattos , anil k. nori",SIGMOD Conference,1997,,
