id,label,left_name,right_name,left_addr,right_addr,left_city,right_city,left_phone,right_phone,left_category,right_category,left_class,right_class
461,0,palisades,` original pancake house ( at ) ',' 1829 peachtree rd. ',' 4330 peachtree rd. ',atlanta,atlanta,404/350 -6755,404-237-4116,continental,american,410,708
462,0,` gabriela \ 's ',` monsoon ( ny ) ',' 685 amsterdam ave. at 93rd st. ',' 435 amsterdam ave. ',` new york ',` new york city ',212/961 -0574,212-580-8686,mexican,thai,253,629
463,1,` grill on the alley ',` grill the ',' 9560 dayton way ',' 9560 dayton way ',` los angeles ',` beverly hills ',310/276 -0615,310-276-0615,american,` american ( traditional ) ',9,9
464,0,` luna si ',toulouse,' 1931 peachtree rd. ',' 293-b peachtree rd. ',atlanta,atlanta,404/355 -5993,404-351-9533,continental,` french ( new ) ',405,92
465,0,petrossian,` virgil \ 's real bbq ',' 182 w. 58th st. ',' 152 w. 44th st. ',` new york ',` new york city ',212/245 -2214,212-921-9494,french,bbq,52,66
466,0,` cafe ritz-carlton buckhead ',toulouse,' 3434 peachtree rd. ',' 293-b peachtree rd. ',atlanta,atlanta,404/237 -2700,404-351-9533,` ext 6108 international ',` french ( new ) ',89,92
467,0,postrio,mifune,' 545 post st. ',' 1737 post st. ',` san francisco ',` san francisco ',415/776 -7825,415-922-0337,american,japanese,109,107
468,0,` bally \ 's big kitchen ',` coyote cafe ( las vegas ) ',' 3645 las vegas blvd. s ',' 3799 las vegas blvd. s. ',` las vegas ',` las vegas ',702/739 -4111,702-891-7349,buffets,southwestern,424,68
469,0,` bally \ 's big kitchen ',` michael \ 's ( las vegas ) ',' 3645 las vegas blvd. s ',' 3595 las vegas blvd. s. ',` las vegas ',` las vegas ',702/739 -4111,702-737-7111,buffets,continental,424,664
470,0,swingers,` tommy \ 's ',' 8020 beverly blvd. ',' 2575 beverly blvd. ',` los angeles ',la,213/653 -5858,213-389-9060,american,hamburgers,164,598
471,0,` steak house ',` morton \ 's of chicago ( las vegas ) ',' 2880 las vegas blvd. s ',' 3200 las vegas blvd. s. ',` las vegas ',` las vegas ',702/734 -0410,702-893-0703,` steak houses ',steakhouses,72,667
472,0,` dante \ 's down the hatch buckhead ',` white house restaurant ',' 3380 peachtree rd. ',' 3172 peachtree rd. ne ',atlanta,atlanta,404/266 -1600,404-237-7601,continental,diners,393,719
473,0,` annie \ 's thai castle ',chopstix,' 3195 roswell rd. ',' 4279 roswell rd. ',atlanta,atlanta,404/264 -9546,404-255-4868,asian,chinese,381,688
474,0,tomtom,nava,' 3393 peachtree rd. ',' 3060 peachtree rd. ',atlanta,atlanta,404/264 -1163,404-240-1984,continental,southwestern,422,706
475,0,` steak house ','em eril \ 's new orleans fish house ',' 2880 las vegas blvd. s ',' 3799 las vegas blvd. s. ',` las vegas ',` las vegas ',702/734 -0410,702-891-7374,` steak houses ',seafood,72,659
476,0,toulouse,nava,' b peachtree rd. ',' 3060 peachtree rd. ',atlanta,atlanta,404/351 -9533,404-240-1984,french,southwestern,92,706
477,0,` katia \ 's ',` sylvia \ 's ',' 600 5th ave. ',' 328 lenox ave. ',` san francisco ',` new york city ',415/668 -9292,212-996-0660,'',southern/soul,487,644
478,0,` antonio \ 's ',` don antonio \ 's ',' 3700 w. flamingo ',' 1136 westwood blvd. ',` las vegas ',westwood,702/252 -7737,310-209-1422,italian,italian,423,550
479,0,bruno,` sparks steak house ',' 240 e. 58th st. ',' 210 e. 46th st. ',` new york ',` new york city ',212/688 -4190,212-687-4855,italian,steakhouses,195,641
480,0,` alain rondelli ',` bill \ 's place ',' 126 clement st. ',' 2315 clement st. ',` san francisco ',` san francisco ',415/387 -0408,415-221-5262,french,hamburgers,94,721
481,0,` luna si ',` ritz-carlton cafe ( buckhead ) ',' 1931 peachtree rd. ',' 3434 peachtree rd. ne ',atlanta,atlanta,404/355 -5993,404-237-2700,continental,` american ( new ) ',405,89
482,0,` hedgerose heights inn ',canoe,' 490 e. paces ferry rd. ',' 4199 paces ferry rd. ',atlanta,atlanta,404/233 -7673,770-432-2663,international,` american ( new ) ',82,684
483,0,` palace court ',` buccaneer bay club ',' 3570 las vegas blvd. s ',' 3300 las vegas blvd. s. ',` las vegas ',` las vegas ',702/731 -7547,702-894-7350,continental,continental,70,657
484,0,` nate \ ` n \ ' al \ 's ',` ruth \ 's chris steak house ( los angeles ) ',' 414 n. beverly dr. ',' 224 s. beverly dr. ',` los angeles ',` beverly hills ',310/274 -0101,310-859-8744,american,steakhouses,149,593
485,1,citrus,citrus,' 6703 melrose ave. ',' 6703 melrose ave. ',` los angeles ',` los angeles ',213/857 -0034,213-857-0034,californian,californian,6,6
486,0,` bone \ 's ',` carmine \ 's ',' 3130 piedmont road ',' 2450 broadway ',atlanta,` new york city ',404/237 -2663,212-362-2200,american,italian,76,28
487,1,` locanda veneta ',` locanda veneta ',' 3rd st. ',' 8638 w. third st. ',` los angeles ',` los angeles ',310/274 -1893,310-274-1893,italian,italian,13,13
488,0,` fifty seven fifty seven ',` manhattan ocean club ','57 e. 57th st. ','57 w. 58th st. ',` new york ',` new york city ',212/758 -5757,212-371-7777,american,seafood,239,45
489,0,patina,` johnny rockets ( la ) ',' 5955 melrose ave. ',' 7507 melrose ave. ',` los angeles ',la,213/467 -1108,213-651-3361,californian,american,16,564
490,0,` circus circus ',` tre visi ',' 2880 las vegas blvd. s ',' 3799 las vegas blvd. s. ',` las vegas ',` las vegas ',702/734 -0410,702-891-7331,buffets,italian,437,674
491,0,` lanza restaurant ',` thailand restaurant ',' 168 1st ave. between 10th and 11th sts . ',' 106 bayard st. ',` new york ',` new york city ',212/674 -7014,212-349-3132,italian,thai,282,649
492,0,` morton \ 's ',` le chardonnay ( los angeles ) ',' 8764 melrose ave. ',' 8284 melrose ave. ',` los angeles ',` los angeles ',310/276 -5205,213-655-8880,american,` french bistro ',148,12
493,0,` margarita \ 's mexican cantina ',moongate,' 3120 las vegas blvd. s ',' 3400 las vegas blvd. s. ',` las vegas ',` las vegas ',702/794 -8200,702-791-7352,mexican,chinese,444,666
494,0,` ritz-carlton restaurant and dining room ',` campton place ',' 600 stockton st. ',' 340 stockton st. ',` san francisco ',` san francisco ',415/296 -7465,415-955-5555,american,` american ( new ) ',110,98
495,0,` le marais ',` sparks steak house ',' 150 w. 46th st. ',' 210 e. 46th st. ',` new york ',` new york city ',212/869 -0900,212-687-4855,american,steakhouses,290,641
496,0,` morton \ 's ',` johnny rockets ( la ) ',' 8764 melrose ave. ',' 7507 melrose ave. ',` los angeles ',la,310/276 -5205,213-651-3361,american,american,148,564
497,0,` circus circus ',` morton \ 's of chicago ( las vegas ) ',' 2880 las vegas blvd. s ',' 3200 las vegas blvd. s. ',` las vegas ',` las vegas ',702/734 -0410,702-893-0703,buffets,steakhouses,437,667
498,0,` manhattan cafe ',` manhattan ocean club ',' 1161 1st ave. between 63rd and 64th sts . ','57 w. 58th st. ',` new york ',` new york city ',212/888 -6556,212-371-7777,american,seafood,300,45
499,0,` steak house ',` coyote cafe ( las vegas ) ',' 2880 las vegas blvd. s ',' 3799 las vegas blvd. s. ',` las vegas ',` las vegas ',702/734 -0410,702-891-7349,` steak houses ',southwestern,72,68
500,0,fenix,` duke \ 's ',' 8358 sunset blvd. west ',' 8909 sunset blvd. ',hollywood,` w. hollywood ',213/848 -6677,310-652-3100,american,` coffee shops ',7,551
501,0,` gotham bar & grill ',yama,'12 e. 12th st. ',' 122 e. 17th st. ',` new york ',` new york city ',212/620 -4020,212-475-0969,american,japanese,35,654
502,0,otabe,darbar,'68 e. 56th st. ','44 w. 56th st. ',` new york ',` new york city ',212/223 -7575,212-432-7227,asian,indian,318,609
503,0,` pacific dining car ',` ti couz ',' 6th st. ',' 3108 16th st. ',` los angeles ',` san francisco ',213/483 -6000,415-252-7373,american,french,153,748
504,0,` lillie langtry \ 's ',` hugo \ 's cellar ',' 129 e. fremont st. ',' 202 e. fremont st. ',` las vegas ',` las vegas ',702/385 -7111,702-385-4011,asian,continental,442,661
505,1,aqua,aqua,' 252 california st. ',' 252 california st. ',` san francisco ',` san francisco ',415/956 -9662,415-956-9662,seafood,` american ( new ) ',95,95
506,1,campanile,campanile,' 624 s. la brea ave. ',' 624 s. la brea ave. ',` los angeles ',` los angeles ',213/938 -1447,213-938-1447,american,californian,4,4
507,0,` pen & pencil ',march,' 205 e. 45th st. ',' 405 e. 58th st. ',` new york ',` new york city ',212/682 -8660,212-754-6272,american,` american ( new ) ',325,46
508,0,` le soleil ',` bill \ 's place ',' 133 clement st. ',' 2315 clement st. ',` san francisco ',` san francisco ',415/668 -4848,415-221-5262,asian,hamburgers,492,721
509,0,mikado,` madame ching \ 's ',' 3400 las vegas blvd. s ',' 3300 las vegas blvd. s. ',` las vegas ',` las vegas ',702/791 -7111,702-894-7111,asian,asian,446,662
510,0,` inca grill ',` mesa grill ',' 492 broome st. near w. broadway ',' 102 fifth ave. ',` new york ',` new york city ',212/966 -3371,212-807-7400,` latin american ',southwestern,268,47
511,0,'em press court ',` chin \ 's ',' 3570 las vegas blvd. s ',' 3200 las vegas blvd. s. ',` las vegas ',` las vegas ',702/731 -7888,702-733-8899,asian,chinese,438,67
512,0,` bally \ 's big kitchen ',` morton \ 's of chicago ( las vegas ) ',' 3645 las vegas blvd. s ',' 3200 las vegas blvd. s. ',` las vegas ',` las vegas ',702/739 -4111,702-893-0703,buffets,steakhouses,424,667
513,0,` tommy tang \ 's ',` le chardonnay ( los angeles ) ',' 7313 melrose ave. ',' 8284 melrose ave. ',` los angeles ',` los angeles ',213/937 -5733,213-655-8880,asian,` french bistro ',167,12
514,0,ferrier,` john \ 's pizzeria ','29 e. 65th st. ','48 w. 65th st. ',` new york ',` new york city ',212/772 -9000,212-721-7001,french,pizza,238,618
515,0,` hong kong villa ',` bill \ 's place ',' 2332 clement st. ',' 2315 clement st. ',` san francisco ',` san francisco ',415/752 -8833,415-221-5262,asian,hamburgers,481,721
516,0,` the bacchanal ',` spago ( las vegas ) ',' 3570 las vegas blvd. s ',' 3500 las vegas blvd. s. ',` las vegas ',` las vegas ',702/731 -7525,702-369-6300,` only in las vegas ',californian,449,670
517,0,` the bacchanal ',` madame ching \ 's ',' 3570 las vegas blvd. s ',' 3300 las vegas blvd. s. ',` las vegas ',` las vegas ',702/731 -7525,702-894-7111,` only in las vegas ',asian,449,662
518,1,` arnie morton \ 's of chicago ',` arnie morton \ 's of chicago ',' 435 s. la cienega blv . ',' 435 s. la cienega blvd. ',` los angeles ',` los angeles ',310/246 -1501,310-246-1501,american,steakhouses,0,0
519,0,citrus,` mo better meatty meat ',' 6703 melrose ave. ',' 7261 melrose ave. ',` los angeles ',la,213/857 -0034,213-935-5280,californian,hamburgers,6,579
520,0,` bugsy \ 's diner ',` michael \ 's ( las vegas ) ',' 3555 las vegas blvd. s ',' 3595 las vegas blvd. s. ',` las vegas ',` las vegas ',702/733 -3111,702-737-7111,` coffee shops/diners ',continental,431,664
521,0,` tavola calda ',` sweet lady jane ',' 7371 melrose ave. ',' 8360 melrose ave. ',` los angeles ',la,213/658 -6340,213-653-7145,italian,desserts,165,596
522,0,lespinasse,dawat,' 2 e. 55th st. ',' 210 e. 58th st. ',` new york ',` new york city ',212/339 -6719,212-355-7555,american,indian,43,32
523,0,vong,dawat,' 200 e. 54th st. ',' 210 e. 58th st. ',` new york ',` new york city ',212/486 -9592,212-355-7555,american,indian,373,32
524,1,` chin \ 's ',` chin \ 's ',' 3200 las vegas blvd. s ',' 3200 las vegas blvd. s. ',` las vegas ',` las vegas ',702/733 -8899,702-733-8899,asian,chinese,67,67
525,0,` il nido ',seryna,' 251 e. 53rd st. ','11 e. 53rd st. ',` new york ',` new york city ',212/753 -8450,212-980-9393,italian,japanese,267,59
526,0,` jean lafitte ',petrossian,'68 w. 58th st. ',' 182 w. 58th st. ',` new york ',` new york city ',212/751 -2323,212-245-2214,french,russian,272,52
527,0,mikado,` steak house the ',' 3400 las vegas blvd. s ',' 2880 las vegas blvd. s. ',` las vegas ',` las vegas ',702/791 -7111,702-734-0410,asian,steakhouses,446,72
528,0,` luna si ',` ritz-carlton restaurant ',' 1931 peachtree rd. ',' 181 peachtree st. ',atlanta,atlanta,404/355 -5993,404-659-0400,continental,` french ( classic ) ',405,91
529,0,` four seasons grill room ','21 club ','99 e. 52nd st. ','21 w. 52nd st. ',` new york ',` new york city ',212/754 -9494,212-582-7200,american,` american ( new ) ',34,23
530,0,` golden steer ',` mayflower cuisinier ',' 308 w. sahara ave. ',' 4750 w. sahara ave. ',` las vegas ',` las vegas ',702/384 -4470,702-870-8432,` steak houses ',chinese,441,663
531,0,` camille \ 's ',` carmine \ 's ',' 1186 n. highland ave. ',' 2450 broadway ',atlanta,` new york city ',404/872 -7203,212-362-2200,italian,italian,388,28
532,0,'em press court ',` buccaneer bay club ',' 3570 las vegas blvd. s ',' 3300 las vegas blvd. s. ',` las vegas ',` las vegas ',702/731 -7888,702-894-7350,asian,continental,438,657
533,0,felidia,petrossian,' 243 e. 58th st. ',' 182 w. 58th st. ',` new york ',` new york city ',212/758 -1479,212-245-2214,italian,russian,33,52
534,0,` viva mercado \ 's ','till erman the ',' 6182 w. flamingo rd. ',' 2245 e. flamingo rd. ',` las vegas ',` las vegas ',702/871 -8826,702-731-4036,mexican,steakhouses,451,73
535,0,` coyote cafe ',` morton \ 's of chicago ( las vegas ) ',' 3799 las vegas blvd. s ',' 3200 las vegas blvd. s. ',` las vegas ',` las vegas ',702/891 -7349,702-893-0703,southwestern,steakhouses,68,667
536,0,` le colonial ',lutece,' 149 e. 57th st. ',' 249 e. 50th st. ',` new york ',` new york city ',' 212 / 752-0808 ',212-752-2225,asian,` french ( classic ) ',286,44
537,0,tomtom,` original pancake house ( at ) ',' 3393 peachtree rd. ',' 4330 peachtree rd. ',atlanta,atlanta,404/264 -1163,404-237-4116,continental,american,422,708
538,0,palisades,` ritz-carlton cafe ( buckhead ) ',' 1829 peachtree rd. ',' 3434 peachtree rd. ne ',atlanta,atlanta,404/350 -6755,404-237-2700,continental,` american ( new ) ',410,89
539,1,` art \ 's delicatessen ',` art \ 's deli ',' 12224 ventura blvd. ',' 12224 ventura blvd. ',` studio city ',` studio city ',818/762 -1221,818-762-1221,american,delis,1,1
540,1,` carnegie deli ',` carnegie deli ',' 854 7th ave. between 54th and 55th sts . ',' 854 seventh ave. ',` new york ',` new york city ',212/757 -2245,212-757-2245,delicatessen,delis,29,29
541,0,orso,` island spice ',' 322 w. 46th st. ',' 402 w. 44th st. ',` new york ',` new york city ',212/489 -7212,212-765-1737,italian,caribbean,316,37
542,0,` annie \ 's thai castle ',` la fonda latina ',' 3195 roswell rd. ',' 4427 roswell rd. ',atlanta,atlanta,404/264 -9546,404-303-8201,asian,spanish,381,701
543,0,` judson grill ','21 club ',' 152 w. 52nd st. ','21 w. 52nd st. ',` new york ',` new york city ',212/582 -5252,212-582-7200,american,` american ( new ) ',276,23
544,0,` manhattan ocean club ',` les celebrites ','57 w. 58th st. ',' 155 w. 58th st. ',` new york ',` new york city ',' 212 / 371-7777 ',212-484-5113,seafood,` french ( classic ) ',45,42
545,0,` teresa \ 's ',` teresa \ 's ',' 103 1st ave. between 6th and 7th sts . ','80 montague st. ',` new york ',queens,212/228 -0604,718-520-2910,` east european ',polish,358,647
546,0,toulouse,` palm the ( atlanta ) ',' b peachtree rd. ',' 3391 peachtree rd. ne ',atlanta,atlanta,404/351 -9533,404-814-1955,french,steakhouses,92,709
547,0,citrus,` johnny rockets ( la ) ',' 6703 melrose ave. ',' 7507 melrose ave. ',` los angeles ',la,213/857 -0034,213-651-3361,californian,american,6,564
548,0,` cafe pierre ',` lespinasse ( new york city ) ',' 2 e. 61st st. ',' 2 e. 55th st. ',` new york ',` new york city ',212/940 -8185,212-339-6719,french,asian,203,43
549,0,` yoyo tsumami bistro ',mifune,' 1611 post st. ',' 1737 post st. ',` san francisco ',` san francisco ',415/922 -7788,415-922-0337,french,japanese,530,107
550,0,` dining room ritz-carlton buckhead ',` ritz-carlton cafe ( buckhead ) ',' 3434 peachtree rd. ',' 3434 peachtree rd. ne ',atlanta,atlanta,404/237 -2700,404-237-2700,international,` american ( new ) ',90,89
551,0,` steak house ',` michael \ 's ( las vegas ) ',' 2880 las vegas blvd. s ',' 3595 las vegas blvd. s. ',` las vegas ',` las vegas ',702/734 -0410,702-737-7111,` steak houses ',continental,72,664
552,0,` des alpes ',montrachet,' 732 broadway ',' 239 w. broadway ',` san francisco ',` new york city ',415/788 -9900,212-219-2777,french,` french bistro ',468,49
553,0,` bugsy \ 's diner ',` chin \ 's ',' 3555 las vegas blvd. s ',' 3200 las vegas blvd. s. ',` las vegas ',` las vegas ',702/733 -3111,702-733-8899,` coffee shops/diners ',chinese,431,67
554,0,` jewel of india ',` virgil \ 's real bbq ','15 w. 44th st. ',' 152 w. 44th st. ',` new york ',` new york city ',212/869 -5544,212-921-9494,asian,bbq,273,66
555,0,shaan,` manhattan ocean club ','57 w. 48th st. ','57 w. 58th st. ',` new york ',` new york city ',' 212 / 977-8400 ',212-371-7777,asian,seafood,349,45
556,0,` fleur de jour ',` la grenouille ',' 348 e. 62nd st. ',' 3 e. 52nd st. ',` new york ',` new york city ',212/355 -2020,212-752-1495,` coffee bar ',` french ( classic ) ',245,623
557,0,dive !,` cafe blanc ',' 10250 santa monica blvd. ',' 9777 little santa monica blvd. ',` los angeles ',` beverly hills ',310/788 -,310-888-0108,` dive american ',` pacific new wave ',128,546
558,0,bizou,` cucina di pesce ',' 598 fourth st. ','87 e. fourth st. ',` san francisco ',` new york city ',415/543 -2222,212-260-6800,french,seafood,459,608
559,0,tillerman,` fiore rotisserie & grille ',' 2245 e. flamingo rd. ',' 3700 w. flamingo rd. ',` las vegas ',` las vegas ',702/731 -4036,702-252-7702,seafood,italian,73,660
560,0,petrossian,dawat,' 182 w. 58th st. ',' 210 e. 58th st. ',` new york ',` new york city ',212/245 -2214,212-355-7555,french,indian,52,32
561,0,` le chardonnay ',` johnny rockets ( la ) ',' 8284 melrose ave. ',' 7507 melrose ave. ',` los angeles ',la,213/655 -8880,213-651-3361,french,american,12,564
562,0,` bamboo garden ','till erman the ',' 4850 flamingo rd. ',' 2245 e. flamingo rd. ',` las vegas ',` las vegas ',702/871 -3262,702-731-4036,asian,steakhouses,425,73
563,0,` cafe bizou ',` sushi nozawa ',' 14016 ventura blvd. ',' 11288 ventura blvd. ',` sherman oaks ',` studio city ',818/788 -3536,818-508-7017,french,japanese,3,595
564,0,bistango,` morton \ 's of chicago ( atlanta ) ',' 1100 peachtree st. ',' 303 peachtree st. ne ',atlanta,atlanta,404/724 -0901,404-577-4366,mediterranean,steakhouses,386,704
565,0,` circus circus ',` madame ching \ 's ',' 2880 las vegas blvd. s ',' 3300 las vegas blvd. s. ',` las vegas ',` las vegas ',702/734 -0410,702-894-7111,buffets,asian,437,662
566,0,abbey,majestic,' 163 ponce de leon ave. ',' 1031 ponce de leon ave. ',atlanta,atlanta,404/876 -8532,404-875-0276,international,diners,379,703
