id,label,left_title,left_authors,left_venue,left_year,right_title,right_authors,right_venue,right_year,left_vldb,right_vldb
5850,0,Metadata for Multimedia Documents,"Thomas C. Rakow, Klemens Böhm",VAL -,1994,Multimediaminer: A System Prototype for Multimedia Data Mining,Val -,SIGMOD Conference,1998,,
5851,0,Petabyte Databases Dirk Düllmann,VAL -,SIGMOD Conference,1999,The XPS Approach to Loading and Unloading Terabyte Databases,Sanket Atal,VLDB,1996,,
5852,0,Qursed: Querying and Reporting Semistructured Data,VAL -,SIGMOD Conference,2002,Vqbd: Exploring Semistructured Data,"Sudarshan S. Chawathe, Thomas Baby, Jihwang Yoo",International Conference on Management of Data,2001,,
5853,1,Reducing Multidatabase Query Response Time by Tree Balancing,"Weimin Du, Ming-Chien Shan, Umeshwar Dayal",VAL -,VAL -,Reducing Multidatabase Query Response Time by Tree Balancing,"Weimin Du, Ming-Chien Shan, Umeshwar Dayal",SIGMOD Conference,1995,,
5854,0,Optimizing queries with universal quantification in object-oriented and object-relational databases,VAL -,VLDB,VAL -,Optimization of queries with user-defined predicates,"Surajit Chaudhuri, Kyuseok Shim",TODS,1999,,
5855,0,The Mariposa Distributed Database Management System,Jeff Sidell,ACM SIGMOD Record,1996,Tigukat: A Uniform Behavioral Objectbase Management System,"Özsu, M. Tamer; Peters, Randal; Szafron, Duane; Irani, Boman; Lipka, Anna; MuñoZ, Adriana",VLDB Journal,1995,VAL -,VLDB Journal
5856,0,Explaining Differences in Multidimensional Aggregates,VAL -,VAL -,1999,Quasi-Cubes: Exploiting Approximations in Multidimensional Databases,"Daniel Barbar Á, Mark Sullivan",ACM SIGMOD Record,VAL -,,
5857,0,A System for Keyword Proximity Search on XML Databases,VAL -,VAL -,VAL -,DBXplorer: Enabling Keyword Search Over Relational Databases,"Sanjay Agrawal, Surajit Chaudhuri, Gautam Das",SIGMOD Conference,VAL -,VAL -,VAL -
5858,0,An efficient bitmap encoding scheme for selection queries,VAL -,SIGMOD Conference,1999,Query optimization for selections using bitmaps,Ming-Chuan Wu,International Conference on Management of Data,1999,,
5859,0,Research Issues for Data Communication in Mobile Ad-Hoc Network Database Systems,VAL -,ACM SIGMOD Record,2003,Research Issues in Moving Objects Databases (Tutorial Session),Ouri Wolfson,SIGMOD Conference,2000,,
5860,1,Quickly Generating Billion-Record Synthetic Databases,VAL -,SIGMOD Conference,1994,Quickly Generating Billion-Record Synthetic Databases,"Jim Gray, Prakash Sundaresan, Susanne Englert, Ken Baclawski, Peter J. Weinberger",International Conference on Management of Data,1994,,
5861,1,Process Automation as the Foundation for E-Business,VAL -,VLDB,2000,Process Automation as the Foundation for E-Business,VAL -,VAL -,2000,,
5862,0,editor's notes,Michael J. Franklin,VAL -,VAL -,editorial,Richard Snodgrass,ACM Transactions on Database Systems (TODS),2001,,
5863,1,the p operator: discovering and ranking associations on the semantic web,"Kemafor Anyanwu, Amit P. Sheth",ACM SIGMOD Record,VAL -,the ∂ operator: discovering and ranking associations on the semantic web,"Kemafor Anyanwu, Amit Sheth",ACM SIGMOD Record,VAL -,,
5864,0,Distributed Deviation Detection in Sensor Networks,"Dimitrios Gunopulos, Themistoklis Palpanas, Dimitris Papadopoulos, Vana Kalogeraki",ACM SIGMOD Record,2003,Bluetooth-Based Sensor Networks,"Philippe Bonnet, Allan Beaufour, Mads Bondø Dydensborg, Martin Leopold",ACM SIGMOD Record,2003,VAL -,VAL -
5865,1,New Programs at DARPA and NSF,Xiaolei Qian,ACM SIGMOD Record,1996,New Programs at DARPA and NSF,Xiolai Qian,ACM SIGMOD Record,VAL -,VAL -,VAL -
5866,1,SAP R/3: A Database Application System (Tutorial),"Alfons Kemper, Florian Matthes, Donald Kossmann",SIGMOD Conference,1998,VAL -,VAL -,VAL -,VAL -,,
5867,0,Materialized Views Selection in a Multidimensional Database,"Teniente Ernest, Baralis Elena, Paraboschi Stefano",VAL -,1997,Materialized Views and Data Warehouses,Roussopoulos Nick,ACM SIGMOD Record,1998,,
5868,0,Join Index Hierarchies for Supporting Efficient Navigations in Object-Oriented Databases,VAL -,VLDB,1994,Description Logics for Semantic Query Optimization in Object-Oriented Database Systems,"Domenico Beneventano, Sonia Bergamaschi, Claudio Sartori",ACM Transactions on Database Systems (TODS),2003,,
5869,0,Optimization of queries with user-defined predicates,VAL -,VLDB,VAL -,Optimizing disjunctive queries with expensive predicates,"A. Kemper, G. Moerkotte, K. Peithner, M. Steinbrunn",SIGMOD Conference,1994,,
5870,0,Dynamat: A Dynamic View Management System for Data Warehouses,"Nick Roussopoulos, Yannis Kotidis",SIGMOD Conference,VAL -,Lore: A Database Management System for Semistructured Data,VAL -,ACM SIGMOD Record,1997,,
5871,0,Description Logics for Semantic Query Optimization in Object-Oriented Database Systems,VAL -,ACM Trans. Database Syst.,2003,Structures for Manipulating Proposed Updates in Object-Oriented Databases,"Michael Doherty, Richard Hull, Mohammed Rupawalla",SIGMOD Conference,1996,,
5872,0,cmvf: a novel dimension reduction scheme for efficient indexing in a large image database,"John Shepherd, Quan Z. Sheng, Du Q. Huynh, Jialie Shen, Anne H. H. Ngu",SIGMOD Conference,2003,Combining multi-visual features for efficient indexing in a large image database,VAL -,VLDB Journal,2001,,
5873,1,Fast Computation of Sparse Datacubes,"Divesh Srivastava, Kenneth A. Ross",VAL -,1997,Fast Computation of Sparse Datacubes,VAL -,Very Large Data Bases,VAL -,,
5874,1,Optimizing Queries on Compressed Bitmaps,"Sihem Amer-Yahia, Theodore Johnson",VLDB,2000,Optimizing Queries on Compressed Bitmaps,VAL -,Very Large Data Bases,2000,,
5875,0,Miro Web: Integrating Multiple Data Sources Through Semistructured Data Types,"Fei Sha, Tatiana Chan-Sine-Ying, Georges Gardarin, Tuyet-Tram Dang-Ngoc, Jean-Luc Darroux, Luc Bouganim",VAL -,1999,Capturing and Querying Multiple Aspects of Semistructured Data,"Curtis E. Dyreson, Michael H. B&#246;hlen, Christian S. Jensen",VAL -,1999,,
5876,0,Data and Knowledge Base Research at Hong Kong University of Science and Technology,VAL -,VAL -,VAL -,Database Research at Arizona State University,"Susan D. Urban, Suzanne W. Dietrich, Forouzan Golshani",ACM SIGMOD Record,1996,,
5877,1,Objectivity Industrial Exhibit,VAL -,VAL -,VAL -,Objectivity Industrial Exhibit,VAL -,Very Large Data Bases,1998,,VLDB
5878,0,a comparison of selectivity estimators for range queries on metric attributes,"Bernhard Seeger, Björn Blohsfeld, Dieter Korus",SIGMOD Conference,1999,VAL -,VAL -,VAL -,VAL -,,
5879,0,Unisql/X Unified Relational and Object-Oriented Database System,VAL -,SIGMOD Conference,1994,Java and Relational Databases (Tutorial): SQLJ,"Gray Clossman, Phil Shaw, Mark Hapner, Johannes Klein, Richard Pledereder, Brian Becker",International Conference on Management of Data,1998,VAL -,VAL -
5880,0,Probabilistic Optimization of Top N Queries,"Donko Donjerkovic, Raghu Ramakrishnan",VLDB,1999,SQL Query Optimization: Reordering for a General Class of Queries,VAL -,SIGMOD Conference,VAL -,,
5881,0,Versioning and Configuration Management in an Object-Oriented Data Model,Edward Sciore,VLDB Journal,1994,Accessing a Relational Database through an Object-Oriented Database Interface,VAL -,Very Large Data Bases,VAL -,,
5882,0,Scalability and Availability in Oracle7,Dieter Gawlick,VAL -,1996,Nonstop SQL: Scalability and Availability for Decision Support,VAL -,SIGMOD Conference,VAL -,,
5883,0,agflow: agent-based cross-enterprise workflow management system,"Boualem Benatallah, Anne H.H.Ngu, Phuong Nguyen, Liangzhao Zeng",VLDB,VAL -,The Ores Temporal Database Management System,"Babis Theodoulidis, Aziz Ait-Braham, George Andrianopoulos, Jayant Chaudhary, George Karvelis, Simon Sou",SIGMOD Conference,1994,VLDB,VAL -
5884,0,Querying XML Views of Relational Data,VAL -,VAL -,VAL -,Relational Databases for Querying XML Documents: Limitations and Opportunities,"Jayavel Shanmugasundaram, Kristin Tufte, Chun Zhang, Gang He, David J. Dewitt, Jeffrey F. Naughton",Very Large Data Bases,1999,,
5885,0,semantic integration in heterogeneous databases using neural networks,"Chris Clifton, Wen-Syan Li",VAL -,1994,using semantic values to facilitate interoperability among heterogeneous information systems,"Edward Sciore, Michael Siegel, Arnon Rosenthal",TODS,1994,,
5886,0,Query Processing in Tertiary Memory Databases,VAL -,VAL -,1995,Query Processing Techniques for Arrays,"Arunprasad P. Marathe, Kenneth Salem",SIGMOD Conference,1999,VAL -,VAL -
5887,0,Distributed Query Evaluation on Semistructured Data,VAL -,ACM Trans. Database Syst.,2002,DataGuides: Enabling Query Formulation and Optimization in Semistructured Databases,"Roy Goldman, Jennifer Widom",Very Large Data Bases,VAL -,VAL -,VLDB
5888,0,Guest Editorial Alon Y. Halevy,VAL -,VLDB Journal,2002,Editorial,Richard Snodgrass,ACM Transactions on Database Systems (TODS),2001,,
5889,0,Query Optimization at the Crossroads (Panel),VAL -,SIGMOD Conference,1997,Query Optimization by Predicate Move-Around,"Alon Y. Levy, Inderpal Singh Mumick, Yehoshua Sagiv",Very Large Data Bases,1994,VAL -,VLDB
5890,0,Database Design for Incomplete Relations,VAL -,VAL -,1999,Data Model for Extensible Support of Explicit Relationships in Design Databases,"Joan Peckham, Bonnie Mackellar, Michael Doherty",VLDB Journal,1995,,
5891,0,Evaluating Functional Joins Along Nested Reference Sets In Object-Relational And Object-Oriented Databases,"Kemper, Alfons; Braumandl, Reinhard; Claussen, Jens",VAL -,1998,Extraction Of Object-Oriented Structures From Existing Relational Databases,"Ramanathan, Shekar; Hodges, Julia",ACM SIGMOD Record,1997,,
5892,0,algorithms for materialized view design in data warehousing environment,VAL -,VAL -,VAL -,incremental clustering for mining in a data warehousing environment,"Martin Ester, Hans-Peter Kriegel, Jörg Sander, Michael Wimmer, Xiaowei Xu",Very Large Data Bases,1998,,
5893,0,Optimizing queries with universal quantification in object-oriented and object-relational databases,VAL -,VAL -,VAL -,Static detection of security flaws in object-oriented databases,Keishi Tajima,SIGMOD Conference,1996,,
5894,0,Metadata for Multimedia Documents,"Thomas C. Rakow, Klemens Böhm",VAL -,1994,Checking the Temporal Integrity of Interactive Multimedia Documents,"I. Mirbel, B. Pernici, T. Sellis, S. Tserkezoglou, M. Vazirgiannis",VLDB Journal,VAL -,,
5895,0,Guest Editor's Introduction,VAL -,VAL -,VAL -,Guest Editorial,"Fabio Casati, Ming-Chien Shan, Dimitrios Georgakopoulos",VLDB Journal,2001,,
5896,1,Your Mediators Need Data Conversion!,"Sophie Cluet, Katarzyna Smaga, Jérôme Siméon, Claude Delobel",SIGMOD Conference,1998,Your Mediators Need Data Conversion!,"Sophie Cluet, Claude Delobel, Jérome Siméon, Katarzyna Smaga",International Conference on Management of Data,1998,,
5897,0,Research Activities in Database Management and Information Retrieval at the University of Illinois at Chicago,"A. Prasad Sistla, Isabel F. Cruz, Ashfaq A. Khokhar, Clement T. Yu, Bing Liu, Ouri Wolfson",ACM SIGMOD Record,2002,"Research in Information Management at Dublin City University Mark Roantree, Alan F. Smeaton 2002",VAL -,ACM SIGMOD Record,VAL -,VAL -,VAL -
5898,0,Editorial Richard T. Snodgrass,VAL -,ACM Trans. Database Syst.,2001,"Guest Editorial Vijay Atluri, Anupam Joshi, Yelena Yesha",VAL -,VLDB Journal,VAL -,,
5899,0,Concurrency and Recovery in Generalized Search Trees,"C. Mohan, Joseph M. Hellerstein, Marcel Kornacker",SIGMOD Conference,1997,Generalized Search Trees for Database Systems,"Joseph M. Hellerstein, Jeffrey F. Naughton, Avi Pfeffer",Very Large Data Bases,1995,VAL -,VLDB
5900,0,The Multidimensional Database System Rasdaman,"Andreas Dehmel, Peter Baumann, Norbert Widmann, Roland Ritsch, Paula Furtado",SIGMOD Conference,1998,Materialized View Selection for Multidimensional Datasets Very Large Data Bases,VAL -,VAL -,VAL -,,
5901,0,Constraints for Semi-Structured Data and XML,"Wenfei Fan, Peter Buneman, Scott Weinstein, Jérôme Siméon",ACM SIGMOD Record,2001,Describing Semistructured Data (ACM SIGMOD Record 2001),Luca Cardelli,VAL -,VAL -,VAL -,VAL -
5902,0,PC Database Systems,VAL -,VLDB,1994,Database Management Systems and the Internet,Susan Malaika,VAL -,1996,,
5903,0,infomaster : an information integration system,VAL -,SIGMOD Conference,1997,information systems research at rwth aachen 1995,matthias jarke,ACM SIGMOD Record,VAL -,VAL -,VAL -
5904,0,The Multidimensional Database System Rasdaman,"Andreas Dehmel, Peter Baumann, Norbert Widmann, Roland Ritsch, Paula Furtado",SIGMOD Conference,1998,"The Aditi Deductive Database System Jayen Vaghani, Kotagiri Ramamohanarao, David B. Kemp, Zoltan Somogyi, Peter J. Stuckey, Tim S. Leask, James Harland",VAL -,VLDB Journal,1994,,
5905,1,Time Series Similarity Measures and Time Series Indexing,VAL -,SIGMOD Conference,2001,Time Series Similarity Measures and Time Series Indexing (Abstract Only),"Dimitrios Gunopulos, Gautam Das",International Conference on Management of Data,VAL -,,
5906,1,transaction timestamping in (temporal) databases,"Christian S. Jensen, David B. Lomet",VLDB,2001,transaction timestamping in (temporal) databases,"Christian S. Jensen, David B. Lomet",VAL -,VAL -,,
5907,0,The Asilomar Report on Database Research,"Gerald Held, Hector Garcia-Molina, Michael Lesk, Jim Gray, Philip A. Bernstein, David Maier, H. V. Jagadish, Michael Stonebraker, Stefano Ceri, Joseph M. Hellerstein, David J. DeWitt, Jeffrey D. Ullman, Michael L. Brodie, Jeffrey F. Naughton, Michael J. Franklin, Hamid Pirahesh",ACM SIGMOD Record,1998,"The Microsoft Database Research Group David Lomet, Roger Barga, Surajit Chaudhuri, Paul Larson, Vivek Narasayya",VAL -,ACM SIGMOD Record,VAL -,,
5908,0,Integrating Symbolic Images into a Multimedia Database System Using Classification and Abstraction Approaches,VAL -,VLDB Journal,1998,Databases and Transaction Processing: An Application-Oriented Approach,"Philip M. Lewis, Arthur Bernstein, Michael Kifer",ACM SIGMOD Record,2002,,
5909,0,infomaster : an information integration system,VAL -,SIGMOD Conference,1997,quality-driven integration of heterogenous information systems,"Felix Naumann, Ulf Leser, Johann Christoph Freytag",Very Large Data Bases,1999,VAL -,VLDB
5910,1,Algebraic Query Optimisation For Database Programming Languages,"Carol Small, Alexandra Poulovassilis",VAL -,1996,Algebraic Query Optimisation For Database Programming Languages,"Alexandra Poulovassilis, Carol Small",VLDB Journal,1996,VAL -,VLDB Journal
5911,0,Database Systems,VAL -,ACM SIGMOD Record,VAL -,Database Management Systems and the Internet,Susan Malaika,VLDB,1996,,
5912,0,efficient algorithms for minimizing tree pattern queries,prakash ramanan,SIGMOD Conference,VAL -,"minimization of tree pattern queries sihem amer-yahia, sungran cho, laks v. s. lakshmanan, divesh srivastava",VAL -,International Conference on Management of Data,VAL -,VAL -,VAL -
5913,0,Query Unnesting in Object-Oriented Databases,VAL -,SIGMOD Conference,VAL -,Effective Timestamping in Databases,"Kristian Torp, Christian S. Jensen, Richard Thomas Snodgrass",VLDB Journal,2000,,
5914,0,Reordering Query Execution in Tertiary Memory Databases,"Michael Stonebraker, Sunita Sarawagi",VAL -,1996,Logical and Physical Versioning in Main Memory Databases,"Rajeev Rastogi, S. Seshadri, Philip Bohannon, Dennis W. Leinbaugh, Abraham Silberschatz, S. Sudarshan",Very Large Data Bases,1997,,
5915,0,An efficient algorithm for mining association rules in large databases,VAL -,VLDB,1995,Birch: An efficient data clustering method for very large databases,"Tian Zhang, Raghu Ramakrishnan, Miron Livny",SIGMOD Conference,VAL -,,
5916,1,the pyramid-technique: towards breaking the curse of dimensionality,"Christian Böhm, Hans-Peter Kriegel, Stefan Berchtold",SIGMOD Conference,1998,the pyramid-technique: towards breaking the curse of dimensionality,"Stefan Berchtold, Christian B&#246;hm, Hans-Peter Kriegel",VAL -,VAL -,,
5917,0,ODMG-93: A Standard for Object-Oriented DBMSs,R. G. G. Cattell,SIGMOD Conference,VAL -,Observations on the ODMG-93 Proposal for an Object-Oriented Database Language,Won Kim,ACM SIGMOD Record,1994,,
5918,0,Database Systems Management and Oracle8,VAL -,SIGMOD Conference,1998,The Mariposa Distributed Database Management System,Jeff Sidell,ACM SIGMOD Record,1996,,
5919,0,Efficient View Maintenance at Data Warehouses,"Tolga Yurek, Divyakant Agrawal, Amr El Abbadi, Ambuj K. Singh",SIGMOD Conference,1997,On-Line Warehouse View Maintenance,VAL -,International Conference on Management of Data,1997,,
5920,1,Procedures in Object-Oriented Query Languages,VAL -,VLDB,VAL -,Procedures in Object-Oriented Query Languages,"Kazimierz Subieta, Yahiko Kambayashi, Jacek Leszczylowski",Very Large Data Bases,1995,,
5921,0,The Demarcation Protocol: A Technique for Maintaining Constraints in Distributed Database Systems,VAL -,VLDB Journal,1994,The CCube Constraint Object-Oriented Database System,"Alexander Brodsky, Victor E. Segal, Jia Chen, Paval A. Exarkhopoulo",SIGMOD Conference,VAL -,,
5922,0,algorithms for materialized view design in data warehousing environment,VAL -,VAL -,VAL -,view maintenance in a warehousing environment,"Yue Zhuge, Hector Garcia-Molina, Joachim Hammer, Jennifer Widom",SIGMOD Conference,1995,,
5923,0,Temporal slicing in the evaluation of XML queries,"Richard T. Snodgrass, Dengfeng Gao",VLDB,2003,Progressive evaluation of nested aggregate queries,"Kian-Lee Tan, Cheng Hian Goh, Beng Chin Ooi",VLDB Journal,VAL -,,
5924,0,Materialized View Selection and Maintenance Using Multi-query Optimization,"Krithi Ramamritham, Hoshi Mistry, Prasan Roy, S. Sudarshan",VAL -,VAL -,Efficient Maintenance of Materialized Mediated Views,"James J. Lu, Guido Moerkotte, Joachim Schue, V. S. Subrahmanian",SIGMOD Conference,1995,,
5925,1,Relational Databases for Querying XML Documents,"Jeffrey F. Naughton, Kristin Tufte, Chun Zhang, Gang He, David J. Dewitt, Jayavel Shanmugasundaram",VAL -,1999,Relational Databases for Querying XML Documents,"Jayavel Shanmugasundaram, Kristin Tufte, Chun Zhang, Gang He, David J. Dewitt, Jeffrey F. Naughton",Very Large Data Bases,1999,,
5926,0,A Fast Index for Semistructured Data,"Brian Cooper, Gísli R. Hjaltason, Michael J. Franklin, Neal Sample, Moshe Shadmon",VLDB,2001,"Constraints for Semistructured Data and XML Peter Buneman, Wenfei Fan, Jé Rô Me Siméon, Scott Weinstein ACM SIGMOD Record",VAL -,ACM SIGMOD Record,2001,,
5927,0,SQL Query Optimization: Reordering for a General Class of Queries,"Piyush Goel, Balakrishna R. Iyer",SIGMOD Conference,1996,Iterative Dynamic Programming: A New Class of Query Optimization Algorithms,"Donald Kossmann, Konrad Stockinger",TODS,2000,VAL -,VAL -
5928,0,Reminiscences on Influential Papers,"Daniel J. Rosenkrantz, Nick Koudas, Dan Suciu, Peter Scheuermann, Rajeev Rastogi, Jiawei Han, Kenneth A. Ross",VAL -,2001,Influential Papers,Ken Ross,ACM SIGMOD Record,2002,,
5929,0,Automated Resolution of Semantic Heterogeneity in Multidatabases,"A.R. Hurson, Simin H. Pakzad, M.W. Bright",ACM Trans. Database Syst.,1994,VAL -,VAL -,VAL -,VAL -,,
5930,1,The Aqua Approximate Query Answering System,"Sridhar Ramaswamy, Swarup Acharya, Phillip B. Gibbons, Viswanath Poosala",SIGMOD Conference,1999,The Aqua Approximate Query Answering System,VAL -,International Conference on Management of Data,VAL -,,
5931,0,Book Review Column,Karl Aberer,ACM SIGMOD Record,2002,Book Reviews ACM SIGMOD Record 2002,Karl Aberer,VAL -,VAL -,,
5932,1,apex: an adaptive path index for xml data,VAL -,SIGMOD Conference,2002,apex: an adaptive path index for xml data,"chin-wan chung, jun-ki min, kyuseok shim",VAL -,VAL -,,
5933,0,Managing intervals efficiently in object-relational databases,"Thomas Seidl, Marco Pötke, Hans-Peter Kriegel",VAL -,VAL -,Unisql/X: Unified relational and object-oriented database system,VAL -,SIGMOD Conference,1994,,
5934,0,The Aqua Approximate Query Answering System,"Sridhar Ramaswamy, Swarup Acharya, Phillip B. Gibbons, Viswanath Poosala",SIGMOD Conference,1999,A Robust Optimization-Based Approach for Approximate Answering of Aggregate Queries,"Surajit Chaudhuri, Gautam Das, Vivek Narasayya",SIGMOD Conference,VAL -,,
5935,0,The Database and Information System Research Group at the University of Ulm,"Peter Dadam, Wolfgang Klas",ACM SIGMOD Record,1997,The Ecobase Project: Database and Web Technologies for Environmental Information Systems,"Luc Bouganim, Maria Claudia Cavalcanti, Fran&#231;oise Fabret, Maria Luiza Campos, Fran&#231;ois Llirbat, Marta Mattoso, Rubens Melo, Ana Maria Moura, Esther Pacitti, Fabio Porto, Margareth Simoes, Eric Simon, Asterio Tanaka, Patrick Valduriez",ACM SIGMOD Record,2001,,
5936,0,cmvf: a novel dimension reduction scheme for efficient indexing in a large image database,"John Shepherd, Quan Z. Sheng, Du Q. Huynh, Jialie Shen, Anne H. H. Ngu",SIGMOD Conference,2003,CURE: an efficient clustering algorithm for large databases,VAL -,VAL -,VAL -,,
5937,0,Ominisearch: A Method for Searching Dynamic Content on the Web,"Henrique Paques, Ling Liu, David Buttler, Calton Pu",SIGMOD Conference,VAL -,A Layered Architecture for Querying Dynamic Web Content,"Hasan Davulcu, Juliana Freire, Michael Kifer, I. V. Ramakrishnan",SIGMOD Conference,VAL -,,
5938,1,The Distributed Information Search Component (DISCO) and the World Wide Web,VAL -,SIGMOD Conference,1997,The Distributed Information Search Component (DISCO) and the World Wide Web,"Anthony Tomasic, Rémy Amouroux, Philippe Bonnet, Olga Kapitskaia, Hubert Naacke, Louiqa Raschid",International Conference on Management of Data,1997,,
5939,0,Managing intervals efficiently in object-relational databases,"Thomas Seidl, Marco Pötke, Hans-Peter Kriegel",VAL -,VAL -,Efficiently publishing relational data as XML documents,"Jayavel Shanmugasundaram, Eugene J. Shekita, Rimon Barr, Michael J. Carey, Bruce G. Lindsay, Hamid Pirahesh, Berthold Reinwald",VLDB,2000,,
5940,0,An Experimental System for Object-Based Sharing in Federated Databases,VAL -,VLDB Journal,VAL -,Implementing Lazy Database Updates for an Object Database System,"Fabrizio Ferrandina, Thorsten Meyer, Roberto Zicari",Very Large Data Bases,1994,,
5941,0,Load Shedding in a Data Stream Manager,VAL -,VLDB,2003,Issues in Data Stream Management 2003,"Lukasz Golab, M. Tamer Özuş",ACM SIGMOD Record,VAL -,,
5942,0,Efficient Structural Joins on Indexed XML Documents,"Zografoula Vagena, Shu-Yao Chien, Vassilis J. Tsotras, Carlo Zaniolo, Donghui Zhang",VAL -,2002,Efficient Schemes for Managing Multiversion XML Documents,VAL -,VLDB Journal,VAL -,,
5943,1,icicles : self-tuning samples for approximate query answering,"Venkatesh Ganti, Raghu Ramakrishnan, Mong-Li Lee",VLDB,2000,icicles : self-tuning samples for approximate query answering,VAL -,Very Large Data Bases,VAL -,,
5944,0,Constructing the Next 100 Database Management Systems,"Geppert Andreas, Dittrich Klaus R.",ACM SIGMOD Record,1994,The Network is the Database: Data Management for Highly Distributed Systems,"Navas Julio C., Wynblatt Michael",International Conference on Management of Data,2001,VAL -,VAL -
5945,0,Processing Object-Oriented Queries with Invertible Late Bound Functions,VAL -,VLDB,1995,Optimizing Queries with Universal Quantification in Object-Oriented and Object-Relational Databases,"Jens Clausen, Alfons Kemper, Guido Moerkotte, Klaus Peithner",VLDB,1997,,
5946,1,Image Mining in Iris: Integrated Retinal Information System,VAL -,SIGMOD Conference,2000,Image Mining in Iris: Integrated Retinal Information System,"Wynne Hsu, Mong Li Lee, Kheng Guan Goh",International Conference on Management of Data,2000,,
5947,0,A Case-Based Approach to Information Integration,VAL -,VLDB,VAL -,An XJML-Based Wrapper Generator for Web Information Extraction,"Ling Liu, Wei Han, David Butler, Calton Pu, Wei Tang",SIGMOD Conference,1999,,
5948,0,The Implementation and Performance of Compressed Databases,VAL -,ACM SIGMOD Record,2000,Temporal Database System Implementations,Michael H. B ö hlen,ACM SIGMOD Record,1995,VAL -,VAL -
5949,1,efficient checking of temporal integrity constraints using bounded history encoding,VAL -,ACM Transactions on Database Systems (TODS),1995,efficient checking of temporal integrity constraints using bounded history encoding,VAL -,ACM Transactions on Database Systems (TODS),1995,VAL -,VAL -
5950,0,Guest Editorial Malcolm P. Atkinson,VAL -,VLDB Journal,2000,Editorial Richard Snodgrass,VAL -,TODS,2001,,
5951,1,The Propel Distributed Services Platform,VAL -,VLDB,2001,The Propel Distributed Services Platform,"Michael J. Carey, Steve Kirsch, Mary Roth, Bert van der Linden, Nicolas Adiba, Michael Blow, Daniela Florescu, David Li, Ivan Oprencak, Rajendra Panwar, Runping Qi, David Rieber, John C. Shafer, Brian Sterling, Tolga Urhan, Brian Vickery, Dan Wineman, Kuan Yee",VAL -,2001,,
5952,1,Detection and Classification of Intrusions and Faults Using Sequences of System Calls,"João B. D. Cabrera, Raman K. Mehra, Lundy M. Lewis",ACM SIGMOD Record,2001,Detection and Classification of Intrusions and Faults Using Sequences of System Calls,"João B. D. Cabrera, Lundy Lewis, Raman K. Mehra",ACM SIGMOD Record,2001,,
5953,1,Database Indexing for Large DNA and Protein Sequence Collections,VAL -,VLDB Journal,2002,Database Indexing for Large DNA and Protein Sequence Collections,"Ela Hunt, Malcolm P. Atkinson, Robert W. Irving",VLDB Journal,VAL -,,
5954,0,orientstore: a schema based native xml storage system,VAL -,VLDB,VAL -,anatomy of a native xml database management system,"T. Fiebig, S. Helmer, C.-C. Kanne, G. Moerkotte, J. Neumann, R. Schiele, T. Westmann",VLDB Journal,2002,,
5955,0,The Database and Information System Research Group at the University of Ulm,"Peter Dadam, Wolfgang Klas",ACM SIGMOD Record,1997,Research Activities in Database Management and Information Retrieval at University of Illinois at Chicago,VAL -,ACM SIGMOD Record,2002,VAL -,VAL -
5956,0,Extracting Schema from Semistructured Data,"Abiteboul Serge, Motwani Rajeev, Nestorov Svetlozar",SIGMOD Conference,VAL -,Distributed Query Evaluation on Semistructured Data,Suciu Dan,ACM Transactions on Database Systems (TODS),2002,,
5957,0,Caching Multidimensional Queries Using Chunks,"Karthikeyan Ramasamy, Prasad Deshpande, Amit Shukla, Jeffrey F. Naughton",SIGMOD Conference,VAL -,Approximating Multi-Dimensional Aggregate Range Queries Over Real Attributes,VAL -,International Conference on Management of Data,VAL -,,
5958,0,Relational Data Sharing in Peer-Based Data Management Systems,"Beng Chin Ooi, Yanfeng Shu, Kian-Lee Tan",ACM SIGMOD Record,2003,"Unisql's Next-Generation Object-Relational Database Management System Albert D'Andrea, Phil Janus",VAL -,ACM SIGMOD Record,1996,,
5959,0,Reminiscences on Influential Papers,"Mitch Cherniak, Kenneth A. Ross, Gottfried Vossen",ACM SIGMOD Record,2003,Influential Papers Ken Ross,VAL -,ACM SIGMOD Record,2002,VAL -,VAL -
5960,1,finding replicated web collections,"Narayanan Shivakumar, Junghoo Cho, Hector Garcia-Molina",SIGMOD Conference,2000,finding replicated web collections,"Junghoo Cho, Narayanan Shivakumar, Hector Garcia-Molina",VAL -,2000,,
5961,1,Workflow Management with Service Quality Guarantees,"Wolfgang Wonner, Gerhard Weikum, Michael Gillmann",SIGMOD Conference,2002,Workflow Management with Service Quality Guarantees,VAL -,International Conference on Management of Data,2002,,
5962,0,NiagaraCQ: A Scalable Continuous Query System for Internet Databases,VAL -,SIGMOD Conference,VAL -,VisDB: A System for Visualizing Large Databases,"Daniel Keim, Hans-Peter Kriegel",International Conference on Management of Data,1995,,
5963,0,Delaunay: A Database Visualization System,"Kirby Zhang, Isabel F. Cruz, Michael Averbuch, Wendy T. Lucas, Melissa Radzyminski",VAL -,VAL -,Applying Database Visualization to the World Wide Web,"Masum Z. Hasan, Alberto O. Mendelzon, Dimitra Vasta",ACM SIGMOD Record,VAL -,,
5964,0,Editor's Notes SIGMOD Record,Michael J. Franklin,VAL -,VAL -,"Editorial Peter Apers, Stefano Ceri, Richard Snodgrass",VAL -,VLDB Journal,VAL -,,
